name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,additional_lanes_on_left_side,length_of_left_side_lanes,additional_lanes_on_right_side,length_of_right_side_lanes
South Broadmor Drive,338703891,,,,3458370355,3458370354,,2,0.021777,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9167414,33.4048903,0.0 -111.9166885,33.4046995,0.0</coordinates></LineString>",,,,,,,
East Broadmor Drive,5610119,,,,3458370355,41683527,,2,0.09705,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9167414,33.4048903,0.0 -111.916622,33.4049092,0.0 -111.916506,33.4049253,0.0 -111.9163873,33.4049387,0.0 -111.9162679,33.4049482,0.0 -111.9161479,33.4049549,0.0 -111.9160185,33.4049589,0.0 -111.9157016,33.4049589,0.0</coordinates></LineString>",,,,,,,
East Broadmor Drive,5610119,,,,3458370355,41683524,,2,0.09576899999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9167414,33.4048903,0.0 -111.9168574,33.4048679,0.0 -111.916976,33.404842,0.0 -111.9170967,33.4048125,0.0 -111.9172154,33.4047789,0.0 -111.9173344,33.4047433,0.0 -111.9175903,33.4046608,0.0 -111.9176593,33.4046364,0.0 -111.9177171,33.4046149,0.0</coordinates></LineString>",,,,,,,
East Palmcroft Drive,338703886,,,,3458370356,3458370357,,2,0.021498,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9216257,33.4051142,0.0 -111.9216213,33.4053075,0.0</coordinates></LineString>",,,,,,,
East Palmcroft Drive,5598492,,,,3458370357,41592077,,2,0.09276999999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9216213,33.4053075,0.0 -111.9226207,33.4053066,0.0</coordinates></LineString>",,,,,,,
East Palmcroft Drive,338703886,,,,3458370357,3458370356,,2,0.021498,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9216213,33.4053075,0.0 -111.9216257,33.4051142,0.0</coordinates></LineString>",,,,,,,
"['East Palmcroft Drive', 'South Stanley Place']","[5630688, 5598492]",,,,3458370357,41683522,,2,0.26758299999999996,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9216213,33.4053075,0.0 -111.9205809,33.4053035,0.0 -111.9205216,33.4052969,0.0 -111.9204592,33.4052796,0.0 -111.9204044,33.4052528,0.0 -111.9203573,33.4052186,0.0 -111.9203184,33.4051727,0.0 -111.9202936,33.4051263,0.0 -111.919785,33.4039816,0.0</coordinates></LineString>",,,,,,,
South Broadmor Drive,338703891,,,,3458370354,3458370355,,2,0.021777,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9166885,33.4046995,0.0 -111.9167414,33.4048903,0.0</coordinates></LineString>",,,,,,,
South Price Road,"[532240696, 436928238]",,,,41487176,41714393,,1,0.087576,3,-1,,,,,,,,,"<LineString><coordinates>-111.8903708,33.4211042,0.0 -111.8903621,33.4211975,0.0 -111.890309,33.4217641,0.0 -111.890304,33.4218897,0.0</coordinates></LineString>",,,,,,,
South Una Avenue,5620644,,,,41765709,41765713,,2,0.124717,-1,40.25,,,,,,,,,"<LineString><coordinates>-111.9128246,33.4194946,0.0 -111.9128246,33.4194222,0.0 -111.9128246,33.418373,0.0</coordinates></LineString>",,,,,,,
East 8th Street,5636208,,,,41765709,41638526,,2,0.34779000000000004,2,48.300000000000004,,,,,,,,,"<LineString><coordinates>-111.9128246,33.4194946,0.0 -111.9127512,33.4194948,0.0 -111.9122342,33.4194998,0.0 -111.9120722,33.4195014,0.0 -111.9105172,33.4195163,0.0 -111.910374,33.4195177,0.0 -111.9090775,33.4195301,0.0</coordinates></LineString>",,,,,,,
East 8th Street,5636208,,,,41765709,41891129,,2,0.17512799999999998,2,48.300000000000004,,,,,,,,,"<LineString><coordinates>-111.9128246,33.4194946,0.0 -111.9135845,33.4194887,0.0 -111.9147102,33.4194431,0.0</coordinates></LineString>",,,,,,,
South Una Avenue,5620644,,,,41765713,41654666,,2,0.145891,-1,40.25,,,,,,,,,"<LineString><coordinates>-111.9128246,33.418373,0.0 -111.9128649,33.4183148,0.0 -111.9128676,33.41707,0.0</coordinates></LineString>",,,,,,,
South Una Avenue,5620644,,,,41765713,41765709,,2,0.124717,-1,40.25,,,,,,,,,"<LineString><coordinates>-111.9128246,33.418373,0.0 -111.9128246,33.4194222,0.0 -111.9128246,33.4194946,0.0</coordinates></LineString>",,,,,,,
"['East Orange Street', 'South Butte Avenue']","[5663939, 5630790]",,,,41765713,41654668,,2,0.24097,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9128246,33.418373,0.0 -111.9123145,33.4183752,0.0 -111.9122231,33.4183756,0.0 -111.9117974,33.4183775,0.0 -111.911792,33.4170678,0.0</coordinates></LineString>",,,,,,,
East Orange Street,5663939,,,,41765713,41915323,,2,0.173511,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9128246,33.418373,0.0 -111.9134084,33.4183716,0.0 -111.9146941,33.4183685,0.0</coordinates></LineString>",,,,,,,
East Cairo Circle,5676892,,,,41847645,42480190,,2,0.034949,-1,-1,,,,,,,,,"<LineString><coordinates>-111.893498,33.3986415,0.0 -111.8931547,33.3985125,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,5630165,,,,41847645,41847652,,2,0.164163,-1,-1,,,,,,,,,"<LineString><coordinates>-111.893498,33.3986415,0.0 -111.8933092,33.3990069,0.0 -111.8924757,33.3990102,0.0 -111.8920175,33.3990068,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,5630165,,,,41847645,41643741,,2,0.092393,-1,-1,,,,,,,,,"<LineString><coordinates>-111.893498,33.3986415,0.0 -111.893691,33.398278,0.0 -111.8939014,33.3978819,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,5630165,,,,41847652,41847645,,2,0.164163,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8920175,33.3990068,0.0 -111.8924757,33.3990102,0.0 -111.8933092,33.3990069,0.0 -111.893498,33.3986415,0.0</coordinates></LineString>",,,,,,,
South Price Road,"[532236937, 605746858]",,,,41847652,41969552,,1,0.326452,2,-1,,,,,,,,,"<LineString><coordinates>-111.8920175,33.3990068,0.0 -111.8920164,33.3983841,0.0 -111.892021,33.3971666,0.0 -111.8920322,33.396071,0.0</coordinates></LineString>",,,,,,,
nan,645212417,,,,6065736551,41567912,,2,0.010239000000000002,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9751127,33.3817625,0.0 -111.9751796,33.3816893,0.0</coordinates></LineString>",,,,,,,
South College Avenue,395483153,,,,41847667,339038076,,2,0.0071719999999999996,2,-1,,,,,,,,,"<LineString><coordinates>-111.9349094,33.3980027,0.0 -111.9349094,33.3980672,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,30656916,,,,41847667,41847674,,2,0.267984,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9349094,33.3980027,0.0 -111.9336992,33.3980027,0.0 -111.9334674,33.3979597,0.0 -111.9332786,33.3978522,0.0 -111.9329095,33.3975369,0.0 -111.9328424,33.3973753,0.0 -111.9328362,33.3969766,0.0</coordinates></LineString>",,,,,,,
South College Avenue,395483153,,,,41847667,3841311104,,2,0.043156999999999994,2,-1,,,,,,,,,"<LineString><coordinates>-111.9349094,33.3980027,0.0 -111.9349133,33.3976834,0.0 -111.9349142,33.3976146,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597736,,,,41585526,41585528,,2,0.034289,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9385712,33.3406312,0.0 -111.9382021,33.340634,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597736,,,,41585528,41585530,,2,0.055813,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9382021,33.340634,0.0 -111.9376014,33.340624,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597736,,,,41585528,41585526,,2,0.034289,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9382021,33.340634,0.0 -111.9385712,33.3406312,0.0</coordinates></LineString>",,,,,,,
South Mill Avenue,5607325,,,,41585528,41503372,,2,0.086632,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9382021,33.340634,0.0 -111.9381764,33.3414128,0.0</coordinates></LineString>",,,,,,,
South Mill Avenue,5607325,,,,41585528,41662543,,2,0.115274,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9382021,33.340634,0.0 -111.938185,33.340244,0.0 -111.9381593,33.3399715,0.0 -111.9380563,33.3398066,0.0 -111.9379311,33.3396515,0.0</coordinates></LineString>",,,,,,,
East del Rio Drive,395483019,,,,41847674,41501902,,2,0.09685500000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9328362,33.3969766,0.0 -111.9338794,33.3969636,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,30656916,,,,41847674,41847667,,2,0.26798400000000006,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9328362,33.3969766,0.0 -111.9328424,33.3973753,0.0 -111.9329095,33.3975369,0.0 -111.9332786,33.3978522,0.0 -111.9334674,33.3979597,0.0 -111.9336992,33.3980027,0.0 -111.9349094,33.3980027,0.0</coordinates></LineString>",,,,,,,
East del Rio Drive,395483019,,,,41847674,41730183,,2,0.315094,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9328362,33.3969766,0.0 -111.9300771,33.3969995,0.0 -111.9299398,33.3970783,0.0 -111.9296308,33.3973721,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597736,,,,41585530,41585528,,2,0.055813,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9376014,33.340624,0.0 -111.9382021,33.340634,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597737,,,,41585533,41563590,,2,0.09270199999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9396098,33.3405595,0.0 -111.9405892,33.3407194,0.0</coordinates></LineString>",,,,,,,
"['South Allred Drive', 'East Cairo Drive']","[5630169, 5683095]",,,,41847679,41619142,,2,0.26739100000000005,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8888036,33.3990373,0.0 -111.8869496,33.3990516,0.0 -111.8867694,33.3987578,0.0 -111.8867152,33.3986504,0.0 -111.8866321,33.3984855,0.0 -111.8865548,33.3982634,0.0</coordinates></LineString>",,,,,,,
"['South Cottonwood Drive', 'East Cairo Drive']","[5630169, 5600316]",,,,41847679,41606500,,2,0.42418199999999995,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8888036,33.3990373,0.0 -111.8897563,33.3990301,0.0 -111.8897563,33.3962641,0.0 -111.8897134,33.3960133,0.0</coordinates></LineString>",,,,,,,
South George Drive,5677561,,,,41847679,41619138,,2,0.141154,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8888036,33.3990373,0.0 -111.8887987,33.398657,0.0 -111.888795,33.3983709,0.0 -111.8887435,33.3980556,0.0 -111.8886619,33.3977791,0.0</coordinates></LineString>",,,,,,,
South George Drive,5677561,,,,41847679,41730207,,2,0.089238,-1,-1,,,,,,,,,"<LineString><coordinates>-111.8888036,33.3990373,0.0 -111.8888079,33.3994424,0.0 -111.8888122,33.3998398,0.0</coordinates></LineString>",,,,,,,
South Dromedary Drive,5631967,,,,41585535,41503385,,2,0.079151,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9435203,33.3408249,0.0 -111.9435274,33.3415367,0.0</coordinates></LineString>",,,,,,,
South Dromedary Drive,5631967,,,,41585535,41859653,,2,0.08292100000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9435203,33.3408249,0.0 -111.9435129,33.3400792,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597739,,,,41585535,41585537,,2,0.114747,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9435203,33.3408249,0.0 -111.9432492,33.3408141,0.0 -111.9429314,33.3407818,0.0 -111.9422877,33.3407818,0.0</coordinates></LineString>",,,,,,,
"['West Pecan Place', 'South Stephanie Lane']","[5597739, 5621975]",,,,41585535,41585542,,2,0.18319899999999997,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9435203,33.3408249,0.0 -111.9450949,33.3408225,0.0 -111.9450944,33.3411546,0.0</coordinates></LineString>",,,,,,,
South Poplar Drive,5670431,,,,41585537,42436198,,2,0.081344,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9422877,33.3407818,0.0 -111.9422705,33.3400504,0.0</coordinates></LineString>",,,,,,,
"['West Pecan Place', 'West Buena Vista Drive', 'South Michele Lane']","[5588313, 5597739, 5633507]",,,,41585537,41503385,,2,0.419969,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9422877,33.3407818,0.0 -111.9416268,33.3407961,0.0 -111.9412794,33.340751,0.0 -111.9411719,33.3407546,0.0 -111.941102,33.3408098,0.0 -111.9409888,33.3413362,0.0 -111.9410064,33.3414287,0.0 -111.9410928,33.3414895,0.0 -111.9415152,33.3415418,0.0 -111.9435274,33.3415367,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597739,,,,41585537,41585535,,2,0.114747,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9422877,33.3407818,0.0 -111.9429314,33.3407818,0.0 -111.9432492,33.3408141,0.0 -111.9435203,33.3408249,0.0</coordinates></LineString>",,,,,,,
Balboa Drive,5657755,,,,42257285,41730218,,2,0.028265000000000002,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9031419,33.3993571,0.0 -111.9030303,33.3991206,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597740,,,,41585542,41585543,,2,0.060215000000000005,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9450944,33.3411546,0.0 -111.9457426,33.3411582,0.0</coordinates></LineString>",,,,,,,
"['West Buena Vista Drive', 'South Stephanie Lane']","[5588313, 5621975]",,,,41585542,41503383,,2,0.14540699999999998,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9450944,33.3411546,0.0 -111.9450949,33.3415297,0.0 -111.9439786,33.3415347,0.0</coordinates></LineString>",,,,,,,
"['West Pecan Place', 'South Stephanie Lane']","[5597739, 5621975]",,,,41585542,41585535,,2,0.18319899999999997,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9450944,33.3411546,0.0 -111.9450949,33.3408225,0.0 -111.9435203,33.3408249,0.0</coordinates></LineString>",,,,,,,
West Pecan Place,5597740,,,,41585543,41585542,,2,0.060215000000000005,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9457426,33.3411582,0.0 -111.9450944,33.3411546,0.0</coordinates></LineString>",,,,,,,
South Kyrene Road,5684597,,,,41585543,41634950,,2,0.081798,5,-1,,,,,,,,,"<LineString><coordinates>-111.9457426,33.3411582,0.0 -111.9457498,33.3418938,0.0</coordinates></LineString>",,,,,,,
South Kyrene Road,5684597,,,,41585543,41961379,,2,0.24109899999999998,5,-1,,,,,,,,,"<LineString><coordinates>-111.9457426,33.3411582,0.0 -111.9457424,33.3411303,0.0 -111.9457359,33.3403823,0.0 -111.9457277,33.3394224,0.0 -111.945724,33.33899,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,5630171,,,,41847691,41495386,,2,0.257708,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9014853,33.3987193,0.0 -111.9018544,33.398705,0.0 -111.9022235,33.3986118,0.0 -111.9032449,33.3982177,0.0 -111.9035882,33.3981317,0.0 -111.9041239,33.3980969,0.0</coordinates></LineString>",,,,,,,
"['South Kenwood Lane', 'East Wesleyan Drive']","[5676665, 5602102]",,,,41847691,41619134,,2,0.14011500000000002,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9014853,33.3987193,0.0 -111.9014853,33.398352,0.0 -111.9014853,33.3979598,0.0 -111.9017342,33.3979598,0.0 -111.9020604,33.3978523,0.0</coordinates></LineString>",,,,,,,
South Kenwood Lane,5676665,,,,41847691,41730223,,2,0.084479,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9014853,33.3987193,0.0 -111.9014766,33.3991072,0.0 -111.9014682,33.3994789,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685158,,,,42584975,41588020,,2,0.100672,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9332642,33.3340617,0.0 -111.9333987,33.3341031,0.0 -111.934339,33.3341068,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646204,,,,41847696,42024119,,2,0.197619,-1,-1,,,,,,,,,"<LineString><coordinates>-111.900519,33.3989568,0.0 -111.9005447,33.3971797,0.0</coordinates></LineString>",,,,,,,
South Country Club Way,5646204,,,,41847696,338955251,,2,0.056570999999999996,-1,-1,,,,,,,,,"<LineString><coordinates>-111.900519,33.3989568,0.0 -111.9005276,33.3994655,0.0</coordinates></LineString>",,,,,,,
East Cairo Drive,5630172,,,,41847696,41730230,,2,0.3479,-1,-1,,,,,,,,,"<LineString><coordinates>-111.900519,33.3989568,0.0 -111.8975543,33.3989558,0.0 -111.8973483,33.3995864,0.0</coordinates></LineString>",,,,,,,
nan,216998509,,,,2263218370,2263218383,,2,0.028537,-1,-1,,,,,,,,,"<LineString><coordinates>-111.910152,33.3595128,0.0 -111.9102267,33.3595497,0.0 -111.9102709,33.3595922,0.0 -111.9103047,33.3597169,0.0</coordinates></LineString>",,,,,,,
nan,216998509,,,,2263218370,3642918618,,2,0.039680999999999994,-1,-1,,,,,,,,,"<LineString><coordinates>-111.910152,33.3595128,0.0 -111.9101792,33.3592773,0.0 -111.9102505,33.359195,0.0 -111.9102526,33.3591764,0.0</coordinates></LineString>",,,,,,,
nan,216998533,,,,2263218370,2263218381,,2,0.081397,-1,-1,,,,,,,,,"<LineString><coordinates>-111.910152,33.3595128,0.0 -111.909921,33.359527,0.0 -111.9096254,33.3595582,0.0 -111.9092891,33.3596291,0.0</coordinates></LineString>",,,,,,,
East el Parque Drive,5668086,,,,339020701,42408030,,2,0.017550999999999997,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9193306,33.405266,0.0 -111.9192662,33.4051176,0.0</coordinates></LineString>",,,,,,,
East Watson Drive,32730762,,,,42404769,42024296,,2,0.039123,2,-1,,,,,,,,,"<LineString><coordinates>-111.9022131,33.3674928,0.0 -111.9026336,33.3674713,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667800,,,,42404769,42306050,,2,0.08768100000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9022131,33.3674928,0.0 -111.9022175,33.3679012,0.0 -111.9022216,33.3682813,0.0</coordinates></LineString>",,,,,,,
East Watson Drive,32730762,,,,42404769,42404787,,2,0.045446,2,-1,,,,,,,,,"<LineString><coordinates>-111.9022131,33.3674928,0.0 -111.9021555,33.3674936,0.0 -111.9017238,33.3674999,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685160,,,,42584997,41855576,,2,0.119613,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9248804,33.3334955,0.0 -111.9261678,33.3335098,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667803,,,,42404782,41819075,,2,0.077307,2,40.25,,,,,,,,,"<LineString><coordinates>-111.8995635,33.3825662,0.0 -111.899555,33.3832614,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667804,,,,42404787,41639390,,2,0.086086,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9017238,33.3674999,0.0 -111.9017238,33.3671006,0.0 -111.9017238,33.367034,0.0 -111.9017152,33.3667258,0.0</coordinates></LineString>",,,,,,,
East Watson Drive,32730762,,,,42404787,320996660,,2,0.132054,2,-1,,,,,,,,,"<LineString><coordinates>-111.9017238,33.3674999,0.0 -111.9013633,33.3675143,0.0 -111.9009943,33.3675645,0.0 -111.9006166,33.3676576,0.0 -111.9003419,33.3677437,0.0</coordinates></LineString>",,,,,,,
East Watson Drive,32730762,,,,42404787,42404769,,2,0.045446,2,-1,,,,,,,,,"<LineString><coordinates>-111.9017238,33.3674999,0.0 -111.9021555,33.3674936,0.0 -111.9022131,33.3674928,0.0</coordinates></LineString>",,,,,,,
East el Parque Drive,30655568,,,,339020729,42408030,,2,0.014519,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9192114,33.4049953,0.0 -111.9192662,33.4051176,0.0</coordinates></LineString>",,,,,,,
East Myrna Lane,5669936,,,,42404795,42430533,,2,0.043963999999999996,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9014786,33.3282584,0.0 -111.9019513,33.3282402,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667805,,,,42404795,41884776,,2,0.16783099999999998,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9014786,33.3282584,0.0 -111.9014795,33.3290094,0.0 -111.9014706,33.3297677,0.0</coordinates></LineString>",,,,,,,
East Myrna Lane,5669936,,,,42404795,41884667,,2,0.17122,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9014786,33.3282584,0.0 -111.9009814,33.328276,0.0 -111.9001832,33.3284051,0.0 -111.8996513,33.3284213,0.0</coordinates></LineString>",,,,,,,
South Myrtle Avenue,5658803,,,,42273726,41631069,,2,0.077363,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9347214,33.3219915,0.0 -111.93473,33.3226872,0.0</coordinates></LineString>",,,,,,,
"['East Yvonne Lane', 'South Forest Avenue']","[5640917, 5667814]",,,,42273726,41611994,,2,0.209785,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9347214,33.3219915,0.0 -111.9336485,33.3219915,0.0 -111.9336142,33.3218911,0.0 -111.9336571,33.3215468,0.0 -111.9339146,33.321052,0.0</coordinates></LineString>",,,,,,,
"['East Kelly Lane', 'South Grandview Drive', 'East Yvonne Lane']","[28737866, 5667814, 5659263]",,,,42273726,41611994,,2,0.45317900000000005,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9347214,33.3219915,0.0 -111.9363436,33.3219485,0.0 -111.9363179,33.3212743,0.0 -111.936129,33.32126,0.0 -111.9353737,33.32126,0.0 -111.934833,33.3212671,0.0 -111.9345669,33.3212456,0.0 -111.9343008,33.3211882,0.0 -111.9339146,33.321052,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685164,,,,42585023,42585025,,2,0.10740300000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9040112,33.3337262,0.0 -111.9051671,33.3337085,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685167,,,,42585023,42585072,,2,0.046717,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9040112,33.3337262,0.0 -111.9040341,33.3341459,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685164,,,,42585023,42477784,,2,0.08383199999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9040112,33.3337262,0.0 -111.9035621,33.33373,0.0 -111.9033675,33.333719,0.0 -111.9031186,33.3336616,0.0</coordinates></LineString>",,,,,,,
Red Mountain Freeway,"[436786673, 436786674, 123445172]",,,,255822785,255936983,,1,0.8366279999999999,6,104.65,,,,,,,,,"<LineString><coordinates>-111.9605566,33.4374897,0.0 -111.9600064,33.4373635,0.0 -111.9593461,33.4372121,0.0 -111.9582155,33.4369527,0.0 -111.957185,33.4367043,0.0 -111.9564549,33.4365575,0.0 -111.9557977,33.4364391,0.0 -111.9551398,33.4363408,0.0 -111.9545374,33.4362739,0.0 -111.9537499,33.436204,0.0 -111.9517308,33.4360834,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685164,,,,42585025,42585023,,2,0.10740300000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9051671,33.3337085,0.0 -111.9040112,33.3337262,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685165,,,,42585025,42585037,,2,0.047863,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9051671,33.3337085,0.0 -111.9051843,33.3341387,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685164,,,,42585025,41495478,,2,0.102482,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9051671,33.3337085,0.0 -111.9058324,33.3337023,0.0 -111.9062686,33.3337334,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667806,,,,42404806,42388158,,2,0.103412,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9003865,33.3622954,0.0 -111.9005238,33.3621663,0.0 -111.9006783,33.3619083,0.0 -111.9009015,33.3614781,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667806,,,,42404806,41954516,,2,0.12856099999999998,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9003865,33.3622954,0.0 -111.9005667,33.3624101,0.0 -111.9007126,33.3625391,0.0 -111.9008156,33.362704,0.0 -111.9008702,33.3628498,0.0 -111.9008971,33.3630156,0.0 -111.9008929,33.363299,0.0</coordinates></LineString>",,,,,,,
East Woodman Drive,5682873,,,,42404806,42553758,,2,0.051999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9003865,33.3622954,0.0 -111.9002104,33.362236,0.0 -111.9000388,33.3622002,0.0 -111.8998457,33.3622022,0.0</coordinates></LineString>",,,,,,,
East 7th Street,5670078,,,,42273739,41957870,,2,0.13781800000000002,2,-1,,,,,,,,,"<LineString><coordinates>-111.9381595,33.4231914,0.0 -111.9380587,33.4231924,0.0 -111.9375492,33.4231973,0.0 -111.9367632,33.4232049,0.0 -111.9366746,33.4232058,0.0</coordinates></LineString>",,,,,,,
East 7th Street,5670078,,,,42273739,2625359013,,2,0.16788599999999998,2,-1,,,,,,,,,"<LineString><coordinates>-111.9381595,33.4231914,0.0 -111.9382169,33.4231912,0.0 -111.9386834,33.4231902,0.0 -111.9386929,33.4231902,0.0 -111.9394081,33.4231893,0.0 -111.9398537,33.4231887,0.0 -111.9399685,33.4231886,0.0</coordinates></LineString>",,,,,,,
South Myrtle Avenue,533573778,,,,42273739,2916726375,,2,0.13390800000000003,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9381595,33.4231914,0.0 -111.9381582,33.4230826,0.0 -111.9381494,33.42237,0.0 -111.9381455,33.422052,0.0 -111.9381452,33.4219872,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667808,,,,42404813,42404815,,2,0.093561,-1,-1,,,,,,,,,"<LineString><coordinates>-111.899348,33.4137912,0.0 -111.899342,33.4129498,0.0</coordinates></LineString>",,,,,,,
East Calle de Arcos,5685165,,,,42585037,42585025,,2,0.047863,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9051843,33.3341387,0.0 -111.9051671,33.3337085,0.0</coordinates></LineString>",,,,,,,
South Clark Drive,5667808,,,,42404815,42404813,,2,0.093561,-1,-1,,,,,,,,,"<LineString><coordinates>-111.899342,33.4129498,0.0 -111.899348,33.4137912,0.0</coordinates></LineString>",,,,,,,
"['East Cedar Street', 'South Siesta Lane', 'South Clark Drive']","[5667808, 5644921, 5694140]",,,,42404815,42413006,,2,0.801747,-1,-1,,,,,,,,,"<LineString><coordinates>-111.899342,33.4129498,0.0 -111.8993341,33.4119463,0.0 -111.8979516,33.4119754,0.0 -111.8961394,33.4120384,0.0 -111.8960976,33.4120399,0.0 -111.8952308,33.4120419,0.0 -111.8951095,33.4120422,0.0 -111.8942007,33.4120443,0.0 -111.894072,33.4120446,0.0 -111.8931545,33.4120467,0.0 -111.892982,33.4120471,0.0 -111.8929905,33.4129498,0.0</coordinates></LineString>",,,,,,,
East Wildermuth Drive,5668458,,,,42404815,41896321,,2,0.29157799999999995,-1,-1,,,,,,,,,"<LineString><coordinates>-111.899342,33.4129498,0.0 -111.8974745,33.412954,0.0 -111.897054,33.412955,0.0 -111.8967009,33.4129559,0.0 -111.8962006,33.412957,0.0</coordinates></LineString>",,,,,,,
