name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,lane_cap,link_type,jam_density,wave_speed,demand_type_code,mode_code,network_design_flag,grade,geometry,original_geometry,map_matching_orientation_code,map_matching_loop_code,additional_lanes_on_left_side,length_of_left_side_lanes,additional_lanes_on_right_side,length_of_right_side_lanes
South Albert Avenue,5587205,,,,41493571,41493573,,2,0.07885900000000001,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4242715,0.0 -111.9627638,33.4239099,0.0 -111.9627638,33.4235623,0.0</coordinates></LineString>",,,,,,,
South Albert Avenue,5587205,,,,41493571,41493567,,2,0.07825700000000001,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4242715,0.0 -111.9627467,33.4245008,0.0 -111.9627374,33.4246245,0.0 -111.962711,33.4249739,0.0</coordinates></LineString>",,,,,,,
West 6th Street,23627484,,,,41493571,41623159,,2,0.08684700000000001,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4242715,0.0 -111.9625909,33.4242934,0.0 -111.9623776,33.4243575,0.0 -111.9622046,33.4244223,0.0 -111.962033,33.4244653,0.0 -111.9618692,33.4244846,0.0</coordinates></LineString>",,,,,,,
West 7th Street,23627476,,,,41493573,41737210,,2,0.232015,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4235623,0.0 -111.9652617,33.4234767,0.0</coordinates></LineString>",,,,,,,
South Albert Avenue,5587205,,,,41493573,41493577,,2,0.07882900000000001,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4235623,0.0 -111.9627717,33.4232122,0.0 -111.9627797,33.4228535,0.0</coordinates></LineString>",,,,,,,
South Albert Avenue,5587205,,,,41493573,41493571,,2,0.07885900000000001,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4235623,0.0 -111.9627638,33.4239099,0.0 -111.9627638,33.4242715,0.0</coordinates></LineString>",,,,,,,
West 7th Street,23627476,,,,41493573,255945997,,2,0.141014,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4235623,0.0 -111.9626093,33.4235767,0.0 -111.9624463,33.4236196,0.0 -111.9621544,33.4237271,0.0 -111.96199,33.4237633,0.0 -111.9618098,33.4237704,0.0 -111.9612862,33.4237704,0.0</coordinates></LineString>",,,,,,,
West 7th Place,5676706,,,,41493577,42478054,,2,0.230132,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627797,33.4228535,0.0 -111.9652576,33.4227747,0.0</coordinates></LineString>",,,,,,,
South Albert Avenue,5587205,,,,41493577,41493581,,2,0.10122099999999999,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627797,33.4228535,0.0 -111.9627733,33.4224885,0.0 -111.962766,33.4220683,0.0 -111.9627638,33.4219433,0.0</coordinates></LineString>",,,,,,,
South Albert Avenue,5587205,,,,41493577,41493573,,2,0.07882900000000001,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627797,33.4228535,0.0 -111.9627717,33.4232122,0.0 -111.9627638,33.4235623,0.0</coordinates></LineString>",,,,,,,
"['South Priest Drive', 'West 7th Place']","[5676706, 23627446]",,,,41493577,255945997,,2,0.22062100000000004,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627797,33.4228535,0.0 -111.9625909,33.422875,0.0 -111.9624192,33.4229179,0.0 -111.9622647,33.4229824,0.0 -111.9620501,33.4230469,0.0 -111.9618441,33.4230684,0.0 -111.9612862,33.4230684,0.0 -111.9612876,33.4234137,0.0 -111.9612862,33.4237704,0.0</coordinates></LineString>",,,,,,,
South Juniper Street,5664189,,,,337896521,42355152,,2,0.09006,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9127199,33.3896797,0.0 -111.9127027,33.3904895,0.0</coordinates></LineString>",,,,,,,
South Albert Avenue,5587205,,,,41493581,41493577,,2,0.101221,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4219433,0.0 -111.962766,33.4220683,0.0 -111.9627733,33.4224885,0.0 -111.9627797,33.4228535,0.0</coordinates></LineString>",,,,,,,
West University Drive,"[552032130, 436795255, 436795256, 436795257, 436795258]",,,,41493581,41884227,,2,0.171378,4,64.4,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4219433,0.0 -111.9623962,33.4219434,0.0 -111.9621058,33.4219434,0.0 -111.9617558,33.4219435,0.0 -111.9616318,33.4219436,0.0 -111.9615976,33.4219436,0.0 -111.9611426,33.4219437,0.0 -111.9609172,33.4219437,0.0</coordinates></LineString>",,,,,,,
West University Drive,552032135,,,,41493581,42480254,,2,0.23099200000000003,5,64.4,,,,,,,,,"<LineString><coordinates>-111.9627638,33.4219433,0.0 -111.9636307,33.4219469,0.0 -111.9643559,33.4219498,0.0 -111.9644787,33.4219503,0.0 -111.9652327,33.4219534,0.0 -111.9652527,33.4219535,0.0</coordinates></LineString>",,,,,,,
"['South Albert Avenue', 'West 16th Street']","[5641426, 5587206]",,,,41493587,41613388,,2,0.622833,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9631967,33.4135712,0.0 -111.963198,33.4132657,0.0 -111.9631997,33.4128544,0.0 -111.9631992,33.4126929,0.0 -111.9631966,33.4119687,0.0 -111.9632005,33.4117215,0.0 -111.9632089,33.4116846,0.0 -111.9632143,33.4116606,0.0 -111.9632554,33.4116026,0.0 -111.963381,33.4115783,0.0 -111.9643453,33.411572,0.0 -111.9643721,33.411572,0.0 -111.9652651,33.4115652,0.0 -111.965475,33.4115656,0.0 -111.9655355,33.4115642,0.0 -111.9675912,33.4115508,0.0</coordinates></LineString>",,,,,,,
West 14th Street,385080119,,,,41493587,41590425,,2,0.342676,-1,56.35,,,,,,,,,"<LineString><coordinates>-111.9631967,33.4135712,0.0 -111.963368,33.4135817,0.0 -111.9635789,33.4135968,0.0 -111.964035,33.413597,0.0 -111.9649757,33.4135929,0.0 -111.9655523,33.4135958,0.0 -111.965781,33.4135976,0.0 -111.9668874,33.4135999,0.0</coordinates></LineString>",,,,,,,
West 14th Street,385080119,,,,41493587,41590420,,2,0.228903,-1,56.35,,,,,,,,,"<LineString><coordinates>-111.9631967,33.4135712,0.0 -111.9630231,33.4135366,0.0 -111.9628558,33.413488,0.0 -111.9625323,33.4133507,0.0 -111.9622086,33.4132297,0.0 -111.9619607,33.4131852,0.0 -111.9618613,33.4131742,0.0 -111.9617427,33.4131715,0.0 -111.9616416,33.4131692,0.0 -111.9609646,33.413173,0.0 -111.9608223,33.4131755,0.0</coordinates></LineString>",,,,,,,
"['South Roberts Road', 'West Hermosa Drive']","[5587210, 5668725]",,,,41493605,42417681,,2,0.48358199999999996,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9525301,33.3886376,0.0 -111.9530199,33.3886266,0.0 -111.9536379,33.3885477,0.0 -111.9543331,33.3883686,0.0 -111.9547794,33.3882396,0.0 -111.9552258,33.3881392,0.0 -111.955612,33.3880962,0.0 -111.956127,33.3880962,0.0 -111.9561356,33.3870284,0.0 -111.9561956,33.3868277,0.0</coordinates></LineString>",,,,,,,
"['South Mitchell Drive', 'West Hermosa Drive']","[5661081, 5587210]",,,,41493605,42306213,,2,0.419268,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9525301,33.3886376,0.0 -111.9517067,33.3886409,0.0 -111.9512775,33.3885979,0.0 -111.9506681,33.3884904,0.0 -111.9502562,33.3884546,0.0 -111.9488829,33.3884402,0.0 -111.9488743,33.3877307,0.0</coordinates></LineString>",,,,,,,
South Hardy Drive,5644349,,,,41493605,42001886,,2,0.082276,3,48.300000000000004,,,,,,,,,"<LineString><coordinates>-111.9525301,33.3886376,0.0 -111.9524669,33.388301,0.0 -111.952464,33.3882856,0.0 -111.9523928,33.3879066,0.0</coordinates></LineString>",,,,,,,
South Hardy Drive,5644349,,,,41493605,42001878,,2,0.083002,3,48.300000000000004,,,,,,,,,"<LineString><coordinates>-111.9525301,33.3886376,0.0 -111.9525645,33.389021,0.0 -111.9525558,33.3893829,0.0</coordinates></LineString>",,,,,,,
West la Vieve Lane,5693245,,,,42689640,41563669,,2,0.086128,-1,-1,,,,,,,,,"<LineString><coordinates>-111.941008,33.3309874,0.0 -111.9400811,33.330973,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587211,,,,41493623,41493626,,2,0.205358,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9395244,33.3881944,0.0 -111.9396628,33.388194,0.0 -111.9399282,33.3882034,0.0 -111.9405843,33.3882733,0.0 -111.9414465,33.3882641,0.0 -111.9417306,33.3882607,0.0</coordinates></LineString>",,,,,,,
East Hermosa Drive,5667840,,,,41493623,42397831,,2,0.122938,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9395244,33.3881944,0.0 -111.9393915,33.3881949,0.0 -111.9387066,33.3882039,0.0 -111.9382004,33.3882106,0.0</coordinates></LineString>",,,,,,,
South Mill Avenue,"[436910195, 436910182]",,,,41493623,41660257,,2,0.276732,5,-1,,,,,,,,,"<LineString><coordinates>-111.9395244,33.3881944,0.0 -111.9395253,33.3882846,0.0 -111.9395276,33.3887528,0.0 -111.9395324,33.3897254,0.0 -111.9395329,33.3898266,0.0 -111.9395403,33.3902623,0.0 -111.9395475,33.390683,0.0</coordinates></LineString>",,,,,,,
South Mill Avenue,"[436910194, 436910156]",,,,41493623,3345716296,,2,0.0597,5,-1,,,,,,,,,"<LineString><coordinates>-111.9395244,33.3881944,0.0 -111.9395238,33.3881251,0.0 -111.9395132,33.3876767,0.0 -111.9395127,33.3876576,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587211,,,,41493626,41493623,,2,0.205358,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9417306,33.3882607,0.0 -111.9414465,33.3882641,0.0 -111.9405843,33.3882733,0.0 -111.9399282,33.3882034,0.0 -111.9396628,33.388194,0.0 -111.9395244,33.3881944,0.0</coordinates></LineString>",,,,,,,
South Wilson Street,5639625,,,,3299517567,41543811,,2,0.01659,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9457728,33.4264284,0.0 -111.945773,33.4262792,0.0</coordinates></LineString>",,,,,,,
South Wilson Street,5639625,,,,3299517567,41614401,,2,0.191056,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9457728,33.4264284,0.0 -111.945772,33.4271033,0.0 -111.9457713,33.4276848,0.0 -111.9457708,33.4281127,0.0 -111.9457708,33.4281466,0.0</coordinates></LineString>",,,,,,,
South Farmer Avenue,323157924,,,,3299517567,3299517573,,2,0.1836,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9457728,33.4264284,0.0 -111.9447027,33.4264321,0.0 -111.944657,33.426483,0.0 -111.9446461,33.4268521,0.0 -111.9446243,33.4268812,0.0 -111.9445197,33.4268885,0.0 -111.9442762,33.426894,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587212,,,,41493632,41493635,,2,0.091101,2,-1,,,,,,,,,"<LineString><coordinates>-111.9706306,33.3868104,0.0 -111.9711416,33.3867979,0.0 -111.9716114,33.3867864,0.0</coordinates></LineString>",,,,,,,
"['West Hermosa Drive', 'South Wendler Drive']","[5656576, 5587212]",,,,41493632,42018062,,2,0.219721,2,-1,,,,,,,,,"<LineString><coordinates>-111.9706306,33.3868104,0.0 -111.9701167,33.3868365,0.0 -111.9697824,33.3868535,0.0 -111.9696692,33.3868319,0.0 -111.9696486,33.386686,0.0 -111.9696778,33.3856637,0.0</coordinates></LineString>",,,,,,,
South Filer Drive,5694040,,,,41493632,42698945,,2,0.042251,2,-1,,,,,,,,,"<LineString><coordinates>-111.9706306,33.3868104,0.0 -111.9706245,33.3865387,0.0 -111.9706306,33.3864306,0.0</coordinates></LineString>",,,,,,,
"['West Hermosa Drive', 'South Hohokam Drive']","[5682827, 5587212]",,,,41493635,42018200,,2,0.17141599999999999,2,-1,,,,,,,,,"<LineString><coordinates>-111.9716114,33.3867864,0.0 -111.972002,33.3867763,0.0 -111.9723418,33.3867675,0.0 -111.972487,33.3867511,0.0 -111.9724912,33.3866377,0.0 -111.9725267,33.3865348,0.0 -111.9726507,33.386344,0.0 -111.9728635,33.3860178,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587212,,,,41493635,41493632,,2,0.091101,2,-1,,,,,,,,,"<LineString><coordinates>-111.9716114,33.3867864,0.0 -111.9711416,33.3867979,0.0 -111.9706306,33.3868104,0.0</coordinates></LineString>",,,,,,,
South Hanna Drive,5597529,,,,41493635,41583578,,2,0.052518999999999996,2,-1,,,,,,,,,"<LineString><coordinates>-111.9716114,33.3867864,0.0 -111.9716004,33.3864524,0.0 -111.9716262,33.3863159,0.0</coordinates></LineString>",,,,,,,
South Farmer Avenue,323157924,,,,3299517573,3299517567,,2,0.18359999999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9442762,33.426894,0.0 -111.9445197,33.4268885,0.0 -111.9446243,33.4268812,0.0 -111.9446461,33.4268521,0.0 -111.944657,33.426483,0.0 -111.9447027,33.4264321,0.0 -111.9457728,33.4264284,0.0</coordinates></LineString>",,,,,,,
South Farmer Avenue,402556249,,,,3299517573,41520512,,2,0.156886,-1,40.25,,,,,,,,,"<LineString><coordinates>-111.9442762,33.426894,0.0 -111.9442763,33.4268689,0.0 -111.9442825,33.4254831,0.0</coordinates></LineString>",,,,,,,
South Farmer Avenue,402556249,,,,3299517573,41520509,,2,0.25031200000000003,-1,40.25,,,,,,,,,"<LineString><coordinates>-111.9442762,33.426894,0.0 -111.944278,33.4269646,0.0 -111.9442962,33.4276724,0.0 -111.9443026,33.4279205,0.0 -111.9443068,33.4280856,0.0 -111.9443125,33.4283045,0.0 -111.9443136,33.4283475,0.0 -111.9443341,33.4291446,0.0</coordinates></LineString>",,,,,,,
nan,"[23647142, 28808977, 28808979, 28809054, 28809055]",,,,256189579,193468070,,1,2.605059000000001,1,-1,,,,,,,,,"<LineString><coordinates>-111.9501241,33.3856756,0.0 -111.9512159,33.3856003,0.0 -111.9528455,33.3855824,0.0 -111.9535665,33.3855824,0.0 -111.9541541,33.385599,0.0 -111.9548883,33.3856684,0.0 -111.9556865,33.3857974,0.0 -111.9562787,33.3859408,0.0 -111.9566993,33.3860769,0.0 -111.9572486,33.3862633,0.0 -111.9578666,33.3864783,0.0 -111.9584846,33.3866861,0.0 -111.9588536,33.3868151,0.0 -111.9593085,33.3869441,0.0 -111.9597399,33.387061,0.0 -111.9600918,33.387147,0.0 -111.960453,33.3872276,0.0 -111.9609512,33.3873174,0.0 -111.9614075,33.387411,0.0 -111.962098,33.3875103,0.0 -111.9626645,33.3875891,0.0 -111.9636945,33.3877324,0.0 -111.9647759,33.3878901,0.0 -111.9651889,33.3879581,0.0 -111.9654635,33.3880298,0.0 -111.9657039,33.3881158,0.0 -111.9659957,33.3882304,0.0 -111.9662007,33.3883273,0.0 -111.9663733,33.3884383,0.0 -111.966545,33.3885601,0.0 -111.9667424,33.3887106,0.0 -111.9669303,33.3888934,0.0 -111.967102,33.3890941,0.0 -111.967265,33.3893019,0.0 -111.9673938,33.3895097,0.0 -111.9674796,33.3896817,0.0 -111.967574,33.3899397,0.0 -111.9676255,33.3901834,0.0 -111.9676599,33.390427,0.0 -111.9676599,33.3907997,0.0 -111.9676427,33.3911293,0.0 -111.9676093,33.3921074,0.0 -111.9676007,33.3931666,0.0 -111.9675561,33.3942773,0.0 -111.9675223,33.3951415,0.0 -111.9674853,33.3960124,0.0 -111.9674335,33.3966622,0.0 -111.9672803,33.3974838,0.0</coordinates></LineString>",,,,,,,
nan,528041713,,,,256189579,1386738087,,1,0.268504,5,104.65,,,,,,,,,"<LineString><coordinates>-111.9501241,33.3856756,0.0 -111.9525022,33.3856684,0.0 -111.953016,33.3856712,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837707,41837710,,2,0.034874,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9312968,33.3235622,0.0 -111.9316658,33.3235048,0.0</coordinates></LineString>",,,,,,,
South La Rosa Drive,28737919,,,,41837707,41631081,,2,0.057561999999999995,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9312968,33.3235622,0.0 -111.9311852,33.323053,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837707,41573833,,2,0.285382,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9312968,33.3235622,0.0 -111.9306959,33.323641,0.0 -111.930181,33.3236912,0.0 -111.929666,33.3237271,0.0 -111.9287364,33.3237551,0.0 -111.9282386,33.3237622,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837710,41837713,,2,0.126575,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9316658,33.3235048,0.0 -111.933022,33.3233972,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837710,41837707,,2,0.034874,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9316658,33.3235048,0.0 -111.9312968,33.3235622,0.0</coordinates></LineString>",,,,,,,
"['South la Rosa Drive', 'East Stacey Lane']","[5589447, 5639967]",,,,41837710,41514129,,2,0.10207,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9316658,33.3235048,0.0 -111.9317259,33.3238132,0.0 -111.9317002,33.3239566,0.0 -111.9314083,33.3239925,0.0 -111.9311594,33.3240427,0.0</coordinates></LineString>",,,,,,,
Hardy Drive,29097705,,,,360031376,42002035,,2,0.008496,3,-1,,,,,,,,,"<LineString><coordinates>-111.954565,33.3649172,0.0 -111.9545658,33.3649936,0.0</coordinates></LineString>",,,,,,,
Hardy Drive,29097705,,,,360031376,41925846,,2,0.04332199999999999,3,-1,,,,,,,,,"<LineString><coordinates>-111.954565,33.3649172,0.0 -111.9545633,33.3646126,0.0 -111.9545628,33.3645276,0.0</coordinates></LineString>",,,,,,,
"['West Libra Drive', 'South Colonial Way', 'West Orion Street']","[5638786, 5684931, 32071836]",,,,360031376,41925846,,2,0.151453,-1,-1,,,,,,,,,"<LineString><coordinates>-111.954565,33.3649172,0.0 -111.9550941,33.3649222,0.0 -111.95516,33.3648932,0.0 -111.955192,33.3648317,0.0 -111.9551906,33.3646053,0.0 -111.9551626,33.3645522,0.0 -111.955097,33.3645271,0.0 -111.9545628,33.3645276,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837713,41837710,,2,0.126575,-1,-1,,,,,,,,,"<LineString><coordinates>-111.933022,33.3233972,0.0 -111.9316658,33.3235048,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837713,41837717,,2,0.064613,-1,-1,,,,,,,,,"<LineString><coordinates>-111.933022,33.3233972,0.0 -111.9331812,33.3233939,0.0 -111.9333653,33.32339,0.0 -111.9337172,33.3233829,0.0</coordinates></LineString>",,,,,,,
South College Avenue,5660944,,,,41837713,42304155,,2,0.175981,-1,-1,,,,,,,,,"<LineString><coordinates>-111.933022,33.3233972,0.0 -111.9329104,33.3224218,0.0 -111.9328846,33.3218194,0.0</coordinates></LineString>",,,,,,,
South Forest Avenue,5640940,,,,41837717,41514178,,2,0.051064,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9337172,33.3233829,0.0 -111.9337344,33.3238419,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837717,41837723,,2,0.085869,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9337172,33.3233829,0.0 -111.9343266,33.3233829,0.0 -111.9346356,33.3234331,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837717,41837713,,2,0.064613,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9337172,33.3233829,0.0 -111.9333653,33.32339,0.0 -111.9331812,33.3233939,0.0 -111.933022,33.3233972,0.0</coordinates></LineString>",,,,,,,
East Broadway Road,436943726,,,,5649130647,4347900912,,1,0.008381999999999999,4,72.45,,,,,,,,,"<LineString><coordinates>-111.91963,33.4074443,0.0 -111.9195397,33.4074443,0.0</coordinates></LineString>",,,,,,,
nan,591758322,,,,5649130647,5649130648,,1,0.052658,-1,-1,,,,,,,,,"<LineString><coordinates>-111.91963,33.4074443,0.0 -111.9196209,33.4069708,0.0</coordinates></LineString>",,,,,,,
nan,591758323,,,,5649130648,5649130670,,2,0.011334,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9196209,33.4069708,0.0 -111.9195687,33.4069822,0.0 -111.9195007,33.4069784,0.0</coordinates></LineString>",,,,,,,
nan,597571863,,,,5649130648,5649130661,,2,0.5388379999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9196209,33.4069708,0.0 -111.9197297,33.4069311,0.0 -111.9200041,33.4069878,0.0 -111.9212261,33.4070087,0.0 -111.92131,33.4069159,0.0 -111.9213123,33.406121,0.0 -111.9212692,33.4060018,0.0 -111.9212646,33.4058541,0.0 -111.9211921,33.4058295,0.0 -111.9196277,33.4058314,0.0 -111.9196028,33.4059317,0.0 -111.919605,33.4060794,0.0 -111.9195551,33.4061361,0.0 -111.9195665,33.4067513,0.0</coordinates></LineString>",,,,,,,
nan,597571863,,,,5649130648,5649130661,,2,0.031762,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9196209,33.4069708,0.0 -111.9196934,33.406897,0.0 -111.9196685,33.406827,0.0 -111.919639,33.4067872,0.0 -111.9195665,33.4067513,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587214,,,,41493657,41493659,,2,0.083675,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9569939,33.3880819,0.0 -111.9578951,33.3880891,0.0</coordinates></LineString>",,,,,,,
"['West Santa Cruz Drive', 'South Beck Avenue']","[5670753, 5676909]",,,,41493657,42417681,,2,0.19449699999999998,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9569939,33.3880819,0.0 -111.9569939,33.3875229,0.0 -111.9570883,33.3871574,0.0 -111.956745,33.3870069,0.0 -111.956583,33.3869541,0.0 -111.9561956,33.3868277,0.0</coordinates></LineString>",,,,,,,
South Beck Avenue,5670753,,,,41493657,42438996,,2,0.083734,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9569939,33.3880819,0.0 -111.9570117,33.3884718,0.0 -111.9570282,33.3888344,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587214,,,,41493659,41493662,,2,0.081285,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9578951,33.3880891,0.0 -111.9587706,33.3880891,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587214,,,,41493659,41493657,,2,0.083675,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9578951,33.3880891,0.0 -111.9569939,33.3880819,0.0</coordinates></LineString>",,,,,,,
South Shafer Drive,5645153,,,,41493659,42011751,,2,0.057454,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9578951,33.3880891,0.0 -111.9578951,33.3877379,0.0 -111.9579552,33.3875802,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837723,41662505,,2,0.209976,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9346356,33.3234331,0.0 -111.9351763,33.3235693,0.0 -111.9357428,33.3237128,0.0 -111.9361376,33.323806,0.0 -111.9365239,33.3239064,0.0 -111.9367899,33.3239996,0.0</coordinates></LineString>",,,,,,,
East Alexander Boulevard,5628862,,,,41837723,41837717,,2,0.085869,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9346356,33.3234331,0.0 -111.9343266,33.3233829,0.0 -111.9337172,33.3233829,0.0</coordinates></LineString>",,,,,,,
South Myrtle Avenue,5658803,,,,41837723,41631069,,2,0.08380199999999999,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9346356,33.3234331,0.0 -111.9347128,33.3231605,0.0 -111.93473,33.3226872,0.0</coordinates></LineString>",,,,,,,
West Hermosa Drive,5587214,,,,41493662,41493659,,2,0.081285,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9587706,33.3880891,0.0 -111.9578951,33.3880891,0.0</coordinates></LineString>",,,,,,,
South Cutler Drive,5684400,,,,41493662,42574258,,2,0.01566,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9587706,33.3880891,0.0 -111.9588135,33.3879529,0.0</coordinates></LineString>",,,,,,,
South Cutler Drive,5684400,,,,41493662,42574249,,2,0.082889,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9587706,33.3880891,0.0 -111.9587794,33.3884706,0.0 -111.9587877,33.3888344,0.0</coordinates></LineString>",,,,,,,
East McNair Drive,5604599,,,,41641118,41641120,,2,0.10285,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9198106,33.3505187,0.0 -111.9209179,33.3505187,0.0</coordinates></LineString>",,,,,,,
South Lakeshore Drive,5639929,,,,41641118,41641179,,2,0.038418999999999995,2,-1,,,,,,,,,"<LineString><coordinates>-111.9198106,33.3505187,0.0 -111.9198082,33.3501732,0.0</coordinates></LineString>",,,,,,,
South Lakeshore Drive,5639929,,,,41641118,41941529,,2,0.04719,2,-1,,,,,,,,,"<LineString><coordinates>-111.9198106,33.3505187,0.0 -111.9198106,33.3505768,0.0 -111.9198106,33.3507625,0.0 -111.91983,33.350897,0.0 -111.9198364,33.3509418,0.0</coordinates></LineString>",,,,,,,
East McNair Drive,5604599,,,,41641120,41641118,,2,0.10285,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9209179,33.3505187,0.0 -111.9198106,33.3505187,0.0</coordinates></LineString>",,,,,,,
South Jentilly Lane,5644704,,,,41641123,41968342,,2,0.045664,2,40.25,,,,,,,,,"<LineString><coordinates>-111.9273876,33.3516433,0.0 -111.927525,33.3520376,0.0</coordinates></LineString>",,,,,,,
East McNair Drive,5604600,,,,41641123,41641142,,2,0.38466700000000004,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9273876,33.3516433,0.0 -111.9273018,33.3515214,0.0 -111.9271559,33.3514497,0.0 -111.9269413,33.3514354,0.0 -111.9253534,33.3514354,0.0 -111.9253534,33.3510155,0.0 -111.9253534,33.3509048,0.0 -111.9242806,33.3508905,0.0 -111.9239973,33.3508331,0.0</coordinates></LineString>",,,,,,,
East McNair Drive,29091751,,,,41641123,320010090,,2,0.108097,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9273876,33.3516433,0.0 -111.9280743,33.3514497,0.0 -111.928512,33.351421,0.0</coordinates></LineString>",,,,,,,
nan,591758323,,,,5649130661,5649130670,,2,0.03911900000000001,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9195665,33.4067513,0.0 -111.9194667,33.4067702,0.0 -111.9194348,33.4068009,0.0 -111.9194214,33.4068137,0.0 -111.9193964,33.40688,0.0 -111.9194055,33.4069197,0.0 -111.9194645,33.4069557,0.0 -111.9195007,33.4069784,0.0</coordinates></LineString>",,,,,,,
nan,597571863,,,,5649130661,5649130648,,2,0.031762,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9195665,33.4067513,0.0 -111.919639,33.4067872,0.0 -111.9196685,33.406827,0.0 -111.9196934,33.406897,0.0 -111.9196209,33.4069708,0.0</coordinates></LineString>",,,,,,,
nan,597571863,,,,5649130661,5649130648,,2,0.538838,-1,-1,,,,,,,,,"<LineString><coordinates>-111.9195665,33.4067513,0.0 -111.9195551,33.4061361,0.0 -111.919605,33.4060794,0.0 -111.9196028,33.4059317,0.0 -111.9196277,33.4058314,0.0 -111.9211921,33.4058295,0.0 -111.9212646,33.4058541,0.0 -111.9212692,33.4060018,0.0 -111.9213123,33.406121,0.0 -111.92131,33.4069159,0.0 -111.9212261,33.4070087,0.0 -111.9200041,33.4069878,0.0 -111.9197297,33.4069311,0.0 -111.9196209,33.4069708,0.0</coordinates></LineString>",,,,,,,
