highway,osmid,ref,x,y,geometry
,3731333852,,116.3120743,39.989712,POINT (116.3120743 39.989712)
,3731333853,,116.3144347,39.9901439,POINT (116.3144347 39.9901439)
,3731333854,,116.3120502,39.9900758,POINT (116.3120502 39.9900758)
,3731333855,,116.3143986,39.9904603,POINT (116.3143986 39.9904603)
,3731333856,,116.3125705,39.9903922,POINT (116.3125705 39.9903922)
,3895026397,,116.3510384,40.0642588,POINT (116.3510384 40.0642588)
,2207736545,,116.226256,40.0942559,POINT (116.226256 40.0942559)
,605233893,,116.1480926,40.1004614,POINT (116.1480926 40.1004614)
,331145958,,116.3392922,40.0137895,POINT (116.3392922 40.0137895)
,1364140780,,116.3143476,39.9840394,POINT (116.3143476 39.9840394)
traffic_signals,528605932,,116.3309808,40.0296471,POINT (116.3309808 40.0296471)
traffic_signals,528605935,,116.3409763,40.0299181,POINT (116.3409763 40.0299181)
traffic_signals,605233908,,116.148086,40.0963141,POINT (116.148086 40.0963141)
traffic_signals,605233909,,116.1483665,40.096326,POINT (116.1483665 40.096326)
,4456260343,,116.3551286,40.0294264,POINT (116.3551286 40.0294264)
,4907049721,,116.364287,39.9625101,POINT (116.364287 39.9625101)
,1364140794,,116.3186074,39.9843302,POINT (116.3186074 39.9843302)
,2207736572,,116.1350062,40.0979826,POINT (116.1350062 40.0979826)
traffic_signals,530653949,,116.2329735,39.9283754,POINT (116.2329735 39.9283754)
,2207736573,,116.1350236,40.0980914,POINT (116.1350236 40.0980914)
,530653953,,116.2328556,39.9223457,POINT (116.2328556 39.9223457)
,2207736577,,116.2473502,40.0986985,POINT (116.2473502 40.0986985)
traffic_signals,530653955,,116.232144,39.9188437,POINT (116.232144 39.9188437)
,3655721734,,116.3148166,40.0446756,POINT (116.3148166 40.0446756)
traffic_signals,605233927,,116.1483421,40.0964947,POINT (116.1483421 40.0964947)
traffic_signals,605233928,,116.1480597,40.0964882,POINT (116.1480597 40.0964882)
,2207736584,,116.2512721,40.0996672,POINT (116.2512721 40.0996672)
,1718002444,,116.3342724,40.0037029,POINT (116.3342724 40.0037029)
,4836221722,,116.176579,40.0683329,POINT (116.176579 40.0683329)
,2207736602,,116.1105657,40.1056455,POINT (116.1105657 40.1056455)
,4836221726,,116.1813855,40.0684715,POINT (116.1813855 40.0684715)
,4836221732,,116.1828675,40.068648,POINT (116.1828675 40.068648)
,331146021,,116.3422363,39.9720528,POINT (116.3422363 39.9720528)
traffic_signals,2207736616,,116.1259539,40.1062725,POINT (116.1259539 40.1062725)
,2207736618,,116.144276,40.1065904,POINT (116.144276 40.1065904)
traffic_signals,324264747,,116.3152381,39.9223147,POINT (116.3152381 39.9223147)
traffic_signals,324264748,,116.3195922,39.9221184,POINT (116.3195922 39.9221184)
,2207736621,,116.1365067,40.1068023,POINT (116.1365067 40.1068023)
,2207736619,,116.1401413,40.1067212,POINT (116.1401413 40.1067212)
traffic_signals,269493040,,116.2668495,40.0042138,POINT (116.2668495 40.0042138)
,5713650480,,116.2751048,39.935356,POINT (116.2751048 39.935356)
,2207736628,,116.1427768,40.1096254,POINT (116.1427768 40.1096254)
,528606005,,116.3391853,40.0295113,POINT (116.3391853 40.0295113)
,2207736631,,116.1398971,40.1096716,POINT (116.1398971 40.1096716)
,3239813944,,116.3331499,40.0408022,POINT (116.3331499 40.0408022)
,2207736633,,116.1362777,40.1098313,POINT (116.1362777 40.1098313)
traffic_signals,3239813947,,116.3380979,40.0421409,POINT (116.3380979 40.0421409)
,5713650494,,116.2835881,39.9355084,POINT (116.2835881 39.9355084)
,5713650495,,116.2836019,39.9352983,POINT (116.2836019 39.9352983)
,2207736638,,116.1360743,40.1120072,POINT (116.1360743 40.1120072)
traffic_signals,27484993,,116.315387,39.9062149,POINT (116.315387 39.9062149)
traffic_signals,27484994,,116.3150712,39.9062164,POINT (116.3150712 39.9062164)
,5713650498,,116.2837077,39.9346829,POINT (116.2837077 39.9346829)
,2207736645,,116.2175577,40.115152,POINT (116.2175577 40.115152)
traffic_signals,27484999,,116.3107059,39.9062558,POINT (116.3107059 39.9062558)
traffic_signals,324264775,,116.3197898,39.9221107,POINT (116.3197898 39.9221107)
,2099798857,,116.3042444,40.0445691,POINT (116.3042444 40.0445691)
,2207736650,,116.2163424,40.1159456,POINT (116.2163424 40.1159456)
,4057342796,,116.3039134,39.9184491,POINT (116.3039134 39.9184491)
,2207736653,,116.2157706,40.1163692,POINT (116.2157706 40.1163692)
,4836221777,,116.1828602,40.0703188,POINT (116.1828602 40.0703188)
,4836221780,,116.188032,40.0707417,POINT (116.188032 40.0707417)
,4836221782,,116.172211,40.0712692,POINT (116.172211 40.0712692)
,528606041,,116.3382321,40.031771,POINT (116.3382321 40.031771)
,2099798874,,116.2872984,40.0502685,POINT (116.2872984 40.0502685)
,4836221786,,116.1765401,40.071381,POINT (116.1765401 40.071381)
,4836221787,,116.1721654,40.0713923,POINT (116.1721654 40.0713923)
,4836221791,,116.1738284,40.0714478,POINT (116.1738284 40.0714478)
,4836221792,,116.180231,40.0714598,POINT (116.180231 40.0714598)
,4836221793,,116.1804014,40.0714626,POINT (116.1804014 40.0714626)
,1718002533,,116.3325008,40.0072184,POINT (116.3325008 40.0072184)
,5684536166,,116.2407864,40.0706316,POINT (116.2407864 40.0706316)
,644588391,,116.1267979,40.0986592,POINT (116.1267979 40.0986592)
,4836221798,,116.1765384,40.0715125,POINT (116.1765384 40.0715125)
,4017824618,,116.3511876,39.9575234,POINT (116.3511876 39.9575234)
,1741005675,,116.1006377,40.0516397,POINT (116.1006377 40.0516397)
,4017824620,,116.3536239,39.9575604,POINT (116.3536239 39.9575604)
,4017824621,,116.3547612,39.9583663,POINT (116.3547612 39.9583663)
,1718002540,,116.3308639,40.0076834,POINT (116.3308639 40.0076834)
,2933957487,,116.2927109,40.0463261,POINT (116.2927109 40.0463261)
,4017824624,,116.3493792,39.959312,POINT (116.3493792 39.959312)
,4017824625,,116.3531552,39.9593787,POINT (116.3531552 39.9593787)
,4017824626,,116.3524656,39.9593655,POINT (116.3524656 39.9593655)
,4017824627,,116.3531173,39.9609937,POINT (116.3531173 39.9609937)
,4836221805,,116.1802356,40.0715835,POINT (116.1802356 40.0715835)
,4836221806,,116.1804045,40.0715859,POINT (116.1804045 40.0715859)
,2933957497,,116.2897364,40.0429215,POINT (116.2897364 40.0429215)
,1851958137,,116.2096313,40.0908534,POINT (116.2096313 40.0908534)
,1851958139,,116.2097364,40.0908615,POINT (116.2097364 40.0908615)
,1851958145,,116.2095108,40.0915012,POINT (116.2095108 40.0915012)
,27485058,,116.3227946,39.9096329,POINT (116.3227946 39.9096329)
,1851958147,,116.2096243,40.0915118,POINT (116.2096243 40.0915118)
,1851958158,,116.2095497,40.0917515,POINT (116.2095497 40.0917515)
,2207736719,,116.218086,40.1198915,POINT (116.218086 40.1198915)
traffic_signals,2207736721,,116.2185663,40.119948,POINT (116.2185663 40.119948)
,3738510228,,116.2735686,40.0237875,POINT (116.2735686 40.0237875)
,2207736724,,116.218152,40.1199996,POINT (116.218152 40.1199996)
traffic_signals,2207736726,,116.2185956,40.12009,POINT (116.2185956 40.12009)
,2207736728,,116.2182328,40.1201352,POINT (116.2182328 40.1201352)
,4836221849,,116.1812085,40.073804,POINT (116.1812085 40.073804)
,1771676571,,116.2710192,39.8955333,POINT (116.2710192 39.8955333)
,4836221854,,116.1853213,40.0738767,POINT (116.1853213 40.0738767)
,1771676575,,116.2651783,39.8955639,POINT (116.2651783 39.8955639)
,4836221855,,116.1854985,40.0738796,POINT (116.1854985 40.0738796)
,4836221862,,116.1731873,40.073999,POINT (116.1731873 40.073999)
,3390514093,,116.28223,39.9463573,POINT (116.28223 39.9463573)
traffic_signals,604939189,,116.2891984,39.9955713,POINT (116.2891984 39.9955713)
,5272921013,,116.3651668,39.9841555,POINT (116.3651668 39.9841555)
,5272921014,,116.365142,39.9854234,POINT (116.365142 39.9854234)
traffic_signals,604939192,,116.2954291,39.9732011,POINT (116.2954291 39.9732011)
,5272921015,,116.3662154,39.9854437,POINT (116.3662154 39.9854437)
,5272921016,,116.3662969,39.9841754,POINT (116.3662969 39.9841754)
,5272921017,,116.3673578,39.9854672,POINT (116.3673578 39.9854672)
traffic_signals,604939196,,116.3006892,39.9690324,POINT (116.3006892 39.9690324)
,5272921018,,116.3673819,39.9851679,POINT (116.3673819 39.9851679)
,1771676606,,116.2739454,39.8957924,POINT (116.2739454 39.8957924)
,1771676607,,116.2677302,39.8957927,POINT (116.2677302 39.8957927)
,5272921019,,116.3674714,39.985171,POINT (116.3674714 39.985171)
,5272921020,,116.3674714,39.9848782,POINT (116.3674714 39.9848782)
,1771676610,,116.2644832,39.8957994,POINT (116.2644832 39.8957994)
,2059690945,,116.3066061,39.9827939,POINT (116.3066061 39.9827939)
traffic_signals,321938370,,116.2822038,39.9455587,POINT (116.2822038 39.9455587)
,2623841221,,116.3355085,39.9975166,POINT (116.3355085 39.9975166)
,321938371,,116.280075,39.945219,POINT (116.280075 39.945219)
,2059690946,,116.3370912,39.9874165,POINT (116.3370912 39.9874165)
,3390514120,,116.277899,39.9347177,POINT (116.277899 39.9347177)
traffic_signals,604939208,,116.3023385,39.9611844,POINT (116.3023385 39.9611844)
traffic_signals,321938373,,116.275595,39.9452294,POINT (116.275595 39.9452294)
,2623841227,,116.3338234,39.997755,POINT (116.3338234 39.997755)
,6027748300,,116.3002576,39.9129036,POINT (116.3002576 39.9129036)
traffic_signals,604939213,,116.3023925,39.9609049,POINT (116.3023925 39.9609049)
traffic_signals,321938375,,116.2694462,39.9454196,POINT (116.2694462 39.9454196)
traffic_signals,245130191,,116.3311311,39.9975242,POINT (116.3311311 39.9975242)
,604939216,,116.3022205,39.96188,POINT (116.3022205 39.96188)
,2099454930,,116.2691951,39.9309202,POINT (116.2691951 39.9309202)
,2099454931,,116.2691806,39.9310107,POINT (116.2691806 39.9310107)
,2099454932,,116.2719131,39.931032,POINT (116.2719131 39.931032)
,3390514133,,116.2822209,39.9469824,POINT (116.2822209 39.9469824)
,6027748310,,116.2987556,39.9131998,POINT (116.2987556 39.9131998)
traffic_signals,604939223,,116.2970925,39.9712839,POINT (116.2970925 39.9712839)
,604939221,,116.3010754,39.9686023,POINT (116.3010754 39.9686023)
traffic_signals,604939222,,116.3009154,39.9688383,POINT (116.3009154 39.9688383)
,644588501,,116.1161503,40.0992966,POINT (116.1161503 40.0992966)
,604939227,,116.2953258,39.9738625,POINT (116.2953258 39.9738625)
,6027748316,,116.2967408,39.9133232,POINT (116.2967408 39.9133232)
,2207736793,,116.2194872,40.1287069,POINT (116.2194872 40.1287069)
,6027748319,,116.2987775,39.9127953,POINT (116.2987775 39.9127953)
,3390514145,,116.276633,39.9362642,POINT (116.276633 39.9362642)
,604939234,,116.2938582,39.9866152,POINT (116.2938582 39.9866152)
traffic_signals,604939235,,116.2935851,39.9885858,POINT (116.2935851 39.9885858)
,604939236,,116.2934718,39.989065,POINT (116.2934718 39.989065)
,604939239,,116.2926848,39.9901186,POINT (116.2926848 39.9901186)
,3028657130,,116.3381888,40.0584845,POINT (116.3381888 40.0584845)
,1870668782,,116.3584104,39.9856056,POINT (116.3584104 39.9856056)
,1836655608,,116.2498431,39.8959444,POINT (116.2498431 39.8959444)
,321938435,,116.2847943,39.9462613,POINT (116.2847943 39.9462613)
,528606211,,116.3308903,40.0259191,POINT (116.3308903 40.0259191)
,3390514182,,116.2775643,39.9322924,POINT (116.2775643 39.9322924)
,1836655624,,116.2468273,39.8989945,POINT (116.2468273 39.8989945)
traffic_signals,1327784968,,116.2773227,39.9064742,POINT (116.2773227 39.9064742)
,1327784969,,116.2820133,39.9064678,POINT (116.2820133 39.9064678)
,1327784970,,116.2820164,39.9062771,POINT (116.2820164 39.9062771)
traffic_signals,529343501,,116.2784343,39.9560256,POINT (116.2784343 39.9560256)
,3827901459,,116.2805372,40.0423571,POINT (116.2805372 40.0423571)
,1226548245,,116.3410148,39.9706356,POINT (116.3410148 39.9706356)
traffic_signals,529507350,,116.3547674,39.9637401,POINT (116.3547674 39.9637401)
,5419852821,,116.331225,39.9991059,POINT (116.331225 39.9991059)
,1226548248,,116.3538234,39.9663988,POINT (116.3538234 39.9663988)
,5419852824,,116.2958994,39.9582909,POINT (116.2958994 39.9582909)
,5419852825,,116.2955645,39.95834,POINT (116.2955645 39.95834)
,1327784986,,116.2819374,39.9088696,POINT (116.2819374 39.9088696)
traffic_signals,1836655644,,116.2468149,39.9025915,POINT (116.2468149 39.9025915)
,1226548252,,116.3494465,39.9657665,POINT (116.3494465 39.9657665)
,1811342362,,116.263484,39.9064859,POINT (116.263484 39.9064859)
,1226548255,,116.3452903,39.9685949,POINT (116.3452903 39.9685949)
,1811342365,,116.2632941,39.9087526,POINT (116.2632941 39.9087526)
,1226548257,,116.338501,39.9727948,POINT (116.338501 39.9727948)
traffic_signals,530654242,,116.2467755,39.9163885,POINT (116.2467755 39.9163885)
,5419852829,,116.29713,39.9584734,POINT (116.29713 39.9584734)
,4836221986,,116.1805854,40.0791617,POINT (116.1805854 40.0791617)
,4836221987,,116.1807262,40.0791842,POINT (116.1807262 40.0791842)
,1771676710,,116.2688323,39.896264,POINT (116.2688323 39.896264)
,4836221991,,116.180556,40.079282,POINT (116.180556 40.079282)
,1226548264,,116.3497639,39.9661836,POINT (116.3497639 39.9661836)
,1226548265,,116.3484318,39.9675163,POINT (116.3484318 39.9675163)
,4836221993,,116.1806959,40.0793026,POINT (116.1806959 40.0793026)
,1226548267,,116.3518813,39.966501,POINT (116.3518813 39.966501)
,1226548268,,116.3532038,39.9662721,POINT (116.3532038 39.9662721)
,1858839597,,116.3044029,39.9304777,POINT (116.3044029 39.9304777)
,1226548270,,116.3422588,39.9665154,POINT (116.3422588 39.9665154)
traffic_signals,530654253,,116.2470063,39.9163882,POINT (116.2470063 39.9163882)
traffic_signals,1858839600,,116.304163,39.9308919,POINT (116.304163 39.9308919)
,1226548274,,116.3421861,39.9703294,POINT (116.3421861 39.9703294)
traffic_signals,1858839604,,116.30416,39.9310219,POINT (116.30416 39.9310219)
,529343540,,116.2823738,39.9533387,POINT (116.2823738 39.9533387)
,2004034615,,116.29535,39.97361,POINT (116.29535 39.97361)
,1226548279,,116.3411626,39.968194,POINT (116.3411626 39.968194)
traffic_signals,1858839609,,116.3041576,39.931129,POINT (116.3041576 39.931129)
,4836222010,,116.175435,40.0804372,POINT (116.175435 40.0804372)
traffic_signals,1858839613,,116.3041548,39.931253,POINT (116.3041548 39.931253)
traffic_signals,530654270,,116.2586639,39.9164919,POINT (116.2586639 39.9164919)
,1226548287,,116.344622,39.9685937,POINT (116.344622 39.9685937)
,1226548288,,116.3507029,39.9665201,POINT (116.3507029 39.9665201)
,4836222016,,116.180381,40.0811063,POINT (116.180381 40.0811063)
,4836222017,,116.1848174,40.0813505,POINT (116.1848174 40.0813505)
,1858839620,,116.3038883,39.9317603,POINT (116.3038883 39.9317603)
,1771676744,,116.2696924,39.8969221,POINT (116.2696924 39.8969221)
,1858839624,,116.3038895,39.9318981,POINT (116.3038895 39.9318981)
,1771676746,,116.2665581,39.8969954,POINT (116.2665581 39.8969954)
,1858839627,,116.3043997,39.9318982,POINT (116.3043997 39.9318982)
,1226548299,,116.3506822,39.9661825,POINT (116.3506822 39.9661825)
,529507402,,116.3607537,39.9661784,POINT (116.3607537 39.9661784)
,1836655694,,116.2627327,39.9062739,POINT (116.2627327 39.9062739)
,1226548300,,116.3448765,39.9720197,POINT (116.3448765 39.9720197)
,1226548304,,116.3422262,39.968208,POINT (116.3422262 39.968208)
,245130313,,116.3210837,39.9896935,POINT (116.3210837 39.9896935)
,1226548306,,116.3444535,39.9665257,POINT (116.3444535 39.9665257)
traffic_signals,245130315,,116.3209057,39.9881535,POINT (116.3209057 39.9881535)
traffic_signals,245130319,,116.3211279,39.984223,POINT (116.3211279 39.984223)
traffic_signals,1851958358,,116.206767,40.1123272,POINT (116.206767 40.1123272)
,1226548311,,116.3452885,39.9665908,POINT (116.3452885 39.9665908)
,1836655704,,116.2629024,39.9064795,POINT (116.2629024 39.9064795)
traffic_signals,1851958360,,116.2066624,40.1123423,POINT (116.2066624 40.1123423)
,4314517598,,116.2684325,40.0420963,POINT (116.2684325 40.0420963)
,1771676763,,116.2688014,39.8974502,POINT (116.2688014 39.8974502)
traffic_signals,529343582,,116.2823377,39.9560223,POINT (116.2823377 39.9560223)
,1771676770,,116.2676919,39.898699,POINT (116.2676919 39.898699)
,1771676771,,116.2683587,39.8987018,POINT (116.2683587 39.8987018)
,1771676772,,116.2676992,39.8992251,POINT (116.2676992 39.8992251)
,1771676773,,116.2683617,39.899226,POINT (116.2683617 39.899226)
,1851958370,,116.182126,40.1161339,POINT (116.182126 40.1161339)
traffic_signals,1716400275,,116.1752762,40.0432391,POINT (116.1752762 40.0432391)
,1771676776,,116.2677308,39.9015985,POINT (116.2677308 39.9015985)
,1771676778,,116.2683398,39.9016074,POINT (116.2683398 39.9016074)
,4314517602,,116.2681234,40.0435381,POINT (116.2681234 40.0435381)
,1716400279,,116.173636,40.043598,POINT (116.173636 40.043598)
traffic_signals,321938558,,116.2820762,39.9477929,POINT (116.2820762 39.9477929)
,701719683,,116.3623803,40.0320373,POINT (116.3623803 40.0320373)
,2382619783,,116.2369888,40.0458789,POINT (116.2369888 40.0458789)
,701719688,,116.3612022,40.0345453,POINT (116.3612022 40.0345453)
,701719690,,116.3595825,40.0341008,POINT (116.3595825 40.0341008)
,1771676811,,116.2677331,39.9021852,POINT (116.2677331 39.9021852)
,1716400283,,116.1732991,40.0436753,POINT (116.1732991 40.0436753)
traffic_signals,331146382,,116.3279588,39.9664141,POINT (116.3279588 39.9664141)
,2272994448,,116.3321483,39.9660498,POINT (116.3321483 39.9660498)
,1771676817,,116.2677294,39.9023495,POINT (116.2677294 39.9023495)
,1771676818,,116.2683339,39.9023523,POINT (116.2683339 39.9023523)
,2272994450,,116.3321483,39.966441,POINT (116.3321483 39.966441)
,701719706,,116.3615295,40.0310501,POINT (116.3615295 40.0310501)
,1771676830,,116.2721913,39.9024428,POINT (116.2721913 39.9024428)
traffic_signals,1771676834,,116.26773,39.9025818,POINT (116.26773 39.9025818)
,3024839842,,116.314749,39.9350753,POINT (116.314749 39.9350753)
traffic_signals,1771676839,,116.2683321,39.9025845,POINT (116.2683321 39.9025845)
,1771676840,,116.2677305,39.9027667,POINT (116.2677305 39.9027667)
,1771676841,,116.2683307,39.9027737,POINT (116.2683307 39.9027737)
traffic_signals,1771676842,,116.267732,39.9033585,POINT (116.267732 39.9033585)
traffic_signals,1771676843,,116.2683261,39.9033619,POINT (116.2683261 39.9033619)
,1771676844,,116.2721818,39.9033662,POINT (116.2721818 39.9033662)
,1771676845,,116.2721604,39.9054466,POINT (116.2721604 39.9054466)
,530654379,,116.2665734,39.9274257,POINT (116.2665734 39.9274257)
traffic_signals,1771676846,,116.2678245,39.9062857,POINT (116.2678245 39.9062857)
traffic_signals,1771676847,,116.2678331,39.9064892,POINT (116.2678331 39.9064892)
,1771676849,,116.2683406,39.9070759,POINT (116.2683406 39.9070759)
,1771676848,,116.2678457,39.9070725,POINT (116.2678457 39.9070725)
traffic_signals,5267137715,,116.3424417,40.0425439,POINT (116.3424417 40.0425439)
,3024839851,,116.3192778,39.9342916,POINT (116.3192778 39.9342916)
,3933725869,,116.2703945,40.0471253,POINT (116.2703945 40.0471253)
,3933725870,,116.270062,40.0485709,POINT (116.270062 40.0485709)
,3933725871,,116.2689384,40.0393492,POINT (116.2689384 40.0393492)
,3933725872,,116.268731,40.0407034,POINT (116.268731 40.0407034)
,1771676857,,116.2679309,39.9094815,POINT (116.2679309 39.9094815)
,3933725873,,116.2680886,40.0437006,POINT (116.2680886 40.0437006)
,1771676859,,116.2691945,39.9160252,POINT (116.2691945 39.9160252)
,1771676860,,116.2685348,39.9160269,POINT (116.2685348 39.9160269)
,1771676861,,116.2692883,39.9169053,POINT (116.2692883 39.9169053)
,1771676862,,116.2686555,39.9169195,POINT (116.2686555 39.9169195)
,1841521859,,116.3641259,39.947124,POINT (116.3641259 39.947124)
traffic_signals,1852047154,,116.1462707,40.1156609,POINT (116.1462707 40.1156609)
,1841521862,,116.3651931,39.9473426,POINT (116.3651931 39.9473426)
,1771676878,,116.2688984,39.9267489,POINT (116.2688984 39.9267489)
,1771676879,,116.2695604,39.926767,POINT (116.2695604 39.926767)
,1771676880,,116.2688699,39.9272656,POINT (116.2688699 39.9272656)
,1771676881,,116.2695228,39.9272726,POINT (116.2695228 39.9272726)
traffic_signals,1851958481,,116.2061453,40.121526,POINT (116.2061453 40.121526)
traffic_signals,1851958482,,116.2060536,40.121541,POINT (116.2060536 40.121541)
,321938647,,116.2678876,39.9425639,POINT (116.2678876 39.9425639)
,2586813658,,116.2683482,39.9006925,POINT (116.2683482 39.9006925)
,2586813659,,116.2725524,39.9007241,POINT (116.2725524 39.9007241)
traffic_signals,1851958494,,116.2060642,40.1217085,POINT (116.2060642 40.1217085)
,3756877022,,116.2827214,40.0427263,POINT (116.2827214 40.0427263)
,3756877023,,116.2830225,40.0417881,POINT (116.2830225 40.0417881)
,3024708835,,116.2461372,40.0810082,POINT (116.2461372 40.0810082)
,3024708837,,116.246097,40.081105,POINT (116.246097 40.081105)
,529507561,,116.3675778,39.966833,POINT (116.3675778 39.966833)
motorway_junction,1771676911,38,116.268096,39.937486,POINT (116.268096 39.937486)
,4769195252,,116.1563431,40.0320559,POINT (116.1563431 40.0320559)
traffic_signals,528606453,,116.3238792,40.0297544,POINT (116.3238792 40.0297544)
traffic_signals,245130486,,116.3091413,39.9985965,POINT (116.3091413 39.9985965)
,1771676923,,116.2690672,39.9639386,POINT (116.2690672 39.9639386)
traffic_signals,1771676924,,116.2737956,39.9650342,POINT (116.2737956 39.9650342)
traffic_signals,331146495,,116.3413624,39.9665122,POINT (116.3413624 39.9665122)
traffic_signals,1771676928,,116.2774209,39.9652527,POINT (116.2774209 39.9652527)
traffic_signals,1771676929,,116.2775196,39.9652586,POINT (116.2775196 39.9652586)
,331146497,,116.33412,39.9664501,POINT (116.33412 39.9664501)
traffic_signals,1771676931,,116.2682836,39.9652789,POINT (116.2682836 39.9652789)
,1771676932,,116.2809123,39.9654698,POINT (116.2809123 39.9654698)
,3028657435,,116.3410346,40.0589162,POINT (116.3410346 40.0589162)
,1720249435,,116.3045698,39.9042864,POINT (116.3045698 39.9042864)
traffic_signals,294118699,,116.3113773,39.9746788,POINT (116.3113773 39.9746788)
,1771676972,,116.2697394,39.9696326,POINT (116.2697394 39.9696326)
,1851958573,,116.1829903,40.1246835,POINT (116.1829903 40.1246835)
,1720249436,,116.3039441,39.907874,POINT (116.3039441 39.907874)
traffic_signals,1361503538,,116.2670526,40.0042136,POINT (116.2670526 40.0042136)
traffic_signals,294118707,,116.3149638,39.9658222,POINT (116.3149638 39.9658222)
traffic_signals,1771676982,,116.2564542,39.9721216,POINT (116.2564542 39.9721216)
traffic_signals,1771676983,,116.2565492,39.9721249,POINT (116.2565492 39.9721249)
traffic_signals,1771676984,,116.2566425,39.9721281,POINT (116.2566425 39.9721281)
,1361503544,,116.2667999,40.0051655,POINT (116.2667999 40.0051655)
,333161788,,116.2679209,39.8983472,POINT (116.2679209 39.8983472)
,1851958588,,116.182994,40.1248338,POINT (116.182994 40.1248338)
,1771676995,,116.2756921,39.9773574,POINT (116.2756921 39.9773574)
,1771676996,,116.2757731,39.9774065,POINT (116.2757731 39.9774065)
,1771676997,,116.2760048,39.9774253,POINT (116.2760048 39.9774253)
,321938755,,116.3108594,39.9383333,POINT (116.3108594 39.9383333)
,529507655,,116.3678474,39.969876,POINT (116.3678474 39.969876)
,529507656,,116.3676811,39.9736697,POINT (116.3676811 39.9736697)
,1361503556,,116.2639156,40.0073606,POINT (116.2639156 40.0073606)
motorway_junction,321938757,,116.3137268,39.9378062,POINT (116.3137268 39.9378062)
,1361503558,,116.2644526,40.0074285,POINT (116.2644526 40.0074285)
traffic_signals,294118730,,116.3151081,39.9654307,POINT (116.3151081 39.9654307)
,604824910,,116.3037523,39.9418866,POINT (116.3037523 39.9418866)
,1851958607,,116.1719822,40.1251349,POINT (116.1719822 40.1251349)
traffic_signals,294118743,,116.3153275,39.9654827,POINT (116.3153275 39.9654827)
,294118747,,116.3162226,39.9659718,POINT (116.3162226 39.9659718)
traffic_signals,530654556,,116.2469999,39.9282403,POINT (116.2469999 39.9282403)
traffic_signals,530654559,,116.2467884,39.9282351,POINT (116.2467884 39.9282351)
,294118751,,116.3140846,39.9655575,POINT (116.3140846 39.9655575)
,530654563,,116.2413308,39.9282413,POINT (116.2413308 39.9282413)
,1771677027,,116.2943863,39.9818046,POINT (116.2943863 39.9818046)
traffic_signals,529343856,,116.277923,39.9603201,POINT (116.277923 39.9603201)
,1771677042,,116.2991572,39.9836195,POINT (116.2991572 39.9836195)
,529343858,,116.2813731,39.9603936,POINT (116.2813731 39.9603936)
,1771677044,,116.2999169,39.9836524,POINT (116.2999169 39.9836524)
,529343861,,116.286154,39.9609108,POINT (116.286154 39.9609108)
,1716446578,,116.1337417,40.0464508,POINT (116.1337417 40.0464508)
,604824949,,116.3037493,39.9420384,POINT (116.3037493 39.9420384)
,1808688502,,116.2219782,39.9726885,POINT (116.2219782 39.9726885)
,1851958649,,116.1719658,40.1252927,POINT (116.1719658 40.1252927)
,1808688506,,116.2035211,39.9610644,POINT (116.2035211 39.9610644)
,1716446587,,116.125384,40.0469857,POINT (116.125384 40.0469857)
,1361192316,,116.3317256,39.9847142,POINT (116.3317256 39.9847142)
motorway_junction,1361192318,46-1,116.3307719,39.9847899,POINT (116.3307719 39.9847899)
,1771677056,,116.2991395,39.9841363,POINT (116.2991395 39.9841363)
traffic_signals,515368320,,116.3526445,39.9665571,POINT (116.3526445 39.9665571)
,1361192322,,116.330646,39.9849499,POINT (116.330646 39.9849499)
,1771677059,,116.2999059,39.9841886,POINT (116.2999059 39.9841886)
,1412703620,,116.2785074,39.9323859,POINT (116.2785074 39.9323859)
,1808688516,,116.2232918,39.977787,POINT (116.2232918 39.977787)
,1361192326,,116.3316754,39.9851812,POINT (116.3316754 39.9851812)
,1808688522,,116.2250463,39.976572,POINT (116.2250463 39.976572)
,1412703628,,116.2792536,39.9334983,POINT (116.2792536 39.9334983)
,1412703630,,116.2806632,39.9335558,POINT (116.2806632 39.9335558)
,2442765711,,116.2621249,39.9398742,POINT (116.2621249 39.9398742)
,2442765713,,116.2678548,39.9398494,POINT (116.2678548 39.9398494)
,1808688533,,116.2232951,39.9786492,POINT (116.2232951 39.9786492)
traffic_signals,1808688536,,116.2012883,39.9611686,POINT (116.2012883 39.9611686)
,1771677081,,116.2936078,39.9862483,POINT (116.2936078 39.9862483)
traffic_signals,245130651,,116.288959,39.995646,POINT (116.288959 39.995646)
traffic_signals,1808688539,,116.2011201,39.9611648,POINT (116.2011201 39.9611648)
,1808688541,,116.2232836,39.9771928,POINT (116.2232836 39.9771928)
,1571464615,,116.3039608,39.8997705,POINT (116.3039608 39.8997705)
,5658043815,,116.3235046,39.9912556,POINT (116.3235046 39.9912556)
,1571464617,,116.3044652,39.9121197,POINT (116.3044652 39.9121197)
,1808688553,,116.2230939,39.9786944,POINT (116.2230939 39.9786944)
,5658043820,,116.3235448,39.9904462,POINT (116.3235448 39.9904462)
,1808688557,,116.2045278,39.9658885,POINT (116.2045278 39.9658885)
,5272921521,,116.3675372,39.9841972,POINT (116.3675372 39.9841972)
,5272921522,,116.3662725,39.9845541,POINT (116.3662725 39.9845541)
traffic_signals,2426955186,,116.3309776,40.029541,POINT (116.3309776 40.029541)
,5272921524,,116.3668857,39.9845762,POINT (116.3668857 39.9845762)
,5272921523,,116.3675077,39.9845985,POINT (116.3675077 39.9845985)
