highway,osmid,ref,x,y,geometry
,5259217313,,116.2933172,39.9137879,POINT (116.2933172 39.9137879)
,5259217314,,116.2922924,39.913919,POINT (116.2922924 39.913919)
,5259217315,,116.2920164,39.914185,POINT (116.2920164 39.914185)
,1836534180,,116.2470032,39.8989932,POINT (116.2470032 39.8989932)
,1360087461,,116.3447267,40.0063477,POINT (116.3447267 40.0063477)
,1929103778,,116.0912583,40.0415456,POINT (116.0912583 40.0415456)
,5259217322,,116.2925897,39.914185,POINT (116.2925897 39.914185)
,244468138,,116.3469875,39.9703191,POINT (116.3469875 39.9703191)
,281924152,,116.3102107,40.0283628,POINT (116.3102107 40.0283628)
,5521443245,,116.2808561,39.9657453,POINT (116.2808561 39.9657453)
,1419168174,,116.3491413,40.0640143,POINT (116.3491413 40.0640143)
,1929103791,,116.1065471,40.0417764,POINT (116.1065471 40.0417764)
,4745710001,,116.24485,39.9700645,POINT (116.24485 39.9700645)
traffic_signals,1855769010,,116.3051923,39.9743546,POINT (116.3051923 39.9743546)
,1360087473,,116.3524242,40.0067811,POINT (116.3524242 40.0067811)
,1419168178,,116.3515982,40.0643861,POINT (116.3515982 40.0643861)
traffic_signals,528910773,,116.3186505,39.9453142,POINT (116.3186505 39.9453142)
,4745710005,,116.2450492,39.9701208,POINT (116.2450492 39.9701208)
,1360087480,,116.3494982,40.0097047,POINT (116.3494982 40.0097047)
,295061946,,116.2718628,40.0111364,POINT (116.2718628 40.0111364)
traffic_signals,1360087482,,116.3121742,40.011445,POINT (116.3121742 40.011445)
traffic_signals,1360087483,,116.3122863,40.0114577,POINT (116.3122863 40.0114577)
traffic_signals,1360087484,,116.3124108,40.0114717,POINT (116.3124108 40.0114717)
,1360087488,,116.3204327,40.0119828,POINT (116.3204327 40.0119828)
,1360087491,,116.3219731,40.0120232,POINT (116.3219731 40.0120232)
traffic_signals,1360087492,,116.3203241,40.0120801,POINT (116.3203241 40.0120801)
,1360087493,,116.3204812,40.0120843,POINT (116.3204812 40.0120843)
,1360087494,,116.3210714,40.0121002,POINT (116.3210714 40.0121002)
,4745710030,,116.2471828,39.9705693,POINT (116.2471828 39.9705693)
,4745710031,,116.2461611,39.9705943,POINT (116.2461611 39.9705943)
,4745710032,,116.2449565,39.9705981,POINT (116.2449565 39.9705981)
,4745710033,,116.2461474,39.9709928,POINT (116.2461474 39.9709928)
,4745710034,,116.2461987,39.9694997,POINT (116.2461987 39.9694997)
,244468179,,116.3474613,39.9653235,POINT (116.3474613 39.9653235)
,1419168217,,116.3486565,40.065623,POINT (116.3486565 40.065623)
,1928989156,,116.2444717,40.0387022,POINT (116.2444717 40.0387022)
,2354645481,,116.3071391,39.9916675,POINT (116.3071391 39.9916675)
,4897294827,,116.3413077,39.9666045,POINT (116.3413077 39.9666045)
,4897294828,,116.341294,39.9671429,POINT (116.341294 39.9671429)
,4897294829,,116.3413101,39.9665097,POINT (116.3413101 39.9665097)
,5263607792,,116.3431639,40.0075338,POINT (116.3431639 40.0075338)
,1928989169,,116.2476451,40.040328,POINT (116.2476451 40.040328)
traffic_signals,268388848,,116.2829521,40.0007062,POINT (116.2829521 40.0007062)
,1928989173,,116.2475026,40.041683,POINT (116.2475026 40.041683)
,5263607793,,116.345242,40.0075308,POINT (116.345242 40.0075308)
traffic_signals,274942453,,116.2762741,40.0200293,POINT (116.2762741 40.0200293)
,5263607794,,116.3451936,40.0090389,POINT (116.3451936 40.0090389)
,1928989183,,116.2474207,40.0430501,POINT (116.2474207 40.0430501)
,5259217414,,116.2961386,39.912849,POINT (116.2961386 39.912849)
,5259217419,,116.2967443,39.9141137,POINT (116.2967443 39.9141137)
,5259217420,,116.2967387,39.9128381,POINT (116.2967387 39.9128381)
,325028365,,116.2679006,39.9367966,POINT (116.2679006 39.9367966)
,2509408789,,116.2740547,39.9433957,POINT (116.2740547 39.9433957)
traffic_signals,274942488,,116.2764639,40.0200555,POINT (116.2764639 40.0200555)
motorway_junction,1745111577,36,116.3042982,39.9112758,POINT (116.3042982 39.9112758)
,295062042,,116.3073957,40.0315683,POINT (116.3073957 40.0315683)
,2509408797,,116.2710398,39.9452489,POINT (116.2710398 39.9452489)
motorway_junction,2509408798,,116.2707886,39.9453786,POINT (116.2707886 39.9453786)
,1745111581,,116.3040997,39.9113011,POINT (116.3040997 39.9113011)
,1765018144,,116.2890635,39.9952505,POINT (116.2890635 39.9952505)
traffic_signals,1765018145,,116.2889883,39.9955437,POINT (116.2889883 39.9955437)
,1745111583,,116.3039377,39.9118491,POINT (116.3039377 39.9118491)
,2509408803,,116.2844602,39.9459458,POINT (116.2844602 39.9459458)
,2509408804,,116.2841284,39.9459929,POINT (116.2841284 39.9459929)
motorway_junction,1745111585,37,116.304198,39.9257458,POINT (116.304198 39.9257458)
,4773857828,,116.0961215,40.1141119,POINT (116.0961215 40.1141119)
,4839754277,,116.1348848,40.0979907,POINT (116.1348848 40.0979907)
,4839754278,,116.1349043,40.0981002,POINT (116.1349043 40.0981002)
,5365500460,,116.3406802,40.0391815,POINT (116.3406802 40.0391815)
,1745111596,,116.3043763,39.9339333,POINT (116.3043763 39.9339333)
,5365500462,,116.3411007,40.0391642,POINT (116.3411007 40.0391642)
,5365500463,,116.341135,40.0388413,POINT (116.341135 40.0388413)
,1745111598,,116.3042248,39.9350349,POINT (116.3042248 39.9350349)
traffic_signals,2509408817,,116.2417076,39.9792974,POINT (116.2417076 39.9792974)
,5365500465,,116.3412932,40.0392206,POINT (116.3412932 40.0392206)
,5365500466,,116.3417949,40.039271,POINT (116.3417949 40.039271)
,5365500468,,116.3405855,40.0399051,POINT (116.3405855 40.0399051)
,5365500469,,116.3416666,40.0399991,POINT (116.3416666 40.0399991)
,4839754286,,116.1247168,40.0987976,POINT (116.1247168 40.0987976)
motorway_junction,1745111602,38A,116.3042667,39.9367763,POINT (116.3042667 39.9367763)
,1745111605,,116.3044386,39.9373796,POINT (116.3044386 39.9373796)
,1745111606,,116.303991,39.9377696,POINT (116.303991 39.9377696)
,1745111607,,116.303823,39.9381445,POINT (116.303823 39.9381445)
,4839754296,,116.1356093,40.1002736,POINT (116.1356093 40.1002736)
,1745111616,,116.3042236,39.9426931,POINT (116.3042236 39.9426931)
motorway_junction,1745111617,38,116.3038356,39.9438825,POINT (116.3038356 39.9438825)
,1745111618,,116.3041552,39.9456939,POINT (116.3041552 39.9456939)
,1745111620,,116.3040175,39.9477751,POINT (116.3040175 39.9477751)
,1745111623,,116.3037594,39.9487505,POINT (116.3037594 39.9487505)
,1745111624,,116.3035964,39.9488779,POINT (116.3035964 39.9488779)
,295062088,,116.3081837,40.0317151,POINT (116.3081837 40.0317151)
motorway_junction,1745111626,39A,116.3037376,39.9490349,POINT (116.3037376 39.9490349)
,1745111628,,116.3033505,39.949764,POINT (116.3033505 39.949764)
,1745111629,,116.3038371,39.9501284,POINT (116.3038371 39.9501284)
,1745111630,,116.3028054,39.9586353,POINT (116.3028054 39.9586353)
motorway_junction,295062098,40B,116.2904093,40.0132565,POINT (116.2904093 40.0132565)
traffic_signals,1519766108,,116.225039,40.0684049,POINT (116.225039 40.0684049)
,4745710175,,116.2488846,39.9704367,POINT (116.2488846 39.9704367)
,4745710178,,116.245214,39.9692717,POINT (116.245214 39.9692717)
,1745111651,,116.3014797,39.9649499,POINT (116.3014797 39.9649499)
motorway_junction,1745111653,,116.3378622,39.9661933,POINT (116.3378622 39.9661933)
,1734208463,,116.3449069,40.0212816,POINT (116.3449069 40.0212816)
traffic_signals,1519766123,,116.2249536,40.0685988,POINT (116.2249536 40.0685988)
traffic_signals,1519766128,,116.2223689,40.0742888,POINT (116.2223689 40.0742888)
traffic_signals,1519766130,,116.2223372,40.0743565,POINT (116.2223372 40.0743565)
traffic_signals,330844788,,116.3107057,39.9061319,POINT (116.3107057 39.9061319)
traffic_signals,330844789,,116.3150804,39.9060814,POINT (116.3150804 39.9060814)
,3238890102,,116.3088361,40.0573792,POINT (116.3088361 40.0573792)
traffic_signals,330844790,,116.3152094,39.9060791,POINT (116.3152094 39.9060791)
,746804826,,116.3125858,39.9567577,POINT (116.3125858 39.9567577)
,746804829,,116.3136709,39.9555836,POINT (116.3136709 39.9555836)
,320899729,,116.2679425,39.9097299,POINT (116.2679425 39.9097299)
,4745710231,,116.2443128,39.9671179,POINT (116.2443128 39.9671179)
,604818078,,116.3025719,39.9229508,POINT (116.3025719 39.9229508)
,1840007846,,116.3233079,39.8959817,POINT (116.3233079 39.8959817)
,3300018860,,116.2012631,39.9832267,POINT (116.2012631 39.9832267)
,1519766202,,116.2201015,40.0783445,POINT (116.2201015 40.0783445)
,1519766207,,116.220299,40.0784337,POINT (116.220299 40.0784337)
,644614856,,116.2126052,39.9677597,POINT (116.2126052 39.9677597)
,644614866,,116.2133884,39.9676611,POINT (116.2133884 39.9676611)
,387156704,,116.2961125,39.9062645,POINT (116.2961125 39.9062645)
,1852430546,,116.2303758,40.0704719,POINT (116.2303758 40.0704719)
,325028580,,116.2694824,39.9195489,POINT (116.2694824 39.9195489)
,1852430547,,116.2320272,40.0705978,POINT (116.2320272 40.0705978)
,325028583,,116.2692868,39.9303484,POINT (116.2692868 39.9303484)
,325028586,,116.2685552,39.9368216,POINT (116.2685552 39.9368216)
,1852430548,,116.2325218,40.0709523,POINT (116.2325218 40.0709523)
traffic_signals,268389104,,116.2765174,40.000412,POINT (116.2765174 40.000412)
,1852430549,,116.2354272,40.0712293,POINT (116.2354272 40.0712293)
,380734197,,116.2906788,39.98239,POINT (116.2906788 39.98239)
,387156726,,116.2960883,39.911738,POINT (116.2960883 39.911738)
,1852430550,,116.2358375,40.071524,POINT (116.2358375 40.071524)
,1852430551,,116.2357672,40.0717271,POINT (116.2357672 40.0717271)
,3280390911,,116.1604215,40.0500636,POINT (116.1604215 40.0500636)
,1852430552,,116.2353281,40.0717901,POINT (116.2353281 40.0717901)
,2391378691,,116.2905618,39.9459128,POINT (116.2905618 39.9459128)
traffic_signals,1852430553,,116.2374464,40.0718302,POINT (116.2374464 40.0718302)
,2891549445,,116.3228033,39.9076792,POINT (116.3228033 39.9076792)
,2891549447,,116.3281325,39.9077482,POINT (116.3281325 39.9077482)
,1852430554,,116.2293471,40.0722206,POINT (116.2293471 40.0722206)
,1852430555,,116.2294731,40.0722578,POINT (116.2294731 40.0722578)
,387156751,,116.2889213,39.9011882,POINT (116.2889213 39.9011882)
,387156753,,116.2942421,39.9012101,POINT (116.2942421 39.9012101)
,387156755,,116.2942679,39.8997944,POINT (116.2942679 39.8997944)
,387156756,,116.2943279,39.9057928,POINT (116.2943279 39.9057928)
,1852430556,,116.2292882,40.0723392,POINT (116.2292882 40.0723392)
,3280390935,,116.1597388,40.04523,POINT (116.1597388 40.04523)
,1852430558,,116.2294142,40.0723764,POINT (116.2294142 40.0723764)
,387156766,,116.2925427,39.905615,POINT (116.2925427 39.905615)
,387156767,,116.2924998,39.9011969,POINT (116.2924998 39.9011969)
motorway_junction,1634274079,41,116.3216177,39.9659158,POINT (116.3216177 39.9659158)
,1634274078,,116.3226273,39.9657954,POINT (116.3226273 39.9657954)
,387156770,,116.2960274,39.8959752,POINT (116.2960274 39.8959752)
,387156772,,116.2960837,39.9059733,POINT (116.2960837 39.9059733)
,4017834791,,116.3493338,39.960303,POINT (116.3493338 39.960303)
,4017834792,,116.3531314,39.9603946,POINT (116.3531314 39.9603946)
,1852430560,,116.2276704,40.0758407,POINT (116.2276704 40.0758407)
motorway_junction,1634274090,40,116.3221816,39.9660716,POINT (116.3221816 39.9660716)
,528911148,,116.3268908,39.9457649,POINT (116.3268908 39.9457649)
,1634274093,,116.3212406,39.9661885,POINT (116.3212406 39.9661885)
,4017834796,,116.3523861,39.9632716,POINT (116.3523861 39.9632716)
,1634274095,,116.3562472,39.9662851,POINT (116.3562472 39.9662851)
,528911153,,116.331012,39.9461085,POINT (116.331012 39.9461085)
,1634274098,,116.3251244,39.9663158,POINT (116.3251244 39.9663158)
,1634274099,,116.3451358,39.9664992,POINT (116.3451358 39.9664992)
,1852430562,,116.2276298,40.0759198,POINT (116.2276298 40.0759198)
traffic_signals,528911157,,116.3345943,39.9463794,POINT (116.3345943 39.9463794)
,1852430563,,116.2265832,40.0777082,POINT (116.2265832 40.0777082)
,1852430564,,116.2267092,40.0777454,POINT (116.2267092 40.0777454)
,325913406,,116.3082255,39.8959155,POINT (116.3082255 39.8959155)
traffic_signals,1840794430,,116.3044083,39.9308726,POINT (116.3044083 39.9308726)
,1716407107,,116.170399,40.0477866,POINT (116.170399 40.0477866)
,1840794438,,116.3080093,39.9310156,POINT (116.3080093 39.9310156)
,325913416,,116.3057085,39.8959589,POINT (116.3057085 39.8959589)
,1840794440,,116.3082537,39.9311255,POINT (116.3082537 39.9311255)
traffic_signals,1840794443,,116.3044073,39.9312369,POINT (116.3044073 39.9312369)
,325913420,,116.3053492,39.8963949,POINT (116.3053492 39.8963949)
,1849346894,,116.2600792,40.0210408,POINT (116.2600792 40.0210408)
,1849346895,,116.2603199,40.0210719,POINT (116.2603199 40.0210719)
,5062544214,,116.3109038,39.9701683,POINT (116.3109038 39.9701683)
,325913431,,116.3045748,39.900316,POINT (116.3045748 39.900316)
,529353570,,116.297806,39.9481269,POINT (116.297806 39.9481269)
,5391747949,,116.0991189,40.0889592,POINT (116.0991189 40.0889592)
,5391747950,,116.0987707,40.0895669,POINT (116.0987707 40.0895669)
,5391747951,,116.0991815,40.0890462,POINT (116.0991815 40.0890462)
,5391747952,,116.0991364,40.089548,POINT (116.0991364 40.089548)
,5391747953,,116.0989898,40.0892892,POINT (116.0989898 40.0892892)
,5391747954,,116.0993318,40.089255,POINT (116.0993318 40.089255)
,5391747955,,116.0991048,40.0894923,POINT (116.0991048 40.0894923)
,5391747956,,116.0990967,40.0891537,POINT (116.0990967 40.0891537)
,5391747957,,116.0992485,40.0891393,POINT (116.0992485 40.0891393)
,5391747958,,116.1013522,40.0887139,POINT (116.1013522 40.0887139)
,529353582,,116.2987673,39.944238,POINT (116.2987673 39.944238)
,1716407156,,116.1712638,40.0497568,POINT (116.1712638 40.0497568)
,5634018166,,116.3069385,39.9629747,POINT (116.3069385 39.9629747)
traffic_signals,330845050,,116.2888784,39.9061646,POINT (116.2888784 39.9061646)
,1716407162,,116.1710623,40.049803,POINT (116.1710623 40.049803)
,274598780,,116.3101875,40.0313801,POINT (116.3101875 40.0313801)
,274598784,,116.3096296,40.0312618,POINT (116.3096296 40.0312618)
,274598790,,116.3095079,40.0317279,POINT (116.3095079 40.0317279)
,274598794,,116.3090915,40.0316471,POINT (116.3090915 40.0316471)
,3300035467,,116.2083518,39.9790285,POINT (116.2083518 39.9790285)
,3300035468,,116.2083547,39.9808148,POINT (116.2083547 39.9808148)
traffic_signals,330845066,,116.277324,39.9061398,POINT (116.277324 39.9061398)
,274598799,,116.3089185,40.0322478,POINT (116.3089185 40.0322478)
,3300035474,,116.2088188,39.9796586,POINT (116.2088188 39.9796586)
,3300035478,,116.2073083,39.9785331,POINT (116.2073083 39.9785331)
,289557399,,116.2149809,39.9868503,POINT (116.2149809 39.9868503)
,276581277,,116.3291822,39.9430457,POINT (116.3291822 39.9430457)
,2382564259,,116.2943528,39.9224634,POINT (116.2943528 39.9224634)
,2382564261,,116.2941526,39.9224683,POINT (116.2941526 39.9224683)
,2382564269,,116.2944518,39.9226014,POINT (116.2944518 39.9226014)
,2382564270,,116.2940715,39.9226077,POINT (116.2940715 39.9226077)
,4897360828,,116.3385504,39.9709804,POINT (116.3385504 39.9709804)
traffic_signals,280038339,,116.2304215,40.070113,POINT (116.2304215 40.070113)
,2354580427,,116.2759813,40.023108,POINT (116.2759813 40.023108)
motorway_junction,35867598,43,116.3681082,39.9667114,POINT (116.3681082 39.9667114)
traffic_signals,268389341,,116.285939,39.9952615,POINT (116.285939 39.9952615)
,274598878,,116.3102672,40.0326133,POINT (116.3102672 40.0326133)
,5126196191,,116.1029977,40.0777411,POINT (116.1029977 40.0777411)
,1852440366,,116.2396021,40.072882,POINT (116.2396021 40.072882)
,280038374,,116.210771,40.0669396,POINT (116.210771 40.0669396)
,1852440368,,116.2401017,40.0732045,POINT (116.2401017 40.0732045)
traffic_signals,975801331,,116.3267292,39.9939689,POINT (116.3267292 39.9939689)
,4897426419,,116.3383538,39.9731933,POINT (116.3383538 39.9731933)
,4897426420,,116.3383431,39.9727948,POINT (116.3383431 39.9727948)
,4895427573,,116.3439296,39.9720423,POINT (116.3439296 39.9720423)
,4895427574,,116.3438523,39.9748733,POINT (116.3438523 39.9748733)
,586468343,,116.3174016,39.9652166,POINT (116.3174016 39.9652166)
,586468345,,116.3179261,39.9644118,POINT (116.3179261 39.9644118)
,586468346,,116.3185897,39.9644287,POINT (116.3185897 39.9644287)
,2345946105,,116.3144276,40.047265,POINT (116.3144276 40.047265)
,586468353,,116.3186384,39.9639496,POINT (116.3186384 39.9639496)
traffic_signals,330845194,,116.2683436,39.9061403,POINT (116.2683436 39.9061403)
,1855802380,,116.3050371,39.9764979,POINT (116.3050371 39.9764979)
,4897303404,,116.342463,39.9719231,POINT (116.342463 39.9719231)
,1855802391,,116.305121,39.97651,POINT (116.305121 39.97651)
traffic_signals,268389402,,116.2749578,39.9893137,POINT (116.2749578 39.9893137)
,1855802395,,116.3067983,39.9765699,POINT (116.3067983 39.9765699)
traffic_signals,280038428,,116.2128178,40.0670208,POINT (116.2128178 40.0670208)
,5277764647,,116.1215887,40.0710922,POINT (116.1215887 40.0710922)
,5277764648,,116.1277258,40.0713966,POINT (116.1277258 40.0713966)
,910330921,,116.3000146,40.0361404,POINT (116.3000146 40.0361404)
,3718351913,,116.3433476,40.0367834,POINT (116.3433476 40.0367834)
,5277764651,,116.1202109,40.0665404,POINT (116.1202109 40.0665404)
,4897303405,,116.3435545,39.9719201,POINT (116.3435545 39.9719201)
,3718351917,,116.3437375,40.0368068,POINT (116.3437375 40.0368068)
,268389421,,116.2812022,39.9708235,POINT (116.2812022 39.9708235)
,586468398,,116.3210494,39.9640325,POINT (116.3210494 39.9640325)
,268389424,,116.2794913,39.9732493,POINT (116.2794913 39.9732493)
,5277764656,,116.1239385,40.0712037,POINT (116.1239385 40.0712037)
,5277764657,,116.1213628,40.0689173,POINT (116.1213628 40.0689173)
,268389427,,116.2762727,39.9767669,POINT (116.2762727 39.9767669)
traffic_signals,240421941,,116.3151745,39.9658581,POINT (116.3151745 39.9658581)
,5277764661,,116.1243086,40.0667299,POINT (116.1243086 40.0667299)
,240421943,,116.3135522,39.969802,POINT (116.3135522 39.969802)
,5277764662,,116.1175863,40.0684864,POINT (116.1175863 40.0684864)
,268389432,,116.2737815,39.9814517,POINT (116.2737815 39.9814517)
,5277764668,,116.1197654,40.074757,POINT (116.1197654 40.074757)
,5277764669,,116.254478,40.0422291,POINT (116.254478 40.0422291)
,5277764670,,116.1243198,40.0665728,POINT (116.1243198 40.0665728)
,5365419071,,116.3416107,40.0406149,POINT (116.3416107 40.0406149)
,5277764673,,116.1198586,40.0710105,POINT (116.1198586 40.0710105)
,5277764674,,116.2474049,40.0618479,POINT (116.2474049 40.0618479)
,5277764675,,116.1218411,40.0734902,POINT (116.1218411 40.0734902)
,5277764677,,116.1172641,40.0708794,POINT (116.1172641 40.0708794)
,5277764678,,116.1200917,40.0687723,POINT (116.1200917 40.0687723)
,268389447,,116.276243,39.9958892,POINT (116.276243 39.9958892)
,268389448,,116.2764788,39.9962354,POINT (116.2764788 39.9962354)
,269487180,,116.2775766,40.0130068,POINT (116.2775766 40.0130068)
,586468437,,116.3207919,39.9636954,POINT (116.3207919 39.9636954)
,268389473,,116.2775754,39.9969805,POINT (116.2775754 39.9969805)
,2284637299,,116.2301617,40.0452727,POINT (116.2301617 40.0452727)
motorway_junction,534543189,36,116.2104556,39.9544489,POINT (116.2104556 39.9544489)
,268389511,,116.2930711,39.9887763,POINT (116.2930711 39.9887763)
,5695753352,,116.1878404,39.9948461,POINT (116.1878404 39.9948461)
,2284637321,,116.225369,40.0458469,POINT (116.225369 40.0458469)
traffic_signals,280038549,,116.2250924,40.0686244,POINT (116.2250924 40.0686244)
,2284637333,,116.2250764,40.047899,POINT (116.2250764 40.047899)
,4745710743,,116.2635027,39.9569158,POINT (116.2635027 39.9569158)
,2284637337,,116.2293847,40.0484872,POINT (116.2293847 40.0484872)
,5494148254,,116.2758237,40.035909,POINT (116.2758237 40.035909)
,5713611939,,116.2821334,39.937827,POINT (116.2821334 39.937827)
,5713611940,,116.2791102,39.9403401,POINT (116.2791102 39.9403401)
,5713611941,,116.2745519,39.939826,POINT (116.2745519 39.939826)
,1716505769,,116.0994041,40.1059094,POINT (116.0994041 40.1059094)
,5713611946,,116.2742252,39.9369136,POINT (116.2742252 39.9369136)
,280038589,,116.2529125,40.0768538,POINT (116.2529125 40.0768538)
,2284637378,,116.2310268,40.0639221,POINT (116.2310268 40.0639221)
traffic_signals,245136226,,116.3035826,40.0370322,POINT (116.3035826 40.0370322)
,268389579,,116.2863883,39.9926256,POINT (116.2863883 39.9926256)
,3514617037,,116.2888349,39.9683353,POINT (116.2888349 39.9683353)
,4907502801,,116.2296806,40.0179759,POINT (116.2296806 40.0179759)
,3514617046,,116.2883801,39.9705748,POINT (116.2883801 39.9705748)
,529337562,,116.2976718,39.9555201,POINT (116.2976718 39.9555201)
,268389597,,116.2895931,39.9923062,POINT (116.2895931 39.9923062)
,2426965214,,116.3276877,40.0265966,POINT (116.3276877 40.0265966)
traffic_signals,2426965217,,116.3274999,40.0295885,POINT (116.3274999 40.0295885)
traffic_signals,2426965218,,116.3274098,40.0295897,POINT (116.3274098 40.0295897)
,530648290,,116.2401351,39.9841918,POINT (116.2401351 39.9841918)
traffic_signals,2426965219,,116.327466,40.0297022,POINT (116.327466 40.0297022)
,1917455588,,116.3228046,39.9058958,POINT (116.3228046 39.9058958)
,1917455589,,116.3229014,39.9058958,POINT (116.3229014 39.9058958)
,4907044070,,116.3554231,39.963462,POINT (116.3554231 39.963462)
,4907044071,,116.3619047,39.963629,POINT (116.3619047 39.963629)
,4907044072,,116.3618875,39.9639389,POINT (116.3618875 39.9639389)
,530648293,,116.2168202,39.9907218,POINT (116.2168202 39.9907218)
,530648298,,116.2454228,39.9863252,POINT (116.2454228 39.9863252)
,4907044075,,116.362112,39.9623801,POINT (116.362112 39.9623801)
,280038661,,116.2237628,40.0684437,POINT (116.2237628 40.0684437)
,2623884549,,116.3355307,39.9968411,POINT (116.3355307 39.9968411)
traffic_signals,586468614,,116.3280933,39.9664184,POINT (116.3280933 39.9664184)
,2623884553,,116.3366013,39.9975921,POINT (116.3366013 39.9975921)
,2081852683,,116.3361724,39.9500872,POINT (116.3361724 39.9500872)
,2081852685,,116.3369738,39.9502307,POINT (116.3369738 39.9502307)
,606915857,,116.1525029,40.0966156,POINT (116.1525029 40.0966156)
,1367428389,,116.3347324,39.9846321,POINT (116.3347324 39.9846321)
,1367428390,,116.3346812,39.9854359,POINT (116.3346812 39.9854359)
,4314516776,,116.2671195,40.0480655,POINT (116.2671195 40.0480655)
,1367428393,,116.3357762,39.9854683,POINT (116.3357762 39.9854683)
,4314516777,,116.2620145,40.0428215,POINT (116.2620145 40.0428215)
,1964264747,,116.2676908,39.9088661,POINT (116.2676908 39.9088661)
,3281734956,,116.279033,39.9440119,POINT (116.279033 39.9440119)
,3281734957,,116.2791844,39.9426386,POINT (116.2791844 39.9426386)
,5126196526,,116.1293582,40.0760497,POINT (116.1293582 40.0760497)
,4314516781,,116.2592453,40.0385987,POINT (116.2592453 40.0385987)
,5391715632,,116.1011588,40.0893714,POINT (116.1011588 40.0893714)
,4314516785,,116.2648469,40.0433143,POINT (116.2648469 40.0433143)
traffic_signals,528895282,,116.3459152,40.0139949,POINT (116.3459152 40.0139949)
traffic_signals,528895283,,116.3460651,40.0139356,POINT (116.3460651 40.0139356)
,4314516786,,116.2734514,40.0444067,POINT (116.2734514 40.0444067)
,5391715642,,116.1007462,40.0893407,POINT (116.1007462 40.0893407)
,1367428417,,116.3357699,39.9856002,POINT (116.3357699 39.9856002)
,1298058563,,116.2989321,39.9059651,POINT (116.2989321 39.9059651)
,1367428422,,116.3362338,39.9856186,POINT (116.3362338 39.9856186)
traffic_signals,586468682,,116.3281978,39.9660015,POINT (116.3281978 39.9660015)
,586468683,,116.3279506,39.9693591,POINT (116.3279506 39.9693591)
,3390508364,,116.276789,39.9372268,POINT (116.276789 39.9372268)
,1298058573,,116.3282379,39.9057811,POINT (116.3282379 39.9057811)
,3514617170,,116.2819546,39.9725656,POINT (116.2819546 39.9725656)
,5391715667,,116.1006826,40.0894438,POINT (116.1006826 40.0894438)
,2354580828,,116.274448,40.0228989,POINT (116.274448 40.0228989)
,2354580829,,116.2742546,40.0227975,POINT (116.2742546 40.0227975)
,1298058591,,116.3240556,39.9060005,POINT (116.3240556 39.9060005)
,5391715680,,116.1007683,40.0895812,POINT (116.1007683 40.0895812)
,268389727,,116.3219709,40.0121167,POINT (116.3219709 40.0121167)
,1647627619,,116.3235351,40.0541888,POINT (116.3235351 40.0541888)
,1298058596,,116.3228093,39.9061341,POINT (116.3228093 39.9061341)
traffic_signals,1647627622,,116.3256823,40.0558308,POINT (116.3256823 40.0558308)
,5391715688,,116.0996754,40.0898404,POINT (116.0996754 40.0898404)
,2407828843,,116.3742522,40.0307322,POINT (116.3742522 40.0307322)
,1298058605,,116.3148967,39.9065158,POINT (116.3148967 39.9065158)
,1298058607,,116.2999646,39.9061234,POINT (116.2999646 39.9061234)
,1367428469,,116.3356462,39.9873829,POINT (116.3356462 39.9873829)
,1367428472,,116.3347542,39.9876731,POINT (116.3347542 39.9876731)
,5391715708,,116.1005273,40.089576,POINT (116.1005273 40.089576)
,1298058624,,116.3275536,39.9058838,POINT (116.3275536 39.9058838)
,35868032,,116.3436266,39.9663756,POINT (116.3436266 39.9663756)
traffic_signals,607866245,,116.3256485,40.055904,POINT (116.3256485 40.055904)
,35868040,,116.3242434,39.9661402,POINT (116.3242434 39.9661402)
,537972108,,116.3089787,40.0037697,POINT (116.3089787 40.0037697)
,5391715728,,116.1004429,40.0896368,POINT (116.1004429 40.0896368)
,5391715729,,116.1004898,40.0896963,POINT (116.1004898 40.0896963)
,1590250897,,116.1804905,40.0555162,POINT (116.1804905 40.0555162)
,2407828883,,116.3719253,40.0305876,POINT (116.3719253 40.0305876)
,1590250898,,116.1806574,40.0555163,POINT (116.1806574 40.0555163)
,1590250900,,116.1737906,40.0557157,POINT (116.1737906 40.0557157)
,1590250902,,116.1734877,40.0557211,POINT (116.1734877 40.0557211)
,2122141079,,116.1865287,40.0428763,POINT (116.1865287 40.0428763)
traffic_signals,1647627672,,116.3308841,40.0572018,POINT (116.3308841 40.0572018)
,2122141081,,116.1836964,40.0436527,POINT (116.1836964 40.0436527)
,1298058650,,116.2995919,39.9059705,POINT (116.2995919 39.9059705)
,2122141083,,116.1880566,40.0443109,POINT (116.1880566 40.0443109)
,2814741916,,116.2787805,40.0032236,POINT (116.2787805 40.0032236)
,1590250904,,116.1736362,40.0559098,POINT (116.1736362 40.0559098)
,1590250909,,116.1739309,40.0558936,POINT (116.1739309 40.0558936)
,2122141082,,116.1752812,40.0438788,POINT (116.1752812 40.0438788)
,2122141086,,116.1752195,40.0454029,POINT (116.1752195 40.0454029)
,2122141088,,116.1805182,40.0461422,POINT (116.1805182 40.0461422)
,2122141089,,116.1803749,40.0461742,POINT (116.1803749 40.0461742)
,2122141090,,116.1692663,40.0463758,POINT (116.1692663 40.0463758)
,5391715748,,116.1004418,40.0894275,POINT (116.1004418 40.0894275)
,5391715749,,116.1003333,40.089761,POINT (116.1003333 40.089761)
,624184739,,116.1840283,39.9980071,POINT (116.1840283 39.9980071)
,2122141091,,116.1690428,40.0464665,POINT (116.1690428 40.0464665)
