access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width
,,"LINESTRING (116.2272479 40.0923386, 116.2308234 40.0933962, 116.2325049 40.0938887, 116.2342344 40.0943836, 116.2368638 40.0951602, 116.2378546 40.0954739, 116.2380088 40.0955227, 116.2383883 40.0956429, 116.2407968 40.0964367, 116.2432917 40.0972795, 116.2441202 40.0975751)",tertiary,,0,,1549.2410000000002,,,False,210697357,,,,2207736534,5596155410,
,,"LINESTRING (116.3144974 39.9895048, 116.3144704 39.9898088)",residential,,0,,33.881,,,False,264247408,,,,3731333849,3731333851,
,,"LINESTRING (116.3144974 39.9895048, 116.3135432 39.9894577)",residential,,0,,81.46,,,False,369334396,,,,3731333849,3731338425,
,,"LINESTRING (116.3144974 39.9895048, 116.3145124 39.989336, 116.3145124 39.9890852)",residential,,0,,46.701,,,False,264247408,,,,3731333849,2699333604,
,,"LINESTRING (116.3120743 39.9893853, 116.3126311 39.9894128)",residential,,0,,47.534,,,False,369334396,,,,3731333850,3731338426,
,,"LINESTRING (116.3144704 39.9898088, 116.3144974 39.9895048)",residential,,0,,33.881,,,False,264247408,,,,3731333851,3731333849,
,,"LINESTRING (116.3144704 39.9898088, 116.3135267 39.9897624)",residential,,0,,80.562,,,False,369334397,,,,3731333851,3731337042,
,,"LINESTRING (116.3144704 39.9898088, 116.3144615 39.9899093, 116.3144347 39.9901439)",residential,,0,,37.387,,,False,264247408,,,,3731333851,3731333853,
,,"LINESTRING (116.3120743 39.989712, 116.3126045 39.9897304)",residential,,0,,45.216,,,False,369334397,,,,3731333852,3731337045,
,,"LINESTRING (116.3144347 39.9901439, 116.3143986 39.9904603)",residential,,0,,35.316,,,False,264247408,,,,3731333853,3731333855,
,,"LINESTRING (116.3144347 39.9901439, 116.313512 39.9901175)",residential,,0,,78.662,,,False,369334398,,,,3731333853,3731337041,
,,"LINESTRING (116.3144347 39.9901439, 116.3144615 39.9899093, 116.3144704 39.9898088)",residential,,0,,37.387,,,False,264247408,,,,3731333853,3731333851,
,,"LINESTRING (116.3120502 39.9900758, 116.312587 39.9900911)",residential,,0,,45.763,,,False,369334398,,,,3731333854,3731337044,
,,"LINESTRING (116.3143986 39.9904603, 116.3143944 39.990497)",residential,,0,,4.097,,,False,264247408,,,,3731333855,2699333623,
,,"LINESTRING (116.3143986 39.9904603, 116.3144347 39.9901439)",residential,,0,,35.316,,,False,264247408,,,,3731333855,3731333853,
,,"LINESTRING (116.3143986 39.9904603, 116.3134825 39.9904262)",residential,,0,,78.137,,,False,369334399,,,,3731333855,3731337040,
,,"LINESTRING (116.3125705 39.9903922, 116.3134825 39.9904262)",residential,,0,,77.787,,,False,369334399,,,,3731333856,3731337040,
,,"LINESTRING (116.3125705 39.9903922, 116.312587 39.9900911)",residential,,0,,33.51,,,False,369334424,,,,3731333856,3731337044,
,,"LINESTRING (116.3125705 39.9903922, 116.3125383 39.9906738)",residential,,0,,31.432,,,False,369334424,,,,3731333856,3731337043,
,,"LINESTRING (116.3510384 40.0642588, 116.3491413 40.0640143)",residential,,0,,163.717,,,False,128401939,,,,3895026397,1419168174,
,,"LINESTRING (116.3510384 40.0642588, 116.3513333 40.063624, 116.3523007 40.0611794, 116.3523278 40.0610988)",residential,,0,,368.19000000000005,,,False,128401934,,,,3895026397,494661046,
,,"LINESTRING (116.3510384 40.0642588, 116.3514488 40.0643117, 116.3515982 40.0643861)",residential,,0,,50.586,,,False,128401939,,,,3895026397,1419168178,
,,"LINESTRING (116.226256 40.0942559, 116.2266591 40.0934313, 116.2272479 40.0923386)",tertiary,,0,,229.314,,永丰路,False,210697321,,,,2207736545,2207736534,
,,"LINESTRING (116.1480926 40.1004614, 116.1479279 40.1002197)",secondary_link,,0,,30.308,,,True,174534885,,,,605233893,1852047034,
,,"LINESTRING (116.1480926 40.1004614, 116.1480276 40.1000101, 116.1478467 40.0990075, 116.1478081 40.0985462, 116.147776 40.098225, 116.1477867 40.09791, 116.1478384 40.0976337, 116.1479376 40.0972318)",secondary,,0,,361.799,,温阳路,True,47571935,,,,605233893,606926826,
,,"LINESTRING (116.3392922 40.0137895, 116.3312441 40.0135883)",tertiary,,0,,685.768,,月泉路,False,42365077,,,,331145958,528881102,
yes,no,"LINESTRING (116.3392922 40.0137895, 116.3396575 40.0145618, 116.3398774 40.0152472, 116.3399753 40.0155612, 116.3400903 40.0158371, 116.3402171 40.0160888, 116.3405191 40.0165951)",residential,,0,4,329.81100000000004,,双清路 Shuangqinglu St.,False,26679327,,,no,331145958,5026861256,
yes,no,"LINESTRING (116.3392922 40.0137895, 116.3379066 40.0110597, 116.3371641 40.0095968, 116.3358606 40.0070287, 116.3356316 40.0064961, 116.3355368 40.0062561)",residential,,0,4,896.8139999999999,,双清路 Shuangqinglu St.,False,26679327,,,no,331145958,340412709,
,,"LINESTRING (116.3392922 40.0137895, 116.3395373 40.013737, 116.3419357 40.0137927)",tertiary,,0,,226.023,,月泉路,True,177353851,,,,331145958,3768310699,
,,"LINESTRING (116.3143476 39.9840394, 116.3154597 39.9840427, 116.315786 39.9840453, 116.3166884 39.9840626)",tertiary,,0,,199.46300000000002,,北四环西路,True,42454101,,,,1364140780,861534246,
,,"LINESTRING (116.3143476 39.9840394, 116.3177224 39.9842041, 116.3186074 39.9843302)",trunk_link,,0,,364.811,,,True,121988910,,,,1364140780,1364140794,
,,"LINESTRING (116.3309808 40.0296471, 116.3309776 40.029541)",secondary,,0,,11.801,,毛纺路,True,161453473,,,,528605932,2426955186,
,,"LINESTRING (116.3309808 40.0296471, 116.327466 40.0297022)",tertiary,,0,,299.325,,清河中街,True,234443521,,,,528605932,2426965219,
,,"LINESTRING (116.3409763 40.0299181, 116.3410044 40.0298814)",primary,,0,,4.73,,G6辅路,True,161453430,S216,,,528605935,1877984791,
,,"LINESTRING (116.3409763 40.0299181, 116.3395363 40.0296068, 116.3391853 40.0295113)",tertiary,,0,,159.115,,清河中街,True,177353877,,,,528605935,528606005,
,,"LINESTRING (116.148086 40.0963141, 116.1483665 40.096326)",tertiary_link,,0,,23.896,,,True,174534882,,,,605233908,605233909,
,yes,"LINESTRING (116.148086 40.0963141, 116.1489475 40.0928153, 116.1490784 40.0922835, 116.1493857 40.0909832, 116.1494521 40.0907022, 116.1494803 40.0905832, 116.1495623 40.0902359, 116.1498853 40.0888691)",secondary,,0,,841.883,,温阳路,True,"[174266876, 174266869, 47571935]",,,,605233908,1849504867,
,,"LINESTRING (116.1483665 40.096326, 116.1483421 40.0964947)",secondary,,0,,18.873,,温阳路,True,174266877,,,,605233909,605233927,
,,"LINESTRING (116.1483665 40.096326, 116.1485218 40.0964999)",tertiary,,0,,23.418,,温阳路,True,174534986,,,,605233909,1852046985,
,,"LINESTRING (116.1483665 40.096326, 116.1525148 40.0964111)",tertiary,,0,,352.981,,翠湖北路,True,174534990,,,,605233909,1849437413,
,,"LINESTRING (116.3551286 40.0294264, 116.3595976 40.0302496)",tertiary,,0,,391.36,,龙岗路,False,161453433,,,,4456260343,528601360,
,,"LINESTRING (116.3551286 40.0294264, 116.3548823 40.029381, 116.3543835 40.0292853, 116.353904 40.0292439, 116.3530045 40.0291959, 116.3517703 40.0291278)",tertiary,,0,,288.568,,龙岗路,False,161453433,,,,4456260343,339578831,
,,"LINESTRING (116.3551286 40.0294264, 116.3548097 40.0316994, 116.3548717 40.0318337, 116.3570234 40.0325014, 116.3573072 40.032695, 116.357529 40.0329953, 116.3578231 40.0334655, 116.3579479 40.0336752)",residential,,0,,622.0260000000001,,,False,448631003,,,,4456260343,529961808,
,,"LINESTRING (116.364287 39.9625101, 116.3644603 39.9604988)",secondary,,0,,224.134,,新街口外大街,True,22758736,,,,4907049721,537973064,
,,"LINESTRING (116.364287 39.9625101, 116.3639234 39.9624883, 116.3630759 39.9624377, 116.362112 39.9623801)",residential,,0,,185.93200000000002,,,False,499427589,,,,4907049721,4907044075,
,,"LINESTRING (116.3186074 39.9843302, 116.3205901 39.9843996, 116.3207665 39.9844058, 116.326704 39.9845962, 116.3275304 39.9846361, 116.3307719 39.9847899)",trunk,,0,4,1037.715,,北四环西路,True,121988940,,,,1364140794,1361192318,
,,"LINESTRING (116.1350062 40.0979826, 116.13622 40.0979061)",tertiary,,0,,103.593,,聂各庄东路,True,174267969,,,,2207736572,1849512263,
,,"LINESTRING (116.1350062 40.0979826, 116.1350236 40.0980914)",tertiary,,0,,12.188,,,True,210697329,,,,2207736572,2207736573,
,,"LINESTRING (116.2329735 39.9283754, 116.2326549 39.9307898, 116.2326307 39.9311297, 116.2326199 39.9325591)",tertiary,,0,,466.63599999999997,,,False,42490291,,,,530653949,1968330792,
,,"LINESTRING (116.2329735 39.9283754, 116.2340925 39.9283332, 116.2359389 39.9283223, 116.2362606 39.9283204, 116.2367252 39.9283781, 116.2377829 39.9283714, 116.2381697 39.9283451, 116.2395164 39.9281949, 116.2401996 39.9281574, 116.2413308 39.9282413)",tertiary,,0,,715.201,,田村路,False,186120725,,,,530653949,530654563,
,,"LINESTRING (116.2329735 39.9283754, 116.232521 39.9284611, 116.2318383 39.9285699, 116.2315567 39.9286244, 116.2313124 39.928689, 116.2310817 39.9287662, 116.2307597 39.9288863, 116.2304585 39.9290187, 116.2301782 39.9291633, 116.2297731 39.9294074, 116.2278966 39.9306829, 116.2274681 39.930974, 116.2272208 39.931111, 116.2268805 39.9312519, 116.2265678 39.931332, 116.2262008 39.9313905, 116.2258052 39.9314141, 116.2244409 39.9314805, 116.2240115 39.9314898, 116.223589 39.9314712, 116.2228342 39.9314009, 116.2225296 39.9313526)",tertiary,,0,,996.486,,田村路,True,186132368,,,,530653949,4613488542,
,,"LINESTRING (116.2329735 39.9283754, 116.2330229 39.9272186, 116.2330962 39.925483, 116.2331035 39.9250511, 116.2330804 39.92461, 116.2330731 39.9244695)",tertiary,,0,,434.54200000000003,,砂石厂路,False,186132371,,,,530653949,1361129371,
,,"LINESTRING (116.1350236 40.0980914, 116.1349043 40.0981002)",tertiary,,0,,10.194,,聂各庄东路,True,174534994,,,,2207736573,4839754278,
,,"LINESTRING (116.1350236 40.0980914, 116.1350546 40.0981906, 116.1356473 40.100047, 116.1357182 40.1002685)",tertiary,,0,,249.187,,,True,210697329,,,,2207736573,2696594930,
,,"LINESTRING (116.2328556 39.9223457, 116.2321445 39.9223107)",residential,,0,,60.765,,,False,121649203,,,,530653953,1361129164,
,,"LINESTRING (116.2328556 39.9223457, 116.2330388 39.9241033)",tertiary,,0,,196.06,,砂石厂路,False,186132371,,,,530653953,1361129351,
,,"LINESTRING (116.2328556 39.9223457, 116.232782 39.9214684, 116.2327412 39.9211768, 116.232144 39.9188437)",tertiary,,0,,394.745,,砂石厂路,False,186132371,,,,530653953,530653955,
,,"LINESTRING (116.2473502 40.0986985, 116.2469308 40.0985626, 116.2460227 40.0982343, 116.2443422 40.0976543, 116.2441202 40.0975751)",tertiary,,0,,301.827,,,False,210697357,,,,2207736577,5596155410,
,,"LINESTRING (116.2473502 40.0986985, 116.2482886 40.0990414, 116.2490577 40.099303)",tertiary,,0,,160.05,,,False,210697357,,,,2207736577,1852486492,
,,"LINESTRING (116.2473502 40.0986985, 116.2472594 40.0988741, 116.2471038 40.099227, 116.2469214 40.0997522, 116.2463152 40.1009832, 116.2457895 40.1019598, 116.244443 40.1018941, 116.2434721 40.1018162, 116.2433487 40.1027189, 116.2431609 40.1039991, 116.2430751 40.1042412, 116.2430036 40.1044436)",tertiary,,0,,879.705,,,False,585640026,,,,2207736577,5596182111,
,,"LINESTRING (116.232144 39.9188437, 116.2353918 39.9204641, 116.23599 39.920712, 116.2368308 39.9207486, 116.2377927 39.9205458, 116.2398808 39.9197161, 116.2413676 39.919615)",secondary,,0,,873.144,,田村山南路,False,164593117,,,,530653955,1688213483,
,,"LINESTRING (116.232144 39.9188437, 116.2314105 39.9185172, 116.2310252 39.9184521, 116.2243991 39.9184556, 116.2236772 39.9184468, 116.2231811 39.9184003)",secondary,,0,,775.256,,田村山南路,False,164593117,,,,530653955,529557419,
,,"LINESTRING (116.232144 39.9188437, 116.2327412 39.9211768, 116.232782 39.9214684, 116.2328556 39.9223457)",tertiary,,0,,394.74499999999995,,砂石厂路,False,186132371,,,,530653955,530653953,
,,"LINESTRING (116.3148166 40.0446756, 116.316589 40.0424104)",secondary,,0,,293.61,,安宁庄西路,False,143752494,,,,3655721734,4805963238,
,,"LINESTRING (116.3148166 40.0446756, 116.3133279 40.044022, 116.3095066 40.0422568, 116.3089323 40.0420579, 116.308096 40.0419068)",residential,,0,,652.819,,,False,40745170,,,,3655721734,4805968648,
,,"LINESTRING (116.3148166 40.0446756, 116.3134365 40.0463362, 116.3134033 40.0464761)",secondary,,0,,234.66500000000002,,安宁庄西路,False,143752494,,,,3655721734,286278583,
,,"LINESTRING (116.1483421 40.0964947, 116.1482091 40.097199)",secondary,,0,,79.128,,温阳路,True,174266877,,,,605233927,1852046988,
,,"LINESTRING (116.1483421 40.0964947, 116.1480597 40.0964882)",tertiary_link,,0,,24.032,,,True,174534886,,,,605233927,605233928,
,,"LINESTRING (116.1480597 40.0964882, 116.148086 40.0963141)",secondary,,0,,19.488,,温阳路,True,47571935,,,,605233928,605233908,
,,"LINESTRING (116.1480597 40.0964882, 116.1479115 40.0964839)",tertiary,,0,,12.615,,聂各庄东路,True,174534994,,,,605233928,1852046982,
,,"LINESTRING (116.2512721 40.0996672, 116.2502856 40.0994956)",tertiary,,0,,86.05,,,False,210697357,,,,2207736584,4551069517,
,,"LINESTRING (116.2512721 40.0996672, 116.2522701 40.0999507)",tertiary,,0,,90.55,,,False,585635663,,,,2207736584,5596151989,
,,"LINESTRING (116.2512721 40.0996672, 116.2486301 40.1015088, 116.2473534 40.102272, 116.2470118 40.1023877)",motorway_link,,0,,473.61400000000003,,,True,459197614,,,,2207736584,4551069520,
,,"LINESTRING (116.3342724 40.0037029, 116.3337234 40.0029065)",tertiary,,0,,100.144,,双清路,False,562177330,,,,1718002444,1732795538,
,,"LINESTRING (116.3342724 40.0037029, 116.33307 40.0038821, 116.3330397 40.0044478, 116.3325208 40.0044362, 116.3324602 40.0044942, 116.3323542 40.0056642, 116.3323049 40.005773, 116.3323352 40.0060225, 116.3326401 40.0060384, 116.3325008 40.0072184)",residential,,0,,548.6229999999999,,,False,159692424,,,,1718002444,1718002533,
,,"LINESTRING (116.3342724 40.0037029, 116.3346933 40.0043135, 116.3352802 40.0056788, 116.3353086 40.0057448, 116.3355368 40.0062561)",tertiary,,0,,304.424,,双清路,False,562177330,,,,1718002444,340412709,
,,"LINESTRING (116.176579 40.0683329, 116.1765401 40.071381)",tertiary,,0,,338.95,,,False,491529720,,,,4836221722,4836221786,
,,"LINESTRING (116.1105657 40.1056455, 116.1112597 40.1058998)",tertiary,,0,,65.447,,,False,210697320,,,,2207736602,605050269,
,,"LINESTRING (116.1105657 40.1056455, 116.111137 40.1053046, 116.1111866 40.1052719, 116.111313 40.1051816, 116.1114493 40.1050546)",unclassified,,0,,100.175,,凤凰岭路,False,159541737,,,,2207736602,605050268,
,,"LINESTRING (116.1105657 40.1056455, 116.1084039 40.1069355, 116.108155 40.1070436)",unclassified,,0,,257.535,,凤凰岭路,False,159541737,,,,2207736602,1716500015,
,,"LINESTRING (116.1813855 40.0684715, 116.1826998 40.0686337, 116.1828675 40.068648)",tertiary,,0,,127.64399999999999,,,False,491529709,,,,4836221726,4836221732,
,,"LINESTRING (116.1828675 40.068648, 116.1828602 40.0703188)",tertiary,,0,,185.786,,,False,393391975,,,,4836221732,4836221777,
,,"LINESTRING (116.1828675 40.068648, 116.1828715 40.0677374)",tertiary,,0,,101.255,,,False,393391975,,,,4836221732,3965929168,
,,"LINESTRING (116.1828675 40.068648, 116.1833596 40.0686624, 116.1853766 40.0686973, 116.1879462 40.0687527, 116.1880991 40.0687897, 116.1881983 40.0688738, 116.1882251 40.068999, 116.188032 40.0707417)",tertiary,,0,,667.158,,,False,491529709,,,,4836221732,4836221780,
,,"LINESTRING (116.1828675 40.068648, 116.1826998 40.0686337, 116.1813855 40.0684715)",tertiary,,0,,127.64399999999999,,,False,491529709,,,,4836221732,4836221726,
,,"LINESTRING (116.3422363 39.9720528, 116.3424625 39.9720521)",tertiary,,0,,19.276,,蓟门里北路,False,27265187,,,,331146021,4897303400,
,,"LINESTRING (116.3422363 39.9720528, 116.3422354 39.9721514, 116.3421854 39.9728312)",tertiary,,0,,86.67399999999999,,,False,30064844,,,,331146021,299230662,
,,"LINESTRING (116.3422363 39.9720528, 116.3422779 39.9712862, 116.3422862 39.9710439, 116.3422974 39.9706388, 116.34153 39.9706405)",tertiary,,0,,222.719,,,False,"[42411722, 30064844]",,,,331146021,4897402345,
,,"LINESTRING (116.1259539 40.1062725, 116.1254493 40.1070731, 116.1253395 40.1073796, 116.1252846 40.1076161, 116.1252602 40.1078896, 116.1252885 40.1096795, 116.1252929 40.1112297, 116.1252986 40.1132163)",tertiary,,0,,783.675,,温北路,False,174260682,,,,2207736616,3965934145,
,,"LINESTRING (116.1259539 40.1062725, 116.1262391 40.10582, 116.1264496 40.1054757, 116.1265612 40.1052531, 116.1266673 40.1049956, 116.1267314 40.1047059, 116.1267771 40.1044049, 116.1267789 40.1041236, 116.1267695 40.1035544)",tertiary,,0,,315.594,,温北路,False,174260682,,,,2207736616,4839755207,
,,"LINESTRING (116.1259539 40.1062725, 116.125331 40.106226, 116.1235272 40.1060989, 116.1219217 40.1060299)",tertiary,,0,,344.047,,,False,210697320,,,,2207736616,4839755383,
,,"LINESTRING (116.144276 40.1065904, 116.1446548 40.1051962)",tertiary,,0,,158.34,,,False,393391981,,,,2207736618,4759562188,
,,"LINESTRING (116.144276 40.1065904, 116.1440947 40.1065716, 116.1421082 40.1066343, 116.1401413 40.1067212)",tertiary,,0,,352.20799999999997,,,False,210697584,,,,2207736618,2207736619,
,,"LINESTRING (116.144276 40.1065904, 116.1434873 40.1081517, 116.1434464 40.1082326, 116.1430723 40.1089582)",tertiary,,0,,282.49,,,False,393391981,,,,2207736618,3965933673,
,,"LINESTRING (116.3152381 39.9223147, 116.3152486 39.9224378)",residential,,0,,13.717,,,False,190449488,,,,324264747,252852794,
,,"LINESTRING (116.3152381 39.9223147, 116.3152286 39.9221813)",residential,,0,,14.856,,阜成路南二街,False,190449514,,,,324264747,754515969,
,,"LINESTRING (116.3152381 39.9223147, 116.3172774 39.9222259, 116.3195922 39.9221184)",trunk,,0,,371.948,,阜成路,True,182727107,G109,,,324264747,324264748,
,,"LINESTRING (116.3195922 39.9221184, 116.3195876 39.921974)",primary_link,,0,,16.061,,,True,236220764,,,,324264748,1361129142,
,,"LINESTRING (116.3195922 39.9221184, 116.3197898 39.9221107)",primary_link,,0,,16.873,,,True,236220771,,,,324264748,324264775,
,,"LINESTRING (116.1365067 40.1068023, 116.1401413 40.1067212)",tertiary,,0,,309.244,,,False,210697584,,,,2207736621,2207736619,
,,"LINESTRING (116.1365067 40.1068023, 116.1364081 40.1068103)",tertiary,,0,,8.433,,,False,210697584,,,,2207736621,4839755527,
,,"LINESTRING (116.1365067 40.1068023, 116.1364398 40.1077102, 116.1362777 40.1098313)",tertiary,,0,,337.372,,,True,210697329,,,,2207736621,2207736633,
,,"LINESTRING (116.1401413 40.1067212, 116.1398971 40.1096716)",tertiary,,0,,328.727,,,False,174267963,,,,2207736619,2207736631,
,,"LINESTRING (116.1401413 40.1067212, 116.1402309 40.1053675)",tertiary,,0,,150.718,,,False,174267963,,,,2207736619,5209446270,
,,"LINESTRING (116.1401413 40.1067212, 116.1365067 40.1068023)",tertiary,,0,,309.244,,,False,210697584,,,,2207736619,2207736621,
,,"LINESTRING (116.1401413 40.1067212, 116.1421082 40.1066343, 116.1440947 40.1065716, 116.144276 40.1065904)",tertiary,,0,,352.208,,,False,210697584,,,,2207736619,2207736618,
,,"LINESTRING (116.2668495 40.0042138, 116.2670526 40.0042136)",tertiary_link,,0,,17.299,,,False,42367748,,,,269493040,1361503538,
,,"LINESTRING (116.2668495 40.0042138, 116.2669303 40.004093, 116.2672648 40.0036112, 116.2674908 40.0033302, 116.2679963 40.0026508, 116.2685309 40.0019321, 116.2686599 40.0017834, 116.2688045 40.0016168)",tertiary,,0,,333.50399999999996,,颐和园路,True,107137436,,,,269493040,1423042893,
,yes,"LINESTRING (116.2668495 40.0042138, 116.2664967 40.0042268, 116.2661632 40.0042391, 116.2656732 40.0042468, 116.2649687 40.004256)",tertiary,,0,,160.284,,香山路,False,"[128883544, 128883589, 159524590]",,,,269493040,1423043024,
,,"LINESTRING (116.2751048 39.935356, 116.2783842 39.9358253, 116.2787642 39.935852)",tertiary,,0,,316.967,,彰化南路,False,601217408,,,,5713650480,5718038114,
,,"LINESTRING (116.2751048 39.935356, 116.2751734 39.9350194, 116.2752736 39.934444, 116.2753632 39.9338575, 116.2754578 39.9334398, 116.2754933 39.9332413, 116.2755637 39.9329605, 116.2756045 39.932801, 116.2756749 39.9326519, 116.2758338 39.9325691, 116.2775643 39.9322924)",tertiary,,0,,472.12100000000004,,,False,601743464,,,,5713650480,3390514182,
,,"LINESTRING (116.2751048 39.935356, 116.2750148 39.9357977, 116.2749284 39.9361955, 116.2743524 39.9361696, 116.2742252 39.9369136)",tertiary,,0,,227.185,,,False,601743464,,,,5713650480,5713611946,
,,"LINESTRING (116.1427768 40.1096254, 116.1426974 40.1096046)",tertiary,,0,,7.138,,,False,210697550,,,,2207736628,3965933736,
,,"LINESTRING (116.1427768 40.1096254, 116.1427289 40.1097216, 116.1424765 40.1102136, 116.142422 40.1102438)",tertiary,,0,,75.937,,,True,393391995,,,,2207736628,3965933885,
,,"LINESTRING (116.3391853 40.0295113, 116.3386714 40.0294116, 116.338146 40.0293673, 116.33609 40.0294327)",tertiary,,0,,265.349,,清河中街,False,42346289,,,,528606005,4812592334,
,,"LINESTRING (116.3391853 40.0295113, 116.3395473 40.0295737, 116.3410044 40.0298814)",tertiary,,0,,160.28699999999998,,清河中街,True,177353879,,,,528606005,1877984791,
,,"LINESTRING (116.3391853 40.0295113, 116.3394089 40.0287003, 116.3395248 40.0282661, 116.3396854 40.0279656)",unclassified,,0,,177.55,,,False,367173781,,,,528606005,528607288,
,,"LINESTRING (116.3391853 40.0295113, 116.3391691 40.0296342, 116.3391162 40.0298739, 116.3390248 40.0301183, 116.3386467 40.0306942, 116.3379596 40.0316888, 116.3382321 40.031771)",unclassified,,0,,290.758,,,False,367173781,,,,528606005,528606041,
,,"LINESTRING (116.1398971 40.1096716, 116.1401413 40.1067212)",tertiary,,0,,328.727,,,False,174267963,,,,2207736631,2207736619,
,,"LINESTRING (116.1398971 40.1096716, 116.1362777 40.1098313)",tertiary,,0,,308.318,,,False,210697550,,,,2207736631,2207736633,
,,"LINESTRING (116.1398971 40.1096716, 116.1402788 40.1096541, 116.1409561 40.1096346, 116.1425645 40.1095881, 116.1426974 40.1096046)",tertiary,,0,,238.492,,,False,210697550,,,,2207736631,3965933736,
,,"LINESTRING (116.3331499 40.0408022, 116.3317241 40.0426517, 116.3315697 40.0429322, 116.3314462 40.0431651, 116.3313537 40.043399, 116.3311708 40.0438413, 116.3311111 40.0439547, 116.3309004 40.0442409, 116.3305129 40.0447086)",primary,,0,,491.0689999999999,,G6辅路,True,155169404,S216,,,3239813944,528898680,
,,"LINESTRING (116.3331499 40.0408022, 116.3355092 40.0414636, 116.337052 40.0418791, 116.3380979 40.0421409)",unclassified,,0,1,446.78700000000003,20,,False,317691381,,,,3239813944,3239813947,
,,"LINESTRING (116.1362777 40.1098313, 116.1398971 40.1096716)",tertiary,,0,,308.318,,,False,210697550,,,,2207736633,2207736631,
,,"LINESTRING (116.1362777 40.1098313, 116.1361498 40.1098242)",tertiary,,0,,10.906,,,False,210697550,,,,2207736633,4839755725,
,,"LINESTRING (116.1362777 40.1098313, 116.1362286 40.1104413, 116.1361728 40.1107261, 116.1360857 40.1118087, 116.1360792 40.1119204)",tertiary,,0,,233.01899999999998,,,True,210697329,,,,2207736633,3965934126,
,,"LINESTRING (116.3380979 40.0421409, 116.3382733 40.0398393, 116.3384101 40.0386723)",residential,,0,2,386.648,40,育新花园西路,False,254294291,,,,3239813947,339578848,
,,"LINESTRING (116.3380979 40.0421409, 116.338095 40.0422176, 116.3380312 40.043916)",residential,,0,2,197.464,40,育新花园西路,False,254294291,,,,3239813947,5365522255,
,,"LINESTRING (116.3380979 40.0421409, 116.337052 40.0418791, 116.3355092 40.0414636, 116.3331499 40.0408022)",unclassified,,0,1,446.78700000000003,20,,False,317691381,,,,3239813947,3239813944,
,,"LINESTRING (116.3380979 40.0421409, 116.33977 40.0423492, 116.3424417 40.0425439)",unclassified,,0,,372.677,,,False,544921164,,,,3239813947,5267137715,
,,"LINESTRING (116.2835881 39.9355084, 116.2835759 39.9356961)",residential,,0,,20.897,,,False,601743465,,,,5713650494,5718026548,
,,"LINESTRING (116.2835881 39.9355084, 116.2835961 39.93535, 116.2836019 39.9352983)",residential,,0,,23.397,,,False,601743465,,,,5713650494,5713650495,
,,"LINESTRING (116.2835881 39.9355084, 116.2825593 39.9355205, 116.2825669 39.9353432, 116.2825806 39.9352094)",residential,,0,,122.37700000000001,,,False,601743465,,,,5713650494,5717958109,
,,"LINESTRING (116.2836019 39.9352983, 116.2836179 39.9351443)",residential,,0,,17.178,,,False,601743465,,,,5713650495,5717959369,
,,"LINESTRING (116.2836019 39.9352983, 116.284547 39.9353059, 116.2845546 39.9351443)",residential,,0,,98.566,,,False,601078270,,,,5713650495,5717959370,
,,"LINESTRING (116.2836019 39.9352983, 116.2835961 39.93535, 116.2835881 39.9355084)",residential,,0,,23.397,,,False,601743465,,,,5713650495,5713650494,
,,"LINESTRING (116.1360743 40.1120072, 116.1359791 40.1119723)",tertiary,,0,,8.978,,,True,393391963,,,,2207736638,4839755743,
,,"LINESTRING (116.315387 39.9062149, 116.315548 39.9065059)",tertiary,,0,,35.151,,军博西路,True,4484480,,,,27484993,1038275245,
,,"LINESTRING (116.315387 39.9062149, 116.3150712 39.9062164)",primary_link,,0,,26.937,,,True,172430546,,,,27484993,27484994,
,,"LINESTRING (116.3150712 39.9062164, 116.3150804 39.9060814)",secondary_link,,0,,15.032,,,True,29577449,,,,27484994,330844789,
,,"LINESTRING (116.3150712 39.9062164, 116.3149447 39.9062175, 116.3107059 39.9062558)",primary,,0,,372.374,,复兴路,True,173345216,,,,27484994,27484999,
,,"LINESTRING (116.2837077 39.9346829, 116.2845456 39.9346772, 116.2845575 39.935005, 116.2845546 39.9351443)",residential,,0,,123.399,,,False,601078270,,,,5713650498,5717959370,
,,"LINESTRING (116.2837077 39.9346829, 116.2836878 39.9346241, 116.2836651 39.9344612, 116.2837064 39.9343515, 116.2837453 39.9343053, 116.283775 39.934193, 116.2837555 39.9339623, 116.2827913 39.9339622, 116.2827239 39.934376, 116.2826634 39.9348294)",residential,,0,,261.49,,,False,601743465,,,,5713650498,5717958106,
,,"LINESTRING (116.2837077 39.9346829, 116.283747 39.9347974, 116.2837492 39.9349184, 116.2836935 39.9349968, 116.2836517 39.9350561, 116.2836179 39.9351443)",residential,,0,,54.265,,,False,601743465,,,,5713650498,5717959369,
,,"LINESTRING (116.2175577 40.115152, 116.2171094 40.1154997, 116.2166033 40.1158451, 116.2163424 40.1159456)",residential,,0,,136.81900000000002,,,False,210697623,,,,2207736645,2207736650,
,,"LINESTRING (116.3107059 39.9062558, 116.3107057 39.9061319)",tertiary_link,,0,,13.777,,,False,42426723,,,,27484999,330844788,
,,"LINESTRING (116.3107059 39.9062558, 116.3090233 39.9062577)",primary,,0,,143.521,,复兴路,True,172805318,,,,27484999,529971074,
