access,bridge,geometry,highway,junction,key,lanes,length,maxspeed,name,oneway,osmid,ref,service,tunnel,u,v,width
,,"LINESTRING (116.3086433 39.9389022, 116.3091975 39.9387245)",tertiary,,0,,51.214,,,True,121803025,,,,5143188131,4839715676,
,,"LINESTRING (116.2923371 39.9623004, 116.2916666 39.9645736)",tertiary,,0,,259.148,,万柳中路,True,25446415,,,,529339044,529340015,
,,"LINESTRING (116.2923371 39.9623004, 116.2922444 39.962285)",residential,,0,,8.084,,泉宗路,False,567248422,,,,529339044,1653985995,
,,"LINESTRING (116.2923371 39.9623004, 116.2943706 39.9626957)",residential,,0,,178.797,,泉宗路,False,567248422,,,,529339044,529340660,
,,"LINESTRING (116.3189932 39.8959443, 116.3185516 39.895946)",tertiary,,0,,37.673,,莲花池东路,True,155577061,,,,5143188132,1679792246,
,,"LINESTRING (116.2894835 39.9576291, 116.2893067 39.9575984)",secondary_link,,0,,15.451,,,True,174799486,,,,1653985956,1653985954,
,,"LINESTRING (116.2894835 39.9576291, 116.2894839 39.9575381, 116.2897768 39.957022, 116.2898905 39.9569586)",secondary_link,,0,,84.68599999999999,,,True,152587360,,,,1653985956,1653985946,
,,"LINESTRING (116.3051295 39.9897386, 116.3051105 39.9902074)",residential,,0,,52.153,,,False,33455720,,,,2773111458,380721894,
,,"LINESTRING (116.3051295 39.9897386, 116.3048326 39.9898976, 116.3051105 39.9902074)",residential,,1,,72.65899999999999,,,False,304218702,,,,2773111458,380721894,
,,"LINESTRING (116.3051295 39.9897386, 116.3051519 39.9893971, 116.3051682 39.9890055, 116.3052809 39.9880915, 116.3053325 39.9871409, 116.3053872 39.9861331, 116.3054565 39.98527, 116.3054619 39.9852025, 116.3054681 39.9851241)",residential,,0,,514.032,,,False,33455720,,,,2773111458,380721978,
,,"LINESTRING (116.2885303 39.9616417, 116.2871507 39.9639158)",residential,,0,,278.868,,万柳西路,False,42398506,,,,529339048,529339323,
,,"LINESTRING (116.2885303 39.9616417, 116.2904555 39.96199)",residential,,0,,168.59,,泉宗路,False,567248422,,,,529339048,529339961,
,,"LINESTRING (116.2885303 39.9616417, 116.289674 39.9597051, 116.2898896 39.9594315, 116.2901386 39.9592595, 116.290369 39.9591947, 116.2906051 39.9591691, 116.2908281 39.9591913, 116.291958 39.9593973, 116.2922501 39.9594248, 116.2931075 39.959401)",residential,,0,,558.0889999999999,,"['万柳西路', '泉宗南路']",False,"[42398506, 154526757]",,,,529339048,1653985985,
,,"LINESTRING (116.2926204 39.9577449, 116.2935518 39.957921)",secondary,,0,,81.765,,长春桥路,True,25446422,,,,1653985959,321556294,
,,"LINESTRING (116.3681796 39.9823611, 116.3674658 39.9823081)",residential,,0,,61.102,,,False,545585486,,,,5272916648,5272919028,
,,"LINESTRING (116.3681796 39.9823611, 116.3699594 39.9824079)",residential,,0,,151.732,,,False,545585632,,,,5272916648,5272919919,
,,"LINESTRING (116.3681796 39.9823611, 116.3682707 39.9824214, 116.3683477 39.9824926, 116.3684008 39.9825686, 116.3683653 39.9827904)",residential,,0,,54.973,,,False,545585486,,,,5272916648,5272935990,
,,"LINESTRING (116.3660012 39.982254, 116.3659024 39.9822685)",residential,,0,,8.571,,,False,545585486,,,,5272916646,5272918318,
,,"LINESTRING (116.3660012 39.982254, 116.3665427 39.982254, 116.3670408 39.9822766)",residential,,0,,88.65100000000001,,,False,545585486,,,,5272916646,5272918243,
,,"LINESTRING (116.3660012 39.982254, 116.3659572 39.982898, 116.3659261 39.9833535)",residential,,0,,122.42699999999999,,,False,545585511,,,,5272916646,5272938657,
,,"LINESTRING (116.3089039 40.0288816, 116.3099251 40.029088)",residential,,0,,89.927,,,False,25847367,,,,281924267,281924270,
,,"LINESTRING (116.3089039 40.0288816, 116.3090181 40.0285133)",residential,,0,,42.092,,,False,25847367,,,,281924267,281924320,
,,"LINESTRING (116.3089039 40.0288816, 116.308878 40.0289736, 116.3085449 40.0289158, 116.3084899 40.0290754, 116.3076476 40.028902, 116.3075687 40.029289)",residential,,0,,175.718,,,False,25847371,,,,281924267,281924440,
,,"LINESTRING (116.2925782 39.957912, 116.2922014 39.9579458)",secondary_link,,0,,32.335,,,True,152587373,,,,1653985964,1653985968,
,yes,"LINESTRING (116.2925782 39.957912, 116.2918753 39.9577849, 116.2902042 39.9574772)",secondary,,0,,208.04000000000002,,"['长春桥路', '长春桥']",True,"[25446420, 154526687]",,,,1653985964,1808755062,
,,"LINESTRING (116.315548 39.9065059, 116.3148967 39.9065158)",tertiary,,0,,55.565,,复兴路,True,216964121,,,,1038275245,1298058605,
,,"LINESTRING (116.315548 39.9065059, 116.3156185 39.9066426, 116.31561 39.909336, 116.3156087 39.9097712)",tertiary,,0,,364.233,,军博西路,True,4484480,,,,1038275245,1833361108,
,,"LINESTRING (116.2936772 39.957941, 116.2936267 39.9581001)",tertiary,,0,,18.207,,万柳中路,True,25446415,,,,1653985966,277313499,
,,"LINESTRING (116.2936772 39.957941, 116.2955645 39.95834)",secondary,,0,,166.866,,长春桥路,True,164599610,,,,1653985966,5419852825,
,,"LINESTRING (116.3471308 39.9499061, 116.3470998 39.9502264)",residential,,0,,35.714,,笑祖北路,False,60946813,,,,762991276,746856439,
,,"LINESTRING (116.3040481 39.9259855, 116.3038776 39.9252663)",trunk_link,,0,,81.282,,,True,121649214,,,,35869360,1361129395,
,yes,"LINESTRING (116.3040481 39.9259855, 116.3040452 39.9249356, 116.3040662 39.9228277, 116.3041005 39.9193806, 116.3041017 39.9165711)","['trunk_link', 'trunk']",,0,,1046.854,,西三环,True,"[143599496, 47502188, 47502157]",,,,35869360,1571464649,
,,"LINESTRING (116.2922014 39.9579458, 116.2918887 39.9579416, 116.2906817 39.9577338, 116.2904352 39.9577653, 116.2902466 39.9577636, 116.2894835 39.9576291)",secondary_link,,0,,236.21,,,True,174799500,,,,1653985968,1653985956,
,,"LINESTRING (116.2935059 39.9580797, 116.2925782 39.957912)",secondary,,0,,81.24,,长春桥路,True,154526687,,,,1653985970,1653985964,
,,"LINESTRING (116.2935059 39.9580797, 116.2935518 39.957921)",tertiary_link,,0,,18.075,,,True,154526705,,,,1653985970,321556294,
,,"LINESTRING (116.3099251 40.029088, 116.3099424 40.0290487)",residential,,0,,4.612,,,False,25847366,,,,281924270,281924186,
,,"LINESTRING (116.3099251 40.029088, 116.3089039 40.0288816)",residential,,0,,89.927,,,False,25847367,,,,281924270,281924267,
,,"LINESTRING (116.3099251 40.029088, 116.3097996 40.0295182, 116.3097945 40.0297306, 116.3098725 40.0298804, 116.309891 40.0299871, 116.3098817 40.0301795)",residential,,0,,123.947,,,False,25847366,,,,281924270,281924057,
,,"LINESTRING (116.3103035 40.0309448, 116.3097439 40.0308111)",residential,,0,,49.911,,,False,25847368,,,,281924275,281924277,
,,"LINESTRING (116.3097439 40.0308111, 116.3096296 40.0312618)",residential,,0,,51.052,,,False,25847365,,,,281924277,274598784,
,,"LINESTRING (116.3097439 40.0308111, 116.3103035 40.0309448)",residential,,0,,49.911,,,False,25847368,,,,281924277,281924275,
,,"LINESTRING (116.3097439 40.0308111, 116.3098668 40.0303462, 116.3098778 40.0302321)",residential,,0,,65.465,,,False,25847365,,,,281924277,281924302,
,,"LINESTRING (116.3041436 39.8991451, 116.3041972 39.8980002)",trunk,,0,,127.389,,西三环,True,143673804,,,,35869368,604705707,
,,"LINESTRING (116.2782193 39.9583713, 116.2780453 39.9602068)",tertiary,,0,,204.637,,蓝靛厂中路,True,164599645,,,,1653985977,1854582131,
,,"LINESTRING (116.2782193 39.9583713, 116.278112 39.9583354)",tertiary,,0,,9.979,,西顶路,True,169711601,,,,1653985977,529344390,
,,"LINESTRING (116.3104596 40.0303447, 116.3098778 40.0302321)",residential,,0,,51.094,,,False,25847369,,,,281924285,281924302,
,,"LINESTRING (116.2695958 39.9593139, 116.2696039 39.9598794)",tertiary,,0,,62.885,,西四环北路,True,152587357,,,,1653985984,1854582128,
,,"LINESTRING (116.2695958 39.9593139, 116.2695215 39.9599263)",tertiary,,0,,68.39,,西四环北路,True,154526760,,,,1653985984,2473335572,
,,"LINESTRING (116.2931075 39.959401, 116.2934799 39.958175)",tertiary,,0,,139.971,,万柳中路,True,152587332,,,,1653985985,1854582082,
,,"LINESTRING (116.2931075 39.959401, 116.2931968 39.9594126)",residential,,0,,7.72,,泉宗南路,False,154526757,,,,1653985985,529338694,
,,"LINESTRING (116.2931075 39.959401, 116.2922501 39.9594248, 116.291958 39.9593973, 116.2908281 39.9591913, 116.2906051 39.9591691, 116.290369 39.9591947, 116.2901386 39.9592595, 116.2898896 39.9594315, 116.289674 39.9597051, 116.2885303 39.9616417)",residential,,0,,558.089,,"['万柳西路', '泉宗南路']",False,"[42398506, 154526757]",,,,1653985985,529339048,
,,"LINESTRING (116.269595 39.9601981, 116.2692231 39.9635644, 116.2690776 39.9637049)",tertiary,,0,,395.60200000000003,,西四环北路,True,152587357,,,,1653985989,1653985999,
,,"LINESTRING (116.2875074 39.9602283, 116.2870887 39.9609122, 116.2863855 39.962061, 116.2857634 39.963108, 116.2854459 39.963589, 116.2850762 39.9640467, 116.2838015 39.9656221)",secondary,,0,,678.956,,蓝靛厂北路,True,128620792,,,,1653985991,400897303,
,,"LINESTRING (116.2780344 39.9603222, 116.277923 39.9603201)",tertiary,,0,,9.497,,老营房路,True,42398859,,,,1653985993,529343856,
,,"LINESTRING (116.2780344 39.9603222, 116.2779889 39.9607452, 116.277812 39.9624794)",tertiary,,0,,240.618,,蓝靛厂中路,True,164599645,,,,1653985993,1653985996,
,,"LINESTRING (116.2922444 39.962285, 116.2904555 39.96199)",residential,,0,,155.952,,泉宗路,False,567248422,,,,1653985995,529339961,
,,"LINESTRING (116.2922444 39.962285, 116.2923371 39.9623004)",residential,,0,,8.084,,泉宗路,False,567248422,,,,1653985995,529339044,
,,"LINESTRING (116.2922444 39.962285, 116.292775 39.9605119, 116.2928997 39.9600954, 116.2931075 39.959401)",tertiary,,0,,329.01599999999996,,万柳中路,True,152587332,,,,1653985995,1653985985,
,,"LINESTRING (116.277812 39.9624794, 116.2777104 39.9624728)",residential,,0,,8.69,,蓝晴路,False,42398978,,,,1653985996,529345499,
,,"LINESTRING (116.277812 39.9624794, 116.2775277 39.9651804)",tertiary,,0,,301.314,,蓝靛厂中路,True,164599645,,,,1653985996,1653986001,
,,"LINESTRING (116.277812 39.9624794, 116.2781992 39.9625378, 116.2789404 39.9627169, 116.2793254 39.962821, 116.2796494 39.9629043, 116.2797855 39.9629393, 116.2802599 39.9630301, 116.2807871 39.9630736)",residential,,0,,262.88699999999994,,蓝晴路,False,42398978,,,,1653985996,529344455,
,,"LINESTRING (116.2685277 39.963344, 116.2689188 39.9597915)",tertiary,,0,,396.424,,西四环北路,True,154526759,,,,1653985997,1293134774,
,,"LINESTRING (116.3098778 40.0302321, 116.3098817 40.0301795)",residential,,0,,5.858,,,False,25847365,,,,281924302,281924057,
,,"LINESTRING (116.3098778 40.0302321, 116.3104596 40.0303447)",residential,,0,,51.094,,,False,25847369,,,,281924302,281924285,
,,"LINESTRING (116.3098778 40.0302321, 116.3098668 40.0303462, 116.3097439 40.0308111)",residential,,0,,65.465,,,False,25847365,,,,281924302,281924277,
,,"LINESTRING (116.2690776 39.9637049, 116.2685021 39.9636825)",tertiary_link,,0,,49.111,,,False,26404010,,,,1653985999,289276163,
,,"LINESTRING (116.2690776 39.9637049, 116.2690672 39.9639386)",tertiary,,0,,26.001,,西四环北路,True,154526724,,,,1653985999,1771676923,
,,"LINESTRING (116.2915771 39.9645624, 116.2916666 39.9645736)",residential,,0,,7.729,,泉宗北路,False,42398570,,,,1653986000,529340015,
,,"LINESTRING (116.2915771 39.9645624, 116.2890575 39.9642489)",residential,,0,,217.543,,泉宗北路,False,42398570,,,,1653986000,529339960,
,,"LINESTRING (116.2915771 39.9645624, 116.2922444 39.962285)",tertiary,,0,,259.543,,万柳中路,True,152587332,,,,1653986000,1653985995,
,,"LINESTRING (116.2775277 39.9651804, 116.2775196 39.9652586)",tertiary,,0,,8.723,,蓝靛厂中路,True,164599645,,,,1653986001,1771676929,
,,"LINESTRING (116.2775277 39.9651804, 116.2809286 39.9653763)",tertiary,,0,,290.655,,蓝靛厂路,True,174799511,,,,1653986001,529345494,
,,"LINESTRING (116.2837309 39.9657096, 116.2830707 39.9665275, 116.2827588 39.9669983, 116.2825637 39.9674302, 116.2825008 39.9675697, 116.2824698 39.9676475, 116.2818862 39.9691157, 116.2812022 39.9708235)",secondary,,0,,611.241,,蓝靛厂北路,True,128620792,,,,1653986002,268389421,
,,"LINESTRING (116.3090705 40.0283465, 116.3090181 40.0285133)",residential,,0,,19.076,,,False,25847367,,,,281924303,281924320,
,,"LINESTRING (116.2854035 39.9661125, 116.2854303 39.9660312)",residential,,0,,9.324,,万柳西路,False,42398506,,,,1653986004,529339653,
,,"LINESTRING (116.2854035 39.9661125, 116.2845469 39.9674418)",residential,,0,,164.856,,万柳西路,False,42398506,,,,1653986004,1923889511,
,,"LINESTRING (116.2854035 39.9661125, 116.2837309 39.9657096)",tertiary,,0,,149.418,,万泉庄路,True,152587334,,,,1653986004,1653986002,
,,"LINESTRING (116.2884052 39.9666653, 116.2884434 39.9665901)",residential,,0,,8.973,,圣化寺路,False,42398512,,,,1653986009,400897255,
,,"LINESTRING (116.2884052 39.9666653, 116.2881651 39.9670725, 116.2873695 39.9681692)",residential,,0,,189.216,,圣化寺路,False,42398512,,,,1653986009,529340045,
,,"LINESTRING (116.2884052 39.9666653, 116.2876863 39.9665767, 116.2854035 39.9661125)",tertiary,,0,,263.33,,万泉庄路,True,152587334,,,,1653986009,1653986004,
,,"LINESTRING (116.2909766 39.9668654, 116.2909574 39.9669392)",tertiary,,0,,8.368,,万柳中路,True,25446415,,,,1653986010,1653986014,
,,"LINESTRING (116.2909766 39.9668654, 116.2934087 39.9671253)",tertiary,,0,,209.272,,万泉庄路,True,27945353,,,,1653986010,400897259,
,,"LINESTRING (116.2908786 39.9669305, 116.2909005 39.9668577)",tertiary,,0,,8.307,,万柳中路,True,152587332,,,,1653986012,400897257,
,,"LINESTRING (116.2908786 39.9669305, 116.2884052 39.9666653)",tertiary,,0,,212.84,,万泉庄路,True,152587334,,,,1653986012,1653986009,
,,"LINESTRING (116.3084223 40.0284082, 116.3090181 40.0285133)",residential,,0,,52.058,,,False,25847370,,,,281924317,281924320,
,,"LINESTRING (116.2909574 39.9669392, 116.2908786 39.9669305)",tertiary,,0,,6.785,,万泉庄路,True,152587334,,,,1653986014,1653986012,
,,"LINESTRING (116.2909574 39.9669392, 116.2905058 39.9683779, 116.2904851 39.968529, 116.2904584 39.9698603, 116.2904421 39.9706747)",tertiary,,0,,420.05499999999995,,万柳中路,True,25446415,,,,1653986014,529340181,
,,"LINESTRING (116.3090181 40.0285133, 116.3089039 40.0288816)",residential,,0,,42.092,,,False,25847367,,,,281924320,281924267,
,,"LINESTRING (116.3090181 40.0285133, 116.3090705 40.0283465)",residential,,0,,19.076,,,False,25847367,,,,281924320,281924303,
,,"LINESTRING (116.3090181 40.0285133, 116.3084223 40.0284082)",residential,,0,,52.058,,,False,25847370,,,,281924320,281924317,
,,"LINESTRING (116.1006613 40.0516398, 116.1006377 40.0516397)",unclassified,,0,,2.009,,激情穿越线,False,156914608,,,,1738167015,1741005675,
,,"LINESTRING (116.1006613 40.0516398, 116.102098 40.0516284, 116.1028792 40.0516471)",unclassified,,0,,188.818,,大觉寺路,False,47520247,,,,1738167015,1738167018,
,,"LINESTRING (116.1006613 40.0516398, 116.1006758 40.0516678, 116.1007091 40.0516842, 116.100819 40.0516951, 116.101527 40.0516733, 116.1017915 40.0516826, 116.1021414 40.0517169, 116.1025117 40.0517324, 116.1026806 40.0516857, 116.1028792 40.0516471)",unclassified,,1,,193.314,,,False,161858392,,,,1738167015,1738167018,
,,"LINESTRING (116.2904141 39.9684353, 116.2888349 39.9683353)",residential,,0,,135.038,,万柳华府南街,False,42398612,,,,1653986026,3514617037,
,,"LINESTRING (116.2904141 39.9684353, 116.2908786 39.9669305)",tertiary,,0,,171.945,,万柳中路,True,152587332,,,,1653986026,1653986012,
,,"LINESTRING (116.1028792 40.0516471, 116.1032084 40.0517061, 116.103349 40.0517751, 116.1042717 40.0519312, 116.1045312 40.0519948)",unclassified,,0,,146.617,,大觉寺路,False,47520247,,,,1738167018,1737936529,
,,"LINESTRING (116.1028792 40.0516471, 116.102098 40.0516284, 116.1006613 40.0516398)",unclassified,,0,,188.818,,大觉寺路,False,47520247,,,,1738167018,1738167015,
,,"LINESTRING (116.1028792 40.0516471, 116.1026806 40.0516857, 116.1025117 40.0517324, 116.1021414 40.0517169, 116.1017915 40.0516826, 116.101527 40.0516733, 116.100819 40.0516951, 116.1007091 40.0516842, 116.1006758 40.0516678, 116.1006613 40.0516398)",unclassified,,1,,193.314,,,False,161858392,,,,1738167018,1738167015,
,,"LINESTRING (116.2903341 39.9706689, 116.2904421 39.9706747)",residential,,0,,9.226,,万柳华府北街,False,42398673,,,,1653986029,529340181,
,,"LINESTRING (116.2903341 39.9706689, 116.2883801 39.9705748)",residential,,0,,166.842,,万柳华府北街,False,42398673,,,,1653986029,3514617046,
,,"LINESTRING (116.2903341 39.9706689, 116.2904002 39.9685636, 116.2904141 39.9684353)",tertiary,,0,,248.482,,万柳中路,True,152587332,,,,1653986029,1653986026,
,,"LINESTRING (116.2929733 39.9730974, 116.2925739 39.973078)",secondary,,0,,34.103,,巴沟路,False,164895134,,,,1653986034,1667652097,
,,"LINESTRING (116.2929733 39.9730974, 116.2931825 39.9730654, 116.293618 39.9730862, 116.2949826 39.9731514)",secondary,,0,,171.87,,巴沟路,True,136512018,,,,1653986034,1653986037,
,,"LINESTRING (116.2949826 39.9731514, 116.2952161 39.9731774)",secondary_link,,0,,20.106,,,True,152587347,,,,1653986037,1855730376,
,,"LINESTRING (116.2949826 39.9731514, 116.2951633 39.9727195)",tertiary,,0,,50.433,,万泉河路,True,174930880,,,,1653986037,1923872829,
,yes,"LINESTRING (116.3028855 39.9570954, 116.3026285 39.9591192, 116.3025066 39.9598006, 116.3019488 39.9620946, 116.301416 39.964793, 116.3013418 39.965462)","['trunk_link', 'trunk']",,0,,940.1739999999999,,"['万泉河路', '苏州桥']",True,"[29235120, 182057162, 29235158]",,,,321557243,1362305679,
,yes,"LINESTRING (116.3028855 39.9570954, 116.3026252 39.9581323, 116.3024177 39.9589728, 116.3023486 39.9594069, 116.3023288 39.9597602, 116.302398 39.9601313, 116.302589 39.9605679, 116.3028425 39.9609162, 116.3031751 39.9612317, 116.3035636 39.9614689, 116.3039686 39.9616431, 116.3047503 39.9619087, 116.3054611 39.9621405, 116.3074798 39.962833)",trunk,,0,,891.9360000000001,,北三环,True,"[47504770, 201288045]",,,,321557243,1362305658,
,,"LINESTRING (116.3747936 39.9736907, 116.3746012 39.972227, 116.3745382 39.9717475)",tertiary,,0,,217.168,,G6辅路,True,175210678,,,,1831326470,1359329361,
,,"LINESTRING (116.2335691 39.9511116, 116.2363986 39.9480666, 116.2368468 39.9476412)",primary,,0,,476.519,,杏石口路,True,186145143,,,,1621552110,288858511,
,,"LINESTRING (116.2921469 39.9256832, 116.29523 39.9255643)",residential,,0,,263.238,,恩济街,False,42489901,,,,1361171245,321939401,
,,"LINESTRING (116.3055353 39.9071295, 116.3051908 39.9074441, 116.305086 39.907513, 116.3045253 39.907716)",tertiary_link,,0,,110.344,,,True,143617305,,,,1686049582,529970733,
,,"LINESTRING (116.3055353 39.9071295, 116.3055471 39.9073807, 116.305535 39.9075657)",tertiary_link,,0,,48.547,,,True,156346916,,,,1686049582,1038275194,
,,"LINESTRING (116.304418 39.9160881, 116.3042567 39.916771)",trunk_link,,0,,77.171,,,True,156346912,,,,1686049584,1686049585,
,,"LINESTRING (116.304418 39.9160881, 116.3043984 39.916621, 116.3044148 39.9168299, 116.3044157 39.9173555, 116.304384 39.9191818, 116.3044015 39.9199648)",tertiary,,0,,431.16700000000003,,西三环中路,True,298878378,,,,1686049584,1788527867,
,yes,"LINESTRING (116.3042567 39.916771, 116.304241 39.9193798, 116.3042109 39.9228303, 116.3041926 39.9249373, 116.3041982 39.9257046)","['trunk_link', 'trunk']",,0,,993.3900000000001,,西三环,True,"[29242028, 26812141, 156346942]",,,,1686049585,1686049587,
,,"LINESTRING (116.3043717 39.9252889, 116.3041982 39.9257046)",trunk_link,,0,,48.534,,,True,156346919,,,,1686049586,1686049587,
,,"LINESTRING (116.3043717 39.9252889, 116.3043919 39.9259946, 116.3043977 39.9261984)",tertiary,,0,,101.156,,西三环北路,True,167648164,,,,1686049586,324264168,
,,"LINESTRING (116.3041982 39.9257046, 116.304198 39.9257458)",trunk,,0,,4.581,,西三环,True,26812141,,,,1686049587,1745111585,
,,"LINESTRING (116.200002 39.9921037, 116.2003239 39.9894251)",residential,,0,,299.107,,,False,225648443,,,,2344080176,2344080177,
,,"LINESTRING (116.200002 39.9921037, 116.2011226 39.9918715, 116.2013961 39.9918148, 116.203682 39.9913411, 116.2038105 39.9913397, 116.2039365 39.9913472)",tertiary,,0,,346.482,,,True,237950578,,,,2344080176,295350672,
,,"LINESTRING (116.2003239 39.9894251, 116.1986552 39.9890167)",residential,,0,,149.24,,,False,225648443,,,,2344080177,2344080221,
,,"LINESTRING (116.2003239 39.9894251, 116.200002 39.9921037)",residential,,0,,299.107,,,False,225648443,,,,2344080177,2344080176,
,,"LINESTRING (116.2003239 39.9894251, 116.2012444 39.9892604, 116.201505 39.9890208, 116.2018697 39.9888362, 116.2023648 39.9886715, 116.2027621 39.9886515, 116.2032571 39.9887464, 116.2049231 39.9887568)",residential,,0,,417.765,,,False,225648484,,,,2344080177,2344080575,
,,"LINESTRING (116.3043813 39.9274033, 116.3041949 39.928041)",trunk_link,,0,,72.669,,,True,156346913,,,,1686049598,1686049600,
,,"LINESTRING (116.3043813 39.9274033, 116.3043833 39.9276544, 116.3043869 39.9281211, 116.3043879 39.9282557, 116.3043912 39.928675, 116.3043936 39.928982, 116.3044013 39.9303581)",tertiary,,0,,328.565,,西三环北路,True,167648164,,,,1686049598,1790295807,
,,"LINESTRING (116.3040259 39.9278004, 116.3040481 39.9259855)",trunk,,0,,201.817,,西三环,True,143599496,,,,1686049599,35869360,
,yes,"LINESTRING (116.3041949 39.928041, 116.3042332 39.9297227, 116.3042029 39.9324291, 116.3042145 39.9338092, 116.3042248 39.9350349)",trunk,,0,,777.7330000000001,,西三环,True,"[143599473, 143599500, 26812141]",,,,1686049600,1745111598,
,,"LINESTRING (116.3038623 39.9284907, 116.3040259 39.9278004)",trunk_link,,0,,78.015,,,True,156346910,,,,1686049601,1686049599,
,,"LINESTRING (116.3038623 39.9284907, 116.30386 39.9281965, 116.3038591 39.9280849, 116.3038581 39.9279618, 116.3038489 39.9268018)",tertiary,,0,,187.801,,西三环北路,True,229616924,,,,1686049601,324263360,
,,"LINESTRING (116.0882816 40.0514508, 116.0882794 40.0513693, 116.0881808 40.0513067, 116.0880172 40.0512956, 116.0878808 40.0512425, 116.0878525 40.0511143, 116.0878808 40.0509836, 116.0877129 40.0508988, 116.0875256 40.0508541, 116.0873587 40.0507355, 116.0871989 40.0506315, 116.0872056 40.0505805, 116.0872719 40.0505401, 116.0873433 40.0505441, 116.0874071 40.0505692, 116.0877624 40.0507376, 116.088422 40.0508411, 116.0884711 40.0508123, 116.0884949 40.0507433, 116.0885404 40.050621, 116.0886531 40.0505584, 116.0888111 40.050621, 116.0889257 40.0507875, 116.0890356 40.0510206, 116.0890648 40.0515144, 116.0890469 40.0516486, 116.0890724 40.0517592, 116.0891405 40.0518009, 116.089217 40.0517863, 116.0892783 40.0516876, 116.0893047 40.0515714, 116.0894382 40.0513895, 116.0896229 40.0512684, 116.0899612 40.0509836, 116.0904687 40.0508411, 116.0906886 40.0507117, 116.0907731 40.0503103, 116.0911452 40.0500125, 116.0915174 40.0500772, 116.09175 40.050114, 116.0919402 40.0501549, 116.0920027 40.0503555, 116.0920723 40.0505147, 116.0921599 40.0505467, 116.0922515 40.0505305, 116.0923147 40.0504933, 116.0923476 40.0504261, 116.0924138 40.0502973, 116.0927352 40.0501161, 116.0933344 40.0498589, 116.0935432 40.0497365, 116.0937501 40.0495982, 116.0937525 40.0495303, 116.0936971 40.0494649, 116.0936382 40.0494198, 116.0935978 40.0493521, 116.0936334 40.0492946, 116.093707 40.0492542, 116.0939531 40.0492368, 116.0941798 40.049266, 116.0943675 40.0493454, 116.0945745 40.0494352, 116.0947988 40.0495334, 116.0949232 40.0495902, 116.0950626 40.0496058, 116.0952872 40.0495967, 116.0955194 40.0495698, 116.0958009 40.0495042, 116.0960504 40.0494169, 116.0962959 40.0494209, 116.096541 40.0494687, 116.0967918 40.0495598, 116.0968947 40.0496395, 116.0970351 40.0497062, 116.0972731 40.0496517, 116.0975417 40.0496082, 116.0977876 40.0496316, 116.0977611 40.0498813, 116.0978689 40.0499636, 116.0980172 40.0500049, 116.09852 40.0499736, 116.0986675 40.0499691, 116.0988075 40.0500384, 116.0988311 40.0501753, 116.0988075 40.0503232, 116.098848 40.0504239, 116.0989596 40.0504971, 116.0990945 40.0505121, 116.0992918 40.0505433, 116.0994551 40.0505642, 116.0996218 40.0505824, 116.0998089 40.0505954, 116.0999961 40.0506163, 116.1001798 40.0506293, 116.1004213 40.0506683, 116.1005063 40.0507178, 116.1006118 40.050822, 116.1006682 40.0509481, 116.1006614 40.051021, 116.1006614 40.0511147, 116.1006444 40.0512007, 116.1006308 40.051297, 116.1006329 40.0514813, 116.1006377 40.0516397)",unclassified,,0,,1872.2530000000002,,"['激情穿越线', '盘山公路']",False,"[156914608, 162162039]",,,,1691587399,1741005675,
,,"LINESTRING (116.233322 39.951866, 116.2326271 39.9525858)",tertiary,,0,,99.573,,杏石口路,True,149123893,,,,1621552123,1621467175,
,,"LINESTRING (116.3525462 39.9488461, 116.3525267 39.9493164, 116.3524668 39.9496045, 116.3520834 39.9508656)",tertiary,,0,,228.74699999999999,,文慧园西路,False,42412304,,,,1350996810,529365555,
,,"LINESTRING (116.3525462 39.9488461, 116.3525835 39.9485768, 116.3526202 39.9484866)",tertiary,,0,,40.619,,文慧园西路,False,42412304,,,,1350996810,529505835,
,,"LINESTRING (116.3525462 39.9488461, 116.3520383 39.9488404, 116.3508014 39.9486221)",tertiary,,0,,151.497,,,False,60110708,,,,1350996810,746856334,
,,"LINESTRING (116.3579479 40.0336752, 116.3595976 40.0302496)",tertiary,,0,,405.981,,永泰庄东路,False,30705227,,,,529961808,528601360,
,,"LINESTRING (116.3579479 40.0336752, 116.3563828 40.0373416)",tertiary,,0,,428.908,,永泰庄东路,False,30705227,,,,529961808,339578715,
,,"LINESTRING (116.3579479 40.0336752, 116.3595825 40.0341008)",tertiary,,0,,146.993,,宝盛路,False,42453520,,,,529961808,701719690,
,,"LINESTRING (116.3579479 40.0336752, 116.3578231 40.0334655, 116.357529 40.0329953, 116.3573072 40.032695, 116.3570234 40.0325014, 116.3548717 40.0318337, 116.3548097 40.0316994, 116.3551286 40.0294264)",residential,,0,,622.026,,,False,448631003,,,,529961808,4456260343,
,,"LINESTRING (116.3648366 40.0355185, 116.3655895 40.0328756)",secondary,,0,3,300.787,,黑泉路,True,30705221,,,,529961809,339578794,
,,"LINESTRING (116.3648366 40.0355185, 116.3650298 40.0355535)",tertiary,,0,,16.902,,宝盛路,False,42453520,,,,529961809,1734326740,
,,"LINESTRING (116.3648366 40.0355185, 116.3612022 40.0345453)",tertiary,,0,,327.798,,宝盛路,False,42453520,,,,529961809,701719688,
,,"LINESTRING (116.3695938 40.0363811, 116.3650298 40.0355535)",tertiary,,0,,399.307,,宝盛路,False,42453520,,,,529961810,1734326740,
