name,node_id,zone_id,micro_node_set,control_type,control_type_name,cycle_length_in_second,x,y,geometry
,41779203,,,,,,-111.9176573,33.3340915,"<Point><coordinates>-111.9176573,33.3340915</coordinates></Point>"
,41779208,,,,,,-111.9180435,33.3278453,"<Point><coordinates>-111.9180435,33.3278453</coordinates></Point>"
,41779209,,,,,,-111.9181293,33.3283975,"<Point><coordinates>-111.9181293,33.3283975</coordinates></Point>"
,41533452,,,,,,-111.9370903,33.3247312,"<Point><coordinates>-111.9370903,33.3247312</coordinates></Point>"
,41730069,,,,,,-111.9419841,33.406618,"<Point><coordinates>-111.9419841,33.406618</coordinates></Point>"
,41533468,,,,,,-111.9396516,33.3346409,"<Point><coordinates>-111.9396516,33.3346409</coordinates></Point>"
,41533484,,,,,,-111.9393266,33.3362643,"<Point><coordinates>-111.9393266,33.3362643</coordinates></Point>"
,41533490,,,,,,-111.9386313,33.3370316,"<Point><coordinates>-111.9386313,33.3370316</coordinates></Point>"
,41533500,,,,,,-111.9383052,33.3379781,"<Point><coordinates>-111.9383052,33.3379781</coordinates></Point>"
,41533501,,,,,,-111.9383138,33.3384442,"<Point><coordinates>-111.9383138,33.3384442</coordinates></Point>"
,41533524,,,,,,-111.9405778,33.3832706,"<Point><coordinates>-111.9405778,33.3832706</coordinates></Point>"
,2318614612,,,,,,-111.9530106,33.4219181,"<Point><coordinates>-111.9530106,33.4219181</coordinates></Point>"
,41533528,,,,,,-111.9406278,33.3807355,"<Point><coordinates>-111.9406278,33.3807355</coordinates></Point>"
,41533533,,,,,,-111.9412608,33.4219305,"<Point><coordinates>-111.9412608,33.4219305</coordinates></Point>"
,41533535,,,,,,-111.9412392,33.4204775,"<Point><coordinates>-111.9412392,33.4204775</coordinates></Point>"
,255819874,,,,,,-111.943057,33.4296693,"<Point><coordinates>-111.943057,33.4296693</coordinates></Point>"
,41533538,,,,,,-111.9412375,33.4190521,"<Point><coordinates>-111.9412375,33.4190521</coordinates></Point>"
,41533540,,,,,,-111.94123,33.4176195,"<Point><coordinates>-111.94123,33.4176195</coordinates></Point>"
,3730407527,,,,,,-111.8958182,33.3866492,"<Point><coordinates>-111.8958182,33.3866492</coordinates></Point>"
,41533544,,,,,,-111.9412063,33.4161883,"<Point><coordinates>-111.9412063,33.4161883</coordinates></Point>"
,41533545,,,,,,-111.9412082,33.4147432,"<Point><coordinates>-111.9412082,33.4147432</coordinates></Point>"
,41746538,,,,,,-111.8987373,33.4257009,"<Point><coordinates>-111.8987373,33.4257009</coordinates></Point>"
,41746539,,,,,,-111.8970292,33.4256938,"<Point><coordinates>-111.8970292,33.4256938</coordinates></Point>"
,41746542,,,,,,-111.8953229,33.425696,"<Point><coordinates>-111.8953229,33.425696</coordinates></Point>"
,41533550,,,,,,-111.9387421,33.33164,"<Point><coordinates>-111.9387421,33.33164</coordinates></Point>"
,41746544,,,,,,-111.8935719,33.425696,"<Point><coordinates>-111.8935719,33.425696</coordinates></Point>"
,41746546,,,,,,-111.8918897,33.4256674,"<Point><coordinates>-111.8918897,33.4256674</coordinates></Point>"
,41533555,,,,,,-111.938391,33.3368595,"<Point><coordinates>-111.938391,33.3368595</coordinates></Point>"
,41746551,,,,,,-111.890235,33.4257007,"<Point><coordinates>-111.890235,33.4257007</coordinates></Point>"
,41533561,,,,,,-111.9390262,33.3637033,"<Point><coordinates>-111.9390262,33.3637033</coordinates></Point>"
,41730173,,,,,,-111.9373125,33.3992353,"<Point><coordinates>-111.9373125,33.3992353</coordinates></Point>"
,41533571,,,,,,-111.9385127,33.3652275,"<Point><coordinates>-111.9385127,33.3652275</coordinates></Point>"
,41730183,,,,,,-111.9296308,33.3973721,"<Point><coordinates>-111.9296308,33.3973721</coordinates></Point>"
,42254473,,,,,,-111.9171232,33.4136285,"<Point><coordinates>-111.9171232,33.4136285</coordinates></Point>"
,41730187,,,,,,-111.9287897,33.3963761,"<Point><coordinates>-111.9287897,33.3963761</coordinates></Point>"
,42598539,,,,,,-111.8960702,33.3812403,"<Point><coordinates>-111.8960702,33.3812403</coordinates></Point>"
,41533580,,,,,,-111.9389855,33.3668305,"<Point><coordinates>-111.9389855,33.3668305</coordinates></Point>"
,41730192,,,,,,-111.8962446,33.399874,"<Point><coordinates>-111.8962446,33.399874</coordinates></Point>"
,41533587,,,,,,-111.9407739,33.4000976,"<Point><coordinates>-111.9407739,33.4000976</coordinates></Point>"
,42254483,,,,,,-111.9107726,33.4135536,"<Point><coordinates>-111.9107726,33.4135536</coordinates></Point>"
,41746580,,,,,,-111.9366724,33.4254992,"<Point><coordinates>-111.9366724,33.4254992</coordinates></Point>"
,41533590,,,,,,-111.9405507,33.4010434,"<Point><coordinates>-111.9405507,33.4010434</coordinates></Point>"
,41730198,,,,,,-111.8920134,33.3998648,"<Point><coordinates>-111.8920134,33.3998648</coordinates></Point>"
,41746582,,,,,,-111.9349278,33.4254396,"<Point><coordinates>-111.9349278,33.4254396</coordinates></Point>"
,41533597,,,,,,-111.940585,33.4020179,"<Point><coordinates>-111.940585,33.4020179</coordinates></Point>"
,41730206,,,,,,-111.8902111,33.3998402,"<Point><coordinates>-111.8902111,33.3998402</coordinates></Point>"
,41730207,,,,,,-111.8888122,33.3998398,"<Point><coordinates>-111.8888122,33.3998398</coordinates></Point>"
,41730210,,,,,,-111.8860227,33.399847,"<Point><coordinates>-111.8860227,33.399847</coordinates></Point>"
,41730218,,,,,,-111.9030303,33.3991206,"<Point><coordinates>-111.9030303,33.3991206</coordinates></Point>"
,4155850926,,,,,,-111.9241918,33.3929579,"<Point><coordinates>-111.9241918,33.3929579</coordinates></Point>"
,41730223,,,,,,-111.9014682,33.3994789,"<Point><coordinates>-111.9014682,33.3994789</coordinates></Point>"
,41730226,,,,,,-111.9005276,33.3995802,"<Point><coordinates>-111.9005276,33.3995802</coordinates></Point>"
,41730230,,,,,,-111.8973483,33.3995864,"<Point><coordinates>-111.8973483,33.3995864</coordinates></Point>"
,339017924,,,,,,-111.9253399,33.395,"<Point><coordinates>-111.9253399,33.395</coordinates></Point>"
,1370325190,,,,,,-111.9326049,33.4511257,"<Point><coordinates>-111.9326049,33.4511257</coordinates></Point>"
,1370325192,,,,,,-111.9361462,33.4531785,"<Point><coordinates>-111.9361462,33.4531785</coordinates></Point>"
,41730251,,,,,,-111.9382139,33.399314,"<Point><coordinates>-111.9382139,33.399314</coordinates></Point>"
,41730258,,,,,,-111.9203585,33.3993602,"<Point><coordinates>-111.9203585,33.3993602</coordinates></Point>"
,42467549,,,,,,-111.9456628,33.3346084,"<Point><coordinates>-111.9456628,33.3346084</coordinates></Point>"
,41779428,,,,,,-111.9179541,33.440316,"<Point><coordinates>-111.9179541,33.440316</coordinates></Point>"
,41779434,,,,,,-111.9179531,33.4440148,"<Point><coordinates>-111.9179531,33.4440148</coordinates></Point>"
,41779444,,,,,,-111.9179419,33.4458689,"<Point><coordinates>-111.9179419,33.4458689</coordinates></Point>"
,41779447,,,,,,-111.9179494,33.4465803,"<Point><coordinates>-111.9179494,33.4465803</coordinates></Point>"
,41812217,,,,,,-111.9457642,33.4146384,"<Point><coordinates>-111.9457642,33.4146384</coordinates></Point>"
,41812218,,,,,,-111.9472669,33.414644,"<Point><coordinates>-111.9472669,33.414644</coordinates></Point>"
,41926908,,,,,,-111.9314392,33.3593563,"<Point><coordinates>-111.9314392,33.3593563</coordinates></Point>"
,41812221,,,,,,-111.9478717,33.414646,"<Point><coordinates>-111.9478717,33.414646</coordinates></Point>"
,41779453,,,,,,-111.9179531,33.4480075,"<Point><coordinates>-111.9179531,33.4480075</coordinates></Point>"
,418955519,,,,,,-111.9473406,33.4308199,"<Point><coordinates>-111.9473406,33.4308199</coordinates></Point>"
,41812224,,,,,,-111.9483752,33.4142693,"<Point><coordinates>-111.9483752,33.4142693</coordinates></Point>"
,41926915,,,,,,-111.9018787,33.3596791,"<Point><coordinates>-111.9018787,33.3596791</coordinates></Point>"
,41812231,,,,,,-111.9521874,33.4146526,"<Point><coordinates>-111.9521874,33.4146526</coordinates></Point>"
,42680583,,,,,,-111.9347123,33.4520581,"<Point><coordinates>-111.9347123,33.4520581</coordinates></Point>"
,41926922,,,,,,-111.9004637,33.3596859,"<Point><coordinates>-111.9004637,33.3596859</coordinates></Point>"
,41812235,,,,,,-111.9560514,33.4146679,"<Point><coordinates>-111.9560514,33.4146679</coordinates></Point>"
,41812238,,,,,,-111.9564981,33.414669,"<Point><coordinates>-111.9564981,33.414669</coordinates></Point>"
,41517327,,,,,,-111.926332,33.440287,"<Point><coordinates>-111.926332,33.440287</coordinates></Point>"
,41812240,,,,,,-111.9569579,33.4146701,"<Point><coordinates>-111.9569579,33.4146701</coordinates></Point>"
,41812245,,,,,,-111.9587358,33.4146768,"<Point><coordinates>-111.9587358,33.4146768</coordinates></Point>"
,41517333,,,,,,-111.9263147,33.4422255,"<Point><coordinates>-111.9263147,33.4422255</coordinates></Point>"
,41926935,,,,,,-111.9062535,33.360106,"<Point><coordinates>-111.9062535,33.360106</coordinates></Point>"
,41812248,,,,,,-111.9594046,33.4146794,"<Point><coordinates>-111.9594046,33.4146794</coordinates></Point>"
,41517334,,,,,,-111.9263646,33.4440007,"<Point><coordinates>-111.9263646,33.4440007</coordinates></Point>"
,41517336,,,,,,-111.9263737,33.4466592,"<Point><coordinates>-111.9263737,33.4466592</coordinates></Point>"
,41812251,,,,,,-111.9602023,33.4146826,"<Point><coordinates>-111.9602023,33.4146826</coordinates></Point>"
,41812252,,,,,,-111.9608279,33.4146777,"<Point><coordinates>-111.9608279,33.4146777</coordinates></Point>"
,41517338,,,,,,-111.9263889,33.4490137,"<Point><coordinates>-111.9263889,33.4490137</coordinates></Point>"
,41517341,,,,,,-111.9263889,33.451236,"<Point><coordinates>-111.9263889,33.451236</coordinates></Point>"
,41744452,,,,,,-111.9162405,33.3693229,"<Point><coordinates>-111.9162405,33.3693229</coordinates></Point>"
,41744453,,,,,,-111.91597,33.3686431,"<Point><coordinates>-111.91597,33.3686431</coordinates></Point>"
,41812263,,,,,,-111.9324477,33.3929047,"<Point><coordinates>-111.9324477,33.3929047</coordinates></Point>"
,41812265,,,,,,-111.9315426,33.392911,"<Point><coordinates>-111.9315426,33.392911</coordinates></Point>"
,41812270,,,,,,-111.9220538,33.3929578,"<Point><coordinates>-111.9220538,33.3929578</coordinates></Point>"
,41744457,,,,,,-111.9180597,33.3543257,"<Point><coordinates>-111.9180597,33.3543257</coordinates></Point>"
,41926961,,,,,,-111.905253,33.3600764,"<Point><coordinates>-111.905253,33.3600764</coordinates></Point>"
,41812274,,,,,,-111.9210721,33.3929572,"<Point><coordinates>-111.9210721,33.3929572</coordinates></Point>"
,41926963,,,,,,-111.9041373,33.3599942,"<Point><coordinates>-111.9041373,33.3599942</coordinates></Point>"
,41812277,,,,,,-111.9177482,33.3929647,"<Point><coordinates>-111.9177482,33.3929647</coordinates></Point>"
,41632054,,,,,,-111.8934773,33.334801,"<Point><coordinates>-111.8934773,33.334801</coordinates></Point>"
,41632055,,,,,,-111.8976645,33.3347759,"<Point><coordinates>-111.8976645,33.3347759</coordinates></Point>"
,41632057,,,,,,-111.9011531,33.3347516,"<Point><coordinates>-111.9011531,33.3347516</coordinates></Point>"
,41632059,,,,,,-111.9029126,33.3347373,"<Point><coordinates>-111.9029126,33.3347373</coordinates></Point>"
,41812285,,,,,,-111.9113718,33.392971,"<Point><coordinates>-111.9113718,33.392971</coordinates></Point>"
,41632063,,,,,,-111.9040965,33.3347217,"<Point><coordinates>-111.9040965,33.3347217</coordinates></Point>"
,41812289,,,,,,-111.9068993,33.3929551,"<Point><coordinates>-111.9068993,33.3929551</coordinates></Point>"
,41582913,,,,,,-111.9312568,33.4084598,"<Point><coordinates>-111.9312568,33.4084598</coordinates></Point>"
,41632068,,,,,,-111.907865,33.3346727,"<Point><coordinates>-111.907865,33.3346727</coordinates></Point>"
,41812293,,,,,,-111.9064732,33.39296,"<Point><coordinates>-111.9064732,33.39296</coordinates></Point>"
,41582918,,,,,,-111.9311382,33.4074997,"<Point><coordinates>-111.9311382,33.4074997</coordinates></Point>"
,41812296,,,,,,-111.9038621,33.3929619,"<Point><coordinates>-111.9038621,33.3929619</coordinates></Point>"
,41582920,,,,,,-111.9310728,33.4066298,"<Point><coordinates>-111.9310728,33.4066298</coordinates></Point>"
,41632074,,,,,,-111.9154943,33.3346795,"<Point><coordinates>-111.9154943,33.3346795</coordinates></Point>"
,41582921,,,,,,-111.9310814,33.4058345,"<Point><coordinates>-111.9310814,33.4058345</coordinates></Point>"
,41812299,,,,,,-111.9028665,33.3929619,"<Point><coordinates>-111.9028665,33.3929619</coordinates></Point>"
,41582923,,,,,,-111.9310814,33.4050391,"<Point><coordinates>-111.9310814,33.4050391</coordinates></Point>"
,41582925,,,,,,-111.9310814,33.4042438,"<Point><coordinates>-111.9310814,33.4042438</coordinates></Point>"
,41812302,,,,,,-111.9018794,33.3929547,"<Point><coordinates>-111.9018794,33.3929547</coordinates></Point>"
,41812304,,,,,,-111.9005405,33.3929619,"<Point><coordinates>-111.9005405,33.3929619</coordinates></Point>"
,41582927,,,,,,-111.9310814,33.403427,"<Point><coordinates>-111.9310814,33.403427</coordinates></Point>"
,41632082,,,,,,-111.926185,33.3346643,"<Point><coordinates>-111.926185,33.3346643</coordinates></Point>"
,41812307,,,,,,-111.8988668,33.3929619,"<Point><coordinates>-111.8988668,33.3929619</coordinates></Point>"
,41632076,,,,,,-111.9192451,33.334701,"<Point><coordinates>-111.9192451,33.334701</coordinates></Point>"
,41812309,,,,,,-111.8962489,33.3929619,"<Point><coordinates>-111.8962489,33.3929619</coordinates></Point>"
,314442070,,,,,,-111.8946351,33.3621443,"<Point><coordinates>-111.8946351,33.3621443</coordinates></Point>"
,41812312,,,,,,-111.8920322,33.3928146,"<Point><coordinates>-111.8920322,33.3928146</coordinates></Point>"
,41632088,,,,,,-111.9305625,33.3346375,"<Point><coordinates>-111.9305625,33.3346375</coordinates></Point>"
,41501018,,,,,,-111.9263852,33.4487609,"<Point><coordinates>-111.9263852,33.4487609</coordinates></Point>"
,41632092,,,,,,-111.9333612,33.3346438,"<Point><coordinates>-111.9333612,33.3346438</coordinates></Point>"
,41501021,,,,,,-111.9250111,33.448751,"<Point><coordinates>-111.9250111,33.448751</coordinates></Point>"
,41632094,,,,,,-111.9370427,33.3346375,"<Point><coordinates>-111.9370427,33.3346375</coordinates></Point>"
,41812319,,,,,,-111.8904556,33.3928063,"<Point><coordinates>-111.8904556,33.3928063</coordinates></Point>"
,41632096,,,,,,-111.9390168,33.3346303,"<Point><coordinates>-111.9390168,33.3346303</coordinates></Point>"
,41812321,,,,,,-111.8876852,33.3930036,"<Point><coordinates>-111.8876852,33.3930036</coordinates></Point>"
,41206114,,,,,,-111.977912,33.4266751,"<Point><coordinates>-111.977912,33.4266751</coordinates></Point>"
,41582945,,,,,,-111.9550923,33.3542111,"<Point><coordinates>-111.9550923,33.3542111</coordinates></Point>"
,41812324,,,,,,-111.8864367,33.3930098,"<Point><coordinates>-111.8864367,33.3930098</coordinates></Point>"
,41501023,,,,,,-111.9241668,33.4487597,"<Point><coordinates>-111.9241668,33.4487597</coordinates></Point>"
,41206118,,,,,,-111.9781227,33.4168941,"<Point><coordinates>-111.9781227,33.4168941</coordinates></Point>"
,41812327,,,,,,-111.8854067,33.3930226,"<Point><coordinates>-111.8854067,33.3930226</coordinates></Point>"
,41501025,,,,,,-111.9222254,33.4487546,"<Point><coordinates>-111.9222254,33.4487546</coordinates></Point>"
,41976169,,,,,,-111.9210782,33.444039,"<Point><coordinates>-111.9210782,33.444039</coordinates></Point>"
,41812330,,,,,,-111.8843506,33.3930199,"<Point><coordinates>-111.8843506,33.3930199</coordinates></Point>"
,41976171,,,,,,-111.9210672,33.4444233,"<Point><coordinates>-111.9210672,33.4444233</coordinates></Point>"
,42516847,,,,,,-111.8853961,33.3960706,"<Point><coordinates>-111.8853961,33.3960706</coordinates></Point>"
,41501039,,,,,,-111.9346074,33.4478346,"<Point><coordinates>-111.9346074,33.4478346</coordinates></Point>"
,41615729,,,,,,-111.9398422,33.4086532,"<Point><coordinates>-111.9398422,33.4086532</coordinates></Point>"
,42516850,,,,,,-111.8842975,33.3962713,"<Point><coordinates>-111.8842975,33.3962713</coordinates></Point>"
,41501042,,,,,,-111.932139,33.448924,"<Point><coordinates>-111.932139,33.448924</coordinates></Point>"
,3841311092,,,,,,-111.9330519,33.3947696,"<Point><coordinates>-111.9330519,33.3947696</coordinates></Point>"
,41615732,,,,,,-111.9381791,33.4085985,"<Point><coordinates>-111.9381791,33.4085985</coordinates></Point>"
,42516856,,,,,,-111.9363685,33.3957383,"<Point><coordinates>-111.9363685,33.3957383</coordinates></Point>"
,3841311101,,,,,,-111.9318719,33.3977637,"<Point><coordinates>-111.9318719,33.3977637</coordinates></Point>"
,3841311104,,,,,,-111.9349142,33.3976146,"<Point><coordinates>-111.9349142,33.3976146</coordinates></Point>"
,3841311106,,,,,,-111.9343936,33.396966,"<Point><coordinates>-111.9343936,33.396966</coordinates></Point>"
,42516866,,,,,,-111.9015519,33.3954711,"<Point><coordinates>-111.9015519,33.3954711</coordinates></Point>"
,3983409544,,,,,,-111.9348718,33.3928877,"<Point><coordinates>-111.9348718,33.3928877</coordinates></Point>"
,3983409546,,,,,,-111.9344404,33.396193,"<Point><coordinates>-111.9344404,33.396193</coordinates></Point>"
,314442124,,,,,,-111.8945171,33.3575819,"<Point><coordinates>-111.8945171,33.3575819</coordinates></Point>"
,42238349,,,,,,-111.9698469,33.3817493,"<Point><coordinates>-111.9698469,33.3817493</coordinates></Point>"
,2941419916,,,,,,-111.9399379,33.4218921,"<Point><coordinates>-111.9399379,33.4218921</coordinates></Point>"
,2941419917,,,,,,-111.9399409,33.4219799,"<Point><coordinates>-111.9399409,33.4219799</coordinates></Point>"
,3983409553,,,,,,-111.9349243,33.3924672,"<Point><coordinates>-111.9349243,33.3924672</coordinates></Point>"
,41238930,,,,,,-111.8892581,33.4292547,"<Point><coordinates>-111.8892581,33.4292547</coordinates></Point>"
,41238931,,,,,,-111.8892739,33.4276391,"<Point><coordinates>-111.8892739,33.4276391</coordinates></Point>"
,42516886,,,,,,-111.937244,33.3959318,"<Point><coordinates>-111.937244,33.3959318</coordinates></Point>"
,3841311130,,,,,,-111.9349129,33.3991964,"<Point><coordinates>-111.9349129,33.3991964</coordinates></Point>"
,41222556,,,,,,-111.939382,33.3782279,"<Point><coordinates>-111.939382,33.3782279</coordinates></Point>"
,42303912,,,,,,-111.9594945,33.3736599,"<Point><coordinates>-111.9594945,33.3736599</coordinates></Point>"
,41632171,,,,,,-111.9349161,33.3953822,"<Point><coordinates>-111.9349161,33.3953822</coordinates></Point>"
,41632176,,,,,,-111.9315706,33.3946634,"<Point><coordinates>-111.9315706,33.3946634</coordinates></Point>"
,41632178,,,,,,-111.9296394,33.3946777,"<Point><coordinates>-111.9296394,33.3946777</coordinates></Point>"
,41632179,,,,,,-111.9273649,33.3948354,"<Point><coordinates>-111.9273649,33.3948354</coordinates></Point>"
,41943475,,,,,,-111.9759747,33.388763,"<Point><coordinates>-111.9759747,33.388763</coordinates></Point>"
,41894325,,,,,,-111.9392879,33.3294369,"<Point><coordinates>-111.9392879,33.3294369</coordinates></Point>"
,41943480,,,,,,-111.9758975,33.3902894,"<Point><coordinates>-111.9758975,33.3902894</coordinates></Point>"
,41632184,,,,,,-111.8901855,33.3952107,"<Point><coordinates>-111.8901855,33.3952107</coordinates></Point>"
,41632187,,,,,,-111.8876878,33.3949241,"<Point><coordinates>-111.8876878,33.3949241</coordinates></Point>"
,41632188,,,,,,-111.8867307,33.3949558,"<Point><coordinates>-111.8867307,33.3949558</coordinates></Point>"
,41632190,,,,,,-111.8832933,33.3954615,"<Point><coordinates>-111.8832933,33.3954615</coordinates></Point>"
,41632192,,,,,,-111.8825465,33.3955189,"<Point><coordinates>-111.8825465,33.3955189</coordinates></Point>"
,320061891,,,,,,-111.9560014,33.3568797,"<Point><coordinates>-111.9560014,33.3568797</coordinates></Point>"
,41632197,,,,,,-111.9396495,33.3955044,"<Point><coordinates>-111.9396495,33.3955044</coordinates></Point>"
,41632198,,,,,,-111.9376131,33.3952008,"<Point><coordinates>-111.9376131,33.3952008</coordinates></Point>"
,41632201,,,,,,-111.934918,33.394993,"<Point><coordinates>-111.934918,33.394993</coordinates></Point>"
,41632204,,,,,,-111.9064604,33.3947072,"<Point><coordinates>-111.9064604,33.3947072</coordinates></Point>"
,41632205,,,,,,-111.9055229,33.3947074,"<Point><coordinates>-111.9055229,33.3947074</coordinates></Point>"
,41894348,,,,,,-111.9413155,33.3294864,"<Point><coordinates>-111.9413155,33.3294864</coordinates></Point>"
,41632211,,,,,,-111.8947597,33.3942918,"<Point><coordinates>-111.8947597,33.3942918</coordinates></Point>"
,41632214,,,,,,-111.9248627,33.395,"<Point><coordinates>-111.9248627,33.395</coordinates></Point>"
,41632217,,,,,,-111.9199092,33.3945452,"<Point><coordinates>-111.9199092,33.3945452</coordinates></Point>"
,41632218,,,,,,-111.9191846,33.3945436,"<Point><coordinates>-111.9191846,33.3945436</coordinates></Point>"
,41894369,,,,,,-111.9387593,33.3296894,"<Point><coordinates>-111.9387593,33.3296894</coordinates></Point>"
,338051555,,,,,,-111.926279,33.4097566,"<Point><coordinates>-111.926279,33.4097566</coordinates></Point>"
,41894371,,,,,,-111.9378151,33.3297683,"<Point><coordinates>-111.9378151,33.3297683</coordinates></Point>"
,2508997132,,,,,,-111.9197711,33.4367602,"<Point><coordinates>-111.9197711,33.4367602</coordinates></Point>"
,2508997141,,,,,,-111.9189574,33.4376765,"<Point><coordinates>-111.9189574,33.4376765</coordinates></Point>"
,2508997142,,,,,,-111.9197885,33.4390423,"<Point><coordinates>-111.9197885,33.4390423</coordinates></Point>"
,255722007,,,,,,-111.9666812,33.3345248,"<Point><coordinates>-111.9666812,33.3345248</coordinates></Point>"
,255820323,,,,,,-111.9416085,33.4383301,"<Point><coordinates>-111.9416085,33.4383301</coordinates></Point>"
,3931750969,,,,,,-111.9370321,33.3328008,"<Point><coordinates>-111.9370321,33.3328008</coordinates></Point>"
,2915598915,,,,,,-111.9297846,33.4388367,"<Point><coordinates>-111.9297846,33.4388367</coordinates></Point>"
,41337413,,,,,,-111.9608878,33.3880549,"<Point><coordinates>-111.9608878,33.3880549</coordinates></Point>"
,5697454668,,,,,,-111.9446684,33.4307709,"<Point><coordinates>-111.9446684,33.4307709</coordinates></Point>"
,42517069,,,,,,-111.9556323,33.3614606,"<Point><coordinates>-111.9556323,33.3614606</coordinates></Point>"
,42009170,,,,,,-111.9108155,33.4116335,"<Point><coordinates>-111.9108155,33.4116335</coordinates></Point>"
,41599580,,,,,,-111.9316393,33.40165,"<Point><coordinates>-111.9316393,33.40165</coordinates></Point>"
,41599582,,,,,,-111.9316478,33.4011412,"<Point><coordinates>-111.9316478,33.4011412</coordinates></Point>"
,42517119,,,,,,-111.9222133,33.4504169,"<Point><coordinates>-111.9222133,33.4504169</coordinates></Point>"
,42271374,,,,,,-111.9083997,33.3440603,"<Point><coordinates>-111.9083997,33.3440603</coordinates></Point>"
,255722128,,,,,,-111.9693934,33.338648,"<Point><coordinates>-111.9693934,33.338648</coordinates></Point>"
,42304149,,,,,,-111.9326552,33.3200495,"<Point><coordinates>-111.9326552,33.3200495</coordinates></Point>"
,42304155,,,,,,-111.9328846,33.3218194,"<Point><coordinates>-111.9328846,33.3218194</coordinates></Point>"
,41714336,,,,,,-111.9366625,33.4219038,"<Point><coordinates>-111.9366625,33.4219038</coordinates></Point>"
,42271393,,,,,,-111.9064815,33.3814768,"<Point><coordinates>-111.9064815,33.3814768</coordinates></Point>"
,41714339,,,,,,-111.9349659,33.4219488,"<Point><coordinates>-111.9349659,33.4219488</coordinates></Point>"
,41763493,,,,,,-111.9123461,33.4157894,"<Point><coordinates>-111.9123461,33.4157894</coordinates></Point>"
,41714341,,,,,,-111.9289415,33.4220194,"<Point><coordinates>-111.9289415,33.4220194</coordinates></Point>"
,255722163,,,,,,-111.9716062,33.3386362,"<Point><coordinates>-111.9716062,33.3386362</coordinates></Point>"
,41714356,,,,,,-111.9177025,33.4220187,"<Point><coordinates>-111.9177025,33.4220187</coordinates></Point>"
,41714362,,,,,,-111.9072885,33.4220009,"<Point><coordinates>-111.9072885,33.4220009</coordinates></Point>"
,42271421,,,,,,-111.9054242,33.3865694,"<Point><coordinates>-111.9054242,33.3865694</coordinates></Point>"
,41714366,,,,,,-111.906234,33.4220203,"<Point><coordinates>-111.906234,33.4220203</coordinates></Point>"
,4606952125,,,,,,-111.9286777,33.4512133,"<Point><coordinates>-111.9286777,33.4512133</coordinates></Point>"
,41714369,,,,,,-111.9054664,33.422026,"<Point><coordinates>-111.9054664,33.422026</coordinates></Point>"
,42304195,,,,,,-111.9349094,33.4019151,"<Point><coordinates>-111.9349094,33.4019151</coordinates></Point>"
,42271431,,,,,,-111.9080023,33.3370684,"<Point><coordinates>-111.9080023,33.3370684</coordinates></Point>"
,41714377,,,,,,-111.8980581,33.4221093,"<Point><coordinates>-111.8980581,33.4221093</coordinates></Point>"
,41714380,,,,,,-111.8961709,33.4220977,"<Point><coordinates>-111.8961709,33.4220977</coordinates></Point>"
,41714382,,,,,,-111.8953441,33.4220871,"<Point><coordinates>-111.8953441,33.4220871</coordinates></Point>"
,3981260854,,,,,,-111.9160673,33.4034487,"<Point><coordinates>-111.9160673,33.4034487</coordinates></Point>"
,42304211,,,,,,-111.9349089,33.3973027,"<Point><coordinates>-111.9349089,33.3973027</coordinates></Point>"
,41714388,,,,,,-111.8919506,33.4218944,"<Point><coordinates>-111.8919506,33.4218944</coordinates></Point>"
,42304215,,,,,,-111.9349086,33.3969626,"<Point><coordinates>-111.9349086,33.3969626</coordinates></Point>"
,41714393,,,,,,-111.890304,33.4218897,"<Point><coordinates>-111.890304,33.4218897</coordinates></Point>"
,41714394,,,,,,-111.8878272,33.4220762,"<Point><coordinates>-111.8878272,33.4220762</coordinates></Point>"
,41714396,,,,,,-111.8874152,33.4220754,"<Point><coordinates>-111.8874152,33.4220754</coordinates></Point>"
,42402526,,,,,,-111.9587011,33.3199914,"<Point><coordinates>-111.9587011,33.3199914</coordinates></Point>"
,41894623,,,,,,-111.9413716,33.3992725,"<Point><coordinates>-111.9413716,33.3992725</coordinates></Point>"
,42304226,,,,,,-111.9349124,33.3961682,"<Point><coordinates>-111.9349124,33.3961682</coordinates></Point>"
,42304230,,,,,,-111.9349144,33.3957526,"<Point><coordinates>-111.9349144,33.3957526</coordinates></Point>"
,337822444,,,,,,-111.9228983,33.4238125,"<Point><coordinates>-111.9228983,33.4238125</coordinates></Point>"
,2376762094,,,,,,-111.9459193,33.3672352,"<Point><coordinates>-111.9459193,33.3672352</coordinates></Point>"
,2376762097,,,,,,-111.9463507,33.3672456,"<Point><coordinates>-111.9463507,33.3672456</coordinates></Point>"
,2376762100,,,,,,-111.9480306,33.3673479,"<Point><coordinates>-111.9480306,33.3673479</coordinates></Point>"
,42271477,,,,,,-111.9073578,33.3550663,"<Point><coordinates>-111.9073578,33.3550663</coordinates></Point>"
,2376762102,,,,,,-111.9459212,33.3674991,"<Point><coordinates>-111.9459212,33.3674991</coordinates></Point>"
,42304253,,,,,,-111.9349549,33.3911748,"<Point><coordinates>-111.9349549,33.3911748</coordinates></Point>"
,3983475457,,,,,,-111.9730742,33.3920859,"<Point><coordinates>-111.9730742,33.3920859</coordinates></Point>"
,42271490,,,,,,-111.9072204,33.3555538,"<Point><coordinates>-111.9072204,33.3555538</coordinates></Point>"
,4321248003,,,,,,-111.9402172,33.3631621,"<Point><coordinates>-111.9402172,33.3631621</coordinates></Point>"
